,image_path,perimetric_complexity,pixel_complexity
100,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/介_Simplified_介.png,196.9365299896953,627.0
101,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仍_Simplified_仍.png,291.0993427121666,1141.0
102,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/从_Simplified_从.png,234.87733943083677,790.0
103,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仓_Simplified_仓.png,281.9575325985376,1016.0
104,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仔_Simplified_仔.png,246.44412003967275,975.0
105,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仕_Simplified_仕.png,228.57027246233227,964.0
106,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/他_Simplified_他.png,317.4391433124192,1291.0
107,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仗_Simplified_仗.png,288.27748380135534,1045.0
108,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/付_Simplified_付.png,227.31074548410777,918.0
109,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仙_Simplified_仙.png,276.2175460423776,1174.0
110,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仞_Simplified_仞.png,293.96900769306257,1148.0
111,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仟_Simplified_仟.png,223.7661915226445,936.0
112,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/代_Simplified_代.png,252.7841029751649,940.0
113,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/令_Simplified_令.png,243.1847482360861,733.0
114,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/以_Simplified_以.png,231.79910123482009,797.0
115,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仨_Simplified_仨.png,204.67725229433924,852.0
116,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仪_Simplified_仪.png,279.9397918356267,920.0
117,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/们_Simplified_们.png,243.08273013030583,990.0
118,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仰_Simplified_仰.png,310.62072861133686,1274.0
119,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仲_Simplified_仲.png,285.9361619673264,1241.0
120,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/件_Simplified_件.png,254.75658732240493,1061.0
121,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/价_Simplified_价.png,257.33904219589084,900.0
122,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/任_Simplified_任.png,259.3223404970845,1095.0
123,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/份_Simplified_份.png,292.09620758916753,1037.0
124,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/仿_Simplified_仿.png,280.52259487151133,1120.0
125,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/企_Simplified_企.png,262.41121459490546,980.0
126,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伊_Simplified_伊.png,300.2385497510085,1250.0
127,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伍_Simplified_伍.png,292.56397713013706,1241.0
128,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伏_Simplified_伏.png,271.97634004317075,977.0
129,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伐_Simplified_伐.png,310.52058873536146,1113.0
130,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/休_Simplified_休.png,303.19734425872014,1121.0
131,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/众_Simplified_众.png,273.54503450651083,811.0
132,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/优_Simplified_优.png,294.2424784791791,1141.0
133,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伙_Simplified_伙.png,266.4993183164605,893.0
134,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/会_Simplified_会.png,322.6153221258026,1110.0
135,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伞_Simplified_伞.png,242.2937183821999,845.0
136,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伟_Simplified_伟.png,304.85003393903327,1302.0
137,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/传_Simplified_传.png,311.69328468298363,1200.0
138,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伤_Simplified_伤.png,300.0230459421845,1156.0
139,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伦_Simplified_伦.png,287.86501126147874,999.0
140,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伪_Simplified_伪.png,294.2076729918824,1126.0
141,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伯_Simplified_伯.png,307.3574508416452,1315.0
142,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/估_Simplified_估.png,288.6392335007387,1243.0
143,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伴_Simplified_伴.png,261.3414501707948,1061.0
144,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伶_Simplified_伶.png,298.10231889094405,981.0
145,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伸_Simplified_伸.png,326.6048109653821,1434.0
146,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伺_Simplified_伺.png,321.5069514404725,1370.0
147,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/似_Simplified_似.png,281.9422398268533,1025.0
148,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/伽_Simplified_伽.png,374.0047329813273,1568.0
149,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/但_Simplified_但.png,305.6561577105989,1311.0
150,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/位_Simplified_位.png,271.6141108894805,1061.0
