character,pinyin,period,type,complexity,dataset,image_ID,dropdown_label
一,yi1,Bronze,pictologic,70.81407109321876,hzy,B00015,一 (yi1)
一,yi1,Oracle,pictologic,68.138598964963,hzy,J00002,一 (yi1)
一,yi1,Seal,pictologic,69.26199618732413,hzy,S00001,一 (yi1)
丁,ding1,Bronze,pictographic,71.90473934845683,hzy,B20301,丁 (ding1)
丁,ding1,Oracle,pictographic,221.7488788794432,hzy,J30232,丁 (ding1)
丁,ding1,Seal,pictographic,122.04582135951622,hzy,S10946,丁 (ding1)
七,qi1,Bronze,pictologic,118.14766865899632,hzy,B19913,七 (qi1)
七,qi1,Oracle,pictologic,123.21270057489522,hzy,J29819,七 (qi1)
七,qi1,Seal,pictologic,122.49848359388974,hzy,S10922,七 (qi1)
万,wan4,Bronze,other,288.57301146007234,hzy,B20006,万 (wan4)
万,wan4,Oracle,other,184.39338028975675,hzy,J29856,万 (wan4)
丈,zhang4,Seal,pictographic,213.5933310950504,hzy,S01638,丈 (zhang4)
三,san1,Bronze,pictologic,187.6224005065355,hzy,B00359,三 (san1)
三,san1,Oracle,pictologic,178.63226110906152,hzy,J00553,三 (san1)
三,san1,Seal,pictologic,151.37306146399533,hzy,S00097,三 (san1)
上,shang4,Bronze,pictologic,118.68315687858504,hzy,B00109,上 (shang4)
上,shang4,Oracle,pictologic,105.89884312588951,hzy,J00025,上 (shang4)
上,shang4,Seal,pictologic,163.28538668365584,hzy,S00008,上 (shang4)
下,xia4,Bronze,pictologic,108.37596593172907,hzy,B00156,下 (xia4)
下,xia4,Oracle,pictologic,110.89311985549918,hzy,J00162,下 (xia4)
下,xia4,Seal,pictologic,158.1842242524817,hzy,S00016,下 (xia4)
不,bu4,Bronze,pictographic,222.4557044068618,hzy,B16071,不 (bu4)
不,bu4,Oracle,pictographic,189.20701871443225,hzy,J25537,不 (bu4)
不,bu4,Seal,pictographic,246.1220844704088,hzy,S08670,不 (bu4)
与,yu4,Bronze,pictosynthetic,283.5905716207519,hzy,B03481,与 (yu4)
与,yu4,Seal,pictosynthetic,293.97532882508096,hzy,S01999,与 (yu4)
丑,chou3,Bronze,other,188.65946982224443,hzy,B21028,丑 (chou3)
丑,chou3,Oracle,other,159.28751227232823,hzy,J30866,丑 (chou3)
丑,chou3,Seal,other,204.11711539239212,hzy,S11002,丑 (chou3)
专,zhuan1,Oracle,pictosynthetic,237.56606924515248,hzy,J06825,专 (zhuan1)
专,zhuan1,Seal,pictosynthetic,318.9734808944848,hzy,S02270,专 (zhuan1)
且,qie3,Bronze,pictographic,246.69947944505833,hzy,B19435,且 (qie3)
且,qie3,Oracle,pictographic,189.84688435970935,hzy,J29078,且 (qie3)
且,qie3,Seal,pictographic,253.52485668930143,hzy,S10640,且 (qie3)
世,shi4,Bronze,pictologic,234.21306019225867,hzy,B02969,世 (shi4)
世,shi4,Seal,pictologic,267.65358336590094,hzy,S01647,世 (shi4)
丘,qiu1,Bronze,pictographic,248.3081280098129,hzy,B12631,丘 (qiu1)
丘,qiu1,Oracle,pictographic,267.02640500159464,hzy,J19612,丘 (qiu1)
丘,qiu1,Seal,pictographic,309.02806857162966,hzy,S05951,丘 (qiu1)
丙,bing3,Bronze,pictographic,254.5126898765712,hzy,B20273,丙 (bing3)
丙,bing3,Oracle,pictographic,248.06810442583657,hzy,J30103,丙 (bing3)
丙,bing3,Seal,pictographic,264.86923537598454,hzy,S10945,丙 (bing3)
业,ye4,Bronze,pictographic,262.3301597303278,hzy,B03225,业 (ye4)
业,ye4,Seal,pictographic,312.8034679435463,hzy,S01955,业 (ye4)
丛,cong2,Seal,pictosynthetic,375.9084490126253,hzy,S01957,丛 (cong2)
东,dong1,Bronze,pictographic,276.20034165010964,hzy,B08850,东 (dong1)
东,dong1,Oracle,pictographic,211.1102918315888,hzy,J14293,东 (dong1)
东,dong1,Seal,pictographic,275.5261925386108,hzy,S04417,东 (dong1)
丝,si1,Bronze,pictosynthetic,310.6861411857688,hzy,B18513,丝 (si1)
丝,si1,Oracle,pictosynthetic,236.08596245870842,hzy,J27968,丝 (si1)
丝,si1,Seal,pictosynthetic,372.7333498990005,hzy,S09852,丝 (si1)
两,liang3,Bronze,pictographic,282.49922121547365,hzy,B11989,两 (liang3)
两,liang3,Seal,pictographic,326.0079887196788,hzy,S05489,两 (liang3)
严,yan2,Seal,pictosynthetic,383.92337666264046,hzy,S01083,严 (yan2)
丧,sang4,Bronze,pictosynthetic,337.36268118684933,hzy,B01722,丧 (sang4)
丧,sang4,Seal,pictosynthetic,307.7568230257018,hzy,S01089,丧 (sang4)
个,ge4,Seal,other,366.5502520295013,hzy,S03378,个 (ge4)
中,zhong1,Bronze,pictologic,222.15804054276742,hzy,B00626,中 (zhong1)
中,zhong1,Oracle,pictologic,210.51996275884255,hzy,J00886,中 (zhong1)
中,zhong1,Seal,pictologic,156.41753206730277,hzy,S00273,中 (zhong1)
丰,feng1,Bronze,pictographic,324.80345335102703,hzy,B07375,丰 (feng1)
丰,feng1,Oracle,pictographic,322.91419602201984,hzy,J12149,丰 (feng1)
丰,feng1,Seal,pictographic,447.1450682950691,hzy,S03559,丰 (feng1)
串,chuan4,Bronze,pictographic,197.1983712070637,hzy,B00680,串 (chuan4)
临,lin2,Bronze,other,339.880548800714,hzy,B12696,临 (lin2)
临,lin2,Seal,other,370.3545985266291,hzy,S05972,临 (lin2)
丸,wan2,Seal,pictologic,243.52065179155383,hzy,S06805,丸 (wan2)
丹,dan1,Bronze,pictographic,213.2477784971493,hzy,B07719,丹 (dan1)
丹,dan1,Oracle,pictographic,253.4886331331588,hzy,J12549,丹 (dan1)
丹,dan1,Seal,pictographic,190.25987402298085,hzy,S03655,丹 (dan1)
为,wei4,Bronze,pictosynthetic,249.84665229188528,hzy,B03667,为 (wei4)
为,wei4,Oracle,pictosynthetic,192.99321050860576,hzy,J05332,为 (wei4)
主,zhu3,Oracle,pictographic,185.92613081114456,hzy,J12546,主 (zhu3)
主,zhu3,Seal,pictographic,226.5028649132429,hzy,S03652,主 (zhu3)
丽,li4,Bronze,pictophonetic,345.11351417685125,hzy,B14725,丽 (li4)
丽,li4,Oracle,pictophonetic,242.6975956436652,hzy,J22448,丽 (li4)
丽,li4,Seal,pictophonetic,427.5575760934777,hzy,S07119,丽 (li4)
举,ju3,Bronze,other,321.6174808112179,hzy,B16521,举 (ju3)
举,ju3,Seal,other,368.8699157686003,hzy,S08952,举 (ju3)
乃,nai3,Bronze,pictographic,125.92389913185258,hzy,B07021,乃 (nai3)
乃,nai3,Oracle,pictographic,107.22347727259236,hzy,J11475,乃 (nai3)
乃,nai3,Seal,pictographic,157.83360898077964,hzy,S03493,乃 (nai3)
久,jiu3,Seal,pictographic,149.31707769542206,hzy,S03941,久 (jiu3)
义,yi4,Bronze,other,281.1377552414963,hzy,B17652,义 (yi4)
义,yi4,Oracle,other,201.31025532030583,hzy,J27308,义 (yi4)
义,yi4,Seal,other,336.3299215211598,hzy,S09420,义 (yi4)
之,zhi1,Bronze,pictosynthetic,207.758644188711,hzy,B09176,之 (zhi1)
之,zhi1,Oracle,pictosynthetic,212.49347249860244,hzy,J14773,之 (zhi1)
之,zhi1,Seal,pictosynthetic,205.26462604755068,hzy,S04434,之 (zhi1)
乌,wu4,Bronze,pictographic,232.4913282475854,hzy,B05780,乌 (wu4)
乌,wu4,Seal,pictographic,297.40628211236697,hzy,S02842,乌 (wu4)
乍,zha4,Bronze,pictosynthetic,222.04086514917958,hzy,B17731,乍 (zha4)
乍,zha4,Oracle,pictosynthetic,189.6024073957166,hzy,J27514,乍 (zha4)
乍,zha4,Seal,pictosynthetic,171.17998323661632,hzy,S09434,乍 (zha4)
乎,hu1,Bronze,pictosynthetic,146.14532629261737,hzy,B07122,乎 (hu1)
乎,hu1,Oracle,pictosynthetic,133.32861689617067,hzy,J11647,乎 (hu1)
乎,hu1,Seal,pictosynthetic,184.56205413526104,hzy,S03512,乎 (hu1)
乏,fa2,Bronze,pictologic,208.81237213056357,hzy,B01950,乏 (fa2)
乏,fa2,Seal,pictologic,202.5355809236751,hzy,S01204,乏 (fa2)
乐,yue4,Bronze,other,308.54252094696875,hzy,B08724,乐 (yue4)
乐,yue4,Oracle,other,202.78943900310583,hzy,J14187,乐 (yue4)
乐,yue4,Seal,other,367.7510140218698,hzy,S04326,乐 (yue4)
乔,qiao2,Bronze,other,272.80149896323576,hzy,B15071,乔 (qiao2)
乔,qiao2,Seal,other,294.8235780287717,hzy,S07493,乔 (qiao2)
乖,guai1,Seal,pictosynthetic,287.7286998538062,hzy,S02657,乖 (guai1)
乘,cheng2,Bronze,pictosynthetic,259.4933027271936,hzy,B08549,乘 (cheng2)
乘,cheng2,Oracle,pictosynthetic,167.65493225280397,hzy,J14129,乘 (cheng2)
乘,cheng2,Seal,pictosynthetic,307.6868072976396,hzy,S03944,乘 (cheng2)
乙,yi3,Bronze,pictographic,106.74022415590298,hzy,B20243,乙 (yi3)
乙,yi3,Oracle,pictographic,84.57706377148166,hzy,J29991,乙 (yi3)
乙,yi3,Seal,pictographic,95.86171829159056,hzy,S10940,乙 (yi3)
九,jiu3,Bronze,pictographic,184.2838630225891,hzy,B19943,九 (jiu3)
九,jiu3,Oracle,pictographic,162.70535382215917,hzy,J29823,九 (jiu3)
九,jiu3,Seal,pictographic,185.0393242911136,hzy,S10923,九 (jiu3)
也,ye3,Bronze,pictologic,276.12191689024525,hzy,B17218,也 (ye3)
也,ye3,Seal,pictologic,266.11085425305595,hzy,S09381,也 (ye3)
习,xi2,Oracle,pictosynthetic,201.5659195801662,hzy,J08303,习 (xi2)
习,xi2,Seal,pictosynthetic,399.9869115468916,hzy,S02556,习 (xi2)
乡,xiang1,Oracle,other,317.29241142479617,hzy,J15851,乡 (xiang1)
乡,xiang1,Seal,other,365.7233884825425,hzy,S04777,乡 (xiang1)
书,shu1,Bronze,other,266.50086276820775,hzy,B04370,书 (shu1)
书,shu1,Seal,other,429.5369512971676,hzy,S02218,书 (shu1)
买,mai3,Bronze,pictosynthetic,353.885657382382,hzy,B09652,买 (mai3)
买,mai3,Oracle,pictosynthetic,276.7344831892192,hzy,J15761,买 (mai3)
买,mai3,Seal,pictosynthetic,311.9933147138207,hzy,S04564,买 (mai3)
乱,luan4,Bronze,pictosynthetic,234.04759504017372,hzy,B20264,乱 (luan4)
乱,luan4,Seal,pictosynthetic,355.4916662971853,hzy,S10943,乱 (luan4)
乳,ru3,Oracle,pictosynthetic,349.01849184940806,hzy,J25390,乳 (ru3)
乳,ru3,Seal,pictosynthetic,265.8042591606129,hzy,S08669,乳 (ru3)
了,le5,Seal,pictographic,144.1450625606836,hzy,S10990,了 (le5)
予,yu3,Oracle,pictologic,190.65190768091952,hzy,J10319,予 (yu3)
予,yu3,Seal,pictologic,219.04129612131504,hzy,S02873,予 (yu3)
争,zheng1,Oracle,pictosynthetic,191.0631116021308,hzy,J10494,争 (zheng1)
争,zheng1,Seal,pictosynthetic,287.91995579800823,hzy,S02885,争 (zheng1)
事,shi4,Bronze,pictophonetic,222.93994433042417,hzy,B04281,事 (shi4)
事,shi4,Oracle,pictophonetic,175.39530207900006,hzy,J06379,事 (shi4)
事,shi4,Seal,pictophonetic,289.0856406444546,hzy,S02204,事 (shi4)
二,er4,Bronze,pictosynthetic,131.40351919709562,hzy,B18630,二 (er4)
二,er4,Oracle,pictosynthetic,123.77189616524765,hzy,J28199,二 (er4)
二,er4,Seal,pictosynthetic,127.41504590156796,hzy,S10124,二 (er4)
于,yu2,Bronze,pictographic,181.4898948181352,hzy,B07195,于 (yu2)
于,yu2,Oracle,pictographic,143.66325754964436,hzy,J11840,于 (yu2)
于,yu2,Seal,pictographic,140.21572849282492,hzy,S03515,于 (yu2)
亏,kui1,Seal,other,335.8017997697164,hzy,S03516,亏 (kui1)
云,yun2,Oracle,pictographic,215.9871232912679,hzy,J25114,云 (yun2)
云,yun2,Seal,pictographic,337.8963433627968,hzy,S08528,云 (yun2)
互,hu4,Seal,pictographic,248.3065598307169,hzy,S03387,互 (hu4)
五,wu3,Bronze,pictosynthetic,276.7113392075298,hzy,B19862,五 (wu3)
五,wu3,Oracle,pictosynthetic,244.42621377130774,hzy,J29746,五 (wu3)
五,wu3,Seal,pictosynthetic,277.7747256391393,hzy,S10919,五 (wu3)
井,jing3,Bronze,pictographic,246.70159577822403,hzy,B07759,井 (jing3)
井,jing3,Oracle,pictographic,236.31139820557337,hzy,J12561,井 (jing3)
井,jing3,Seal,pictographic,209.4239473105349,hzy,S03663,井 (jing3)
亚,ya4,Bronze,pictographic,277.7132242006334,hzy,B19844,亚 (ya4)
亚,ya4,Oracle,pictographic,238.52509559871385,hzy,J29708,亚 (ya4)
亚,ya4,Seal,pictographic,249.58147659194051,hzy,S10917,亚 (ya4)
些,xie1,Seal,pictosynthetic,276.434524742985,hzy,S01200,些 (xie1)
亟,qi4,Bronze,pictosynthetic,306.2760736585137,hzy,B18634,亟 (qi4)
亟,qi4,Oracle,pictosynthetic,153.0995421285058,hzy,J28201,亟 (qi4)
亟,qi4,Seal,pictosynthetic,327.1757436165241,hzy,S10126,亟 (qi4)
亡,wang2,Bronze,pictosynthetic,190.75775250269797,hzy,B17688,亡 (wang2)
亡,wang2,Oracle,pictosynthetic,140.13240083779812,hzy,J27405,亡 (wang2)
亡,wang2,Seal,pictosynthetic,152.40678958105585,hzy,S09433,亡 (wang2)
交,jiao1,Bronze,pictographic,200.81599285473334,hzy,B15081,交 (jiao1)
交,jiao1,Seal,pictographic,210.0845370268256,hzy,S07496,交 (jiao1)
亦,yi4,Bronze,pictologic,203.11044724255837,hzy,B15010,亦 (yi4)
亦,yi4,Oracle,pictologic,200.7204304391265,hzy,J23600,亦 (yi4)
亦,yi4,Seal,pictologic,232.9952253247088,hzy,S07485,亦 (yi4)
产,chan3,Bronze,other,299.9495877206133,hzy,B09337,产 (chan3)
产,chan3,Seal,other,313.32558059234606,hzy,S04453,产 (chan3)
亩,mu3,Bronze,other,304.3360896734929,hzy,B18842,亩 (mu3)
亩,mu3,Seal,other,369.2106046246416,hzy,S10324,亩 (mu3)
享,xiang3,Seal,pictosynthetic,275.59572096571026,hzy,S03839,享 (xiang3)
京,jing1,Bronze,pictographic,267.9784505125363,hzy,B08317,京 (jing1)
京,jing1,Oracle,pictographic,240.33920415036383,hzy,J13495,京 (jing1)
京,jing1,Seal,pictographic,232.9275000529499,hzy,S03835,京 (jing1)
亭,ting2,Seal,pictographic,259.50662570791087,hzy,S03824,亭 (ting2)
亮,liang4,Bronze,other,334.2478640310196,hzy,B13614,亮 (liang4)
亲,qin1,Bronze,pictophonetic,323.2067027075124,hzy,B13564,亲 (qin1)
亲,qin1,Seal,pictophonetic,393.58507225836286,hzy,S06263,亲 (qin1)
人,ren2,Bronze,pictographic,119.60202675823776,hzy,B12150,人 (ren2)
人,ren2,Oracle,pictographic,99.66870476361044,hzy,J18725,人 (ren2)
人,ren2,Seal,pictographic,159.57153455618507,hzy,S05651,人 (ren2)
亿,yi4,Bronze,pictophonetic,256.1656347355713,hzy,B12362,亿 (yi4)
什,shen2,Seal,pictophonetic,224.79340866772472,hzy,S05782,什 (shen2)
仁,ren2,Bronze,pictosynthetic,123.77741461437734,hzy,B12242,仁 (ren2)
仁,ren2,Seal,pictosynthetic,208.3032860583507,hzy,S05656,仁 (ren2)
仄,ze4,Seal,pictosynthetic,242.33294229066613,hzy,S06799,仄 (ze4)
仅,jin3,Seal,other,404.9188341468591,hzy,S05795,仅 (jin3)
仆,pu2,Bronze,pictophonetic,308.061135120432,hzy,B03330,仆 (pu2)
仆,pu2,Oracle,pictophonetic,284.6795114048577,hzy,J05000,仆 (pu2)
仆,pu2,Seal,pictophonetic,437.4639342794656,hzy,S01961,仆 (pu2)
仇,chou2,Seal,other,305.7664086320144,hzy,S05887,仇 (chou2)
今,jin1,Bronze,pictosynthetic,202.13010312673867,hzy,B08009,今 (jin1)
今,jin1,Oracle,pictosynthetic,203.18762066758825,hzy,J12881,今 (jin1)
今,jin1,Seal,pictosynthetic,177.6182069360397,hzy,S03768,今 (jin1)
介,jie4,Oracle,pictographic,147.105128224221,hzy,J01449,介 (jie4)
介,jie4,Seal,pictographic,199.2550015177701,hzy,S00795,介 (jie4)
仍,reng2,Seal,pictophonetic,290.11594351579345,hzy,S05762,仍 (reng2)
从,cong2,Bronze,pictosynthetic,192.66078214934464,hzy,B12557,从 (cong2)
从,cong2,Oracle,pictosynthetic,182.2147826367652,hzy,J19391,从 (cong2)
从,cong2,Seal,pictosynthetic,283.00125058014663,hzy,S05943,从 (cong2)
仓,cang1,Bronze,pictographic,221.1015051746105,hzy,B08054,仓 (cang1)
仓,cang1,Oracle,pictographic,327.40443517075994,hzy,J13026,仓 (cang1)
仓,cang1,Seal,pictographic,286.37943436068747,hzy,S03774,仓 (cang1)
仔,zi3,Bronze,pictophonetic,222.3362634660736,hzy,B12370,仔 (zi3)
仔,zi3,Seal,pictophonetic,286.7181374995491,hzy,S05820,仔 (zi3)
仕,shi4,Bronze,pictophonetic,172.92137479673158,hzy,B12243,仕 (shi4)
仕,shi4,Seal,pictophonetic,251.36656724146175,hzy,S05662,仕 (shi4)
付,fu4,Bronze,pictosynthetic,214.9353220093064,hzy,B12307,付 (fu4)
付,fu4,Seal,pictosynthetic,265.9349345035624,hzy,S05771,付 (fu4)
仞,ren4,Seal,pictophonetic,304.591905183984,hzy,S05661,仞 (ren4)
代,dai4,Seal,pictosynthetic,276.41224225379693,hzy,S05796,代 (dai4)
令,ling4,Bronze,pictosynthetic,171.1833721639892,hzy,B14018,令 (ling4)
令,ling4,Oracle,pictosynthetic,157.24164642189143,hzy,J21162,令 (ling4)
令,ling4,Seal,pictosynthetic,222.18867774375636,hzy,S06555,令 (ling4)
以,yi3,Bronze,pictographic,160.85876952331714,hzy,B21185,以 (yi3)
以,yi3,Oracle,pictographic,138.78329247560995,hzy,J31067,以 (yi3)
仪,yi2,Bronze,pictophonetic,310.93401585726843,hzy,B12335,仪 (yi2)
仪,yi2,Seal,pictophonetic,390.3263926902129,hzy,S05797,仪 (yi2)
仰,yang3,Seal,pictophonetic,358.9926170090533,hzy,S05776,仰 (yang3)
仲,zhong4,Bronze,pictophonetic,181.1385115573548,hzy,B12253,仲 (zhong4)
仲,zhong4,Oracle,pictophonetic,149.3360629255704,hzy,J18808,仲 (zhong4)
仲,zhong4,Seal,pictophonetic,276.27424489581097,hzy,S05674,仲 (zhong4)
件,jian4,Seal,pictosynthetic,263.9185349977394,hzy,S05909,件 (jian4)
价,jia4,Seal,pictophonetic,304.14525930201376,hzy,S05819,价 (jia4)
任,ren4,Bronze,pictophonetic,205.55250501134773,hzy,B12353,任 (ren4)
任,ren4,Seal,pictophonetic,233.68403379400556,hzy,S05801,任 (ren4)
份,fen4,Seal,pictophonetic,301.5135303625519,hzy,S05692,份 (fen4)
仿,fang3,Seal,pictophonetic,282.19218461281173,hzy,S05730,仿 (fang3)
企,qi3,Oracle,pictosynthetic,159.87431362879974,hzy,J18799,企 (qi3)
企,qi3,Seal,pictosynthetic,255.39207716767365,hzy,S05659,企 (qi3)
伊,yi1,Bronze,pictosynthetic,260.6627674569579,hzy,B12256,伊 (yi1)
伊,yi1,Oracle,pictosynthetic,210.18004363154216,hzy,J18847,伊 (yi1)
伊,yi1,Seal,pictosynthetic,332.38370526773343,hzy,S05675,伊 (yi1)
伍,wu3,Seal,pictophonetic,282.687376893397,hzy,S05781,伍 (wu3)
伏,fu2,Bronze,pictosynthetic,156.29078690507575,hzy,B12383,伏 (fu2)
伏,fu2,Seal,pictosynthetic,317.7338383779857,hzy,S05877,伏 (fu2)
伐,fa2,Bronze,pictosynthetic,253.6200651539064,hzy,B12389,伐 (fa2)
伐,fa2,Oracle,pictosynthetic,210.57409944624055,hzy,J19153,伐 (fa2)
伐,fa2,Seal,pictosynthetic,277.222278812471,hzy,S05881,伐 (fa2)
休,xiu1,Bronze,pictosynthetic,240.16113483172265,hzy,B08755,休 (xiu1)
休,xiu1,Oracle,pictosynthetic,202.63384228961968,hzy,J14221,休 (xiu1)
休,xiu1,Seal,pictosynthetic,326.6477905206631,hzy,S04385,休 (xiu1)
优,you1,Seal,pictophonetic,449.9348336805962,hzy,S05803,优 (you1)
会,hui4,Bronze,pictosynthetic,324.8710684525556,hzy,B08051,会 (hui4)
会,hui4,Oracle,pictosynthetic,270.5492924248004,hzy,J13025,会 (hui4)
会,hui4,Seal,pictosynthetic,340.90880599730434,hzy,S03770,会 (hui4)
伞,san3,Seal,pictographic,498.2258206451372,hzy,S09839,伞 (san3)
伟,wei3,Seal,pictophonetic,328.13467491765715,hzy,S05691,伟 (wei3)
传,zhuan4,Bronze,pictophonetic,321.81435445295006,hzy,B12367,传 (zhuan4)
传,zhuan4,Oracle,pictophonetic,255.61574252879092,hzy,J19038,传 (zhuan4)
传,zhuan4,Seal,pictophonetic,386.7741130613821,hzy,S05817,传 (zhuan4)
伤,shang1,Seal,other,404.24182252928176,hzy,S05872,伤 (shang1)
伦,lun2,Seal,pictophonetic,458.1007367223189,hzy,S05751,伦 (lun2)
伪,wei3,Seal,pictophonetic,452.0530017650268,hzy,S05848,伪 (wei3)
伯,bo2,Bronze,pictophonetic,250.1787194585725,hzy,B12252,伯 (bo2)
伯,bo2,Oracle,pictophonetic,241.31995226121896,hzy,J18802,伯 (bo2)
伯,bo2,Seal,pictophonetic,276.277276503814,hzy,S05673,伯 (bo2)
伴,ban4,Seal,pictophonetic,282.9107258675075,hzy,S05717,伴 (ban4)
伶,ling2,Seal,pictophonetic,304.4413172706325,hzy,S05815,伶 (ling2)
伸,shen1,Seal,pictophonetic,289.9382230573604,hzy,S05824,伸 (shen1)
伺,si4,Seal,pictophonetic,301.3953815890701,hzy,S05924,伺 (si4)
似,si4,Bronze,pictophonetic,223.75850194367968,hzy,B12341,似 (si4)
但,dan4,Seal,pictophonetic,267.12296553082325,hzy,S05883,但 (dan4)
位,wei4,Bronze,pictosynthetic,210.84568095630848,hzy,B12296,位 (wei4)
位,wei4,Oracle,pictosynthetic,237.2403370463565,hzy,J18932,位 (wei4)
位,wei4,Seal,pictosynthetic,281.6595303444911,hzy,S05743,位 (wei4)
低,di1,Seal,pictophonetic,329.9424180985586,hzy,S05919,低 (di1)
体,ti3,Bronze,pictosynthetic,332.0180933212341,hzy,B06148,体 (ti3)
体,ti3,Seal,pictosynthetic,480.0271144363851,hzy,S02964,体 (ti3)
何,he2,Bronze,pictophonetic,224.58294820137172,hzy,B12290,何 (he2)
何,he2,Oracle,pictophonetic,175.20935469337405,hzy,J18901,何 (he2)
何,he2,Seal,pictophonetic,303.0713641306758,hzy,S05736,何 (he2)
佗,tuo2,Seal,pictophonetic,302.3448475818961,hzy,S05735,佗 (tuo2)
余,yu2,Bronze,other,211.55605360366167,hzy,B01085,余 (yu2)
余,yu2,Oracle,other,186.15608901866906,hzy,J01501,余 (yu2)
余,yu2,Seal,other,233.18066266770177,hzy,S00799,余 (yu2)
佛,fo2,Seal,pictophonetic,354.2206547787608,hzy,S05732,佛 (fo2)
作,zuo4,Bronze,pictosynthetic,258.8681819866963,hzy,B12328,作 (zuo4)
作,zuo4,Oracle,pictosynthetic,192.2053862381605,hzy,J19019,作 (zuo4)
作,zuo4,Seal,pictosynthetic,269.4957143759968,hzy,S05788,作 (zuo4)
佝,gou1,Seal,pictophonetic,324.0316236860017,hzy,S05850,佝 (gou1)
佣,yong4,Seal,pictophonetic,447.0120211080161,hzy,S05728,佣 (yong4)
佩,pei4,Bronze,pictosynthetic,254.165551466095,hzy,B12251,佩 (pei4)
佩,pei4,Seal,pictosynthetic,360.0025805188739,hzy,S05666,佩 (pei4)
佰,bai3,Seal,pictophonetic,304.43203127235915,hzy,S05783,佰 (bai3)
佳,jia1,Seal,pictosynthetic,280.71043448888383,hzy,S05687,佳 (jia1)
使,shi3,Bronze,pictophonetic,241.46779964078542,hzy,B12363,使 (shi3)
使,shi3,Oracle,pictophonetic,166.53047065688972,hzy,J19037,使 (shi3)
使,shi3,Seal,pictophonetic,347.23532243871364,hzy,S05813,使 (shi3)
侃,kan3,Bronze,pictosynthetic,219.12163824889043,hzy,B15669,侃 (kan3)
侃,kan3,Seal,pictosynthetic,346.8408542697205,hzy,S08420,侃 (kan3)
侄,zhi2,Bronze,pictophonetic,234.97956874167537,hzy,B16981,侄 (zhi2)
侄,zhi2,Oracle,pictophonetic,278.2185747334923,hzy,J26135,侄 (zhi2)
侄,zhi2,Seal,pictophonetic,362.5391015077981,hzy,S09158,侄 (zhi2)
侈,chi3,Seal,pictophonetic,306.3045394537452,hzy,S05845,侈 (chi3)
例,li4,Seal,pictophonetic,393.5286703415721,hzy,S05879,例 (li4)
侍,shi4,Seal,pictophonetic,323.2608575788456,hzy,S05766,侍 (shi4)
供,gong4,Seal,pictophonetic,354.5587188731435,hzy,S05738,供 (gong4)
依,yi1,Bronze,pictophonetic,293.46549295144007,hzy,B12302,依 (yi1)
依,yi1,Oracle,pictophonetic,253.5600393616049,hzy,J18936,依 (yi1)
依,yi1,Seal,pictophonetic,302.7099039668107,hzy,S05761,依 (yi1)
侠,xia2,Seal,pictophonetic,352.59710049553235,hzy,S05773,侠 (xia2)
侣,lv3,Seal,pictophonetic,280.936967033445,hzy,S05910,侣 (lv3)
侦,zhen1,Seal,pictophonetic,312.3267519552573,hzy,S05927,侦 (zhen1)
侧,ce4,Bronze,pictophonetic,334.29639310237576,hzy,B12303,侧 (ce4)
侧,ce4,Seal,pictophonetic,401.4643178561173,hzy,S05768,侧 (ce4)
侨,qiao2,Seal,pictophonetic,381.235744292334,hzy,S05702,侨 (qiao2)
侯,hou2,Bronze,pictographic,212.7724750312983,hzy,B08225,侯 (hou2)
侯,hou2,Oracle,pictographic,211.13451330592932,hzy,J13339,侯 (hou2)
侯,hou2,Seal,pictographic,374.6796451347533,hzy,S05793,侯 (hou2)
侵,qin1,Bronze,pictosynthetic,228.8224136189617,hzy,B12332,侵 (qin1)
侵,qin1,Oracle,pictosynthetic,230.44745883096613,hzy,J19035,侵 (qin1)
侵,qin1,Seal,pictosynthetic,397.4171189981628,hzy,S05791,侵 (qin1)
便,bian4,Bronze,pictosynthetic,277.2241999916035,hzy,B12352,便 (bian4)
便,bian4,Seal,pictosynthetic,342.76866136887674,hzy,S05800,便 (bian4)
促,cu4,Seal,pictophonetic,325.2778922615698,hzy,S05878,促 (cu4)
俄,e2,Seal,pictophonetic,343.0895630983724,hzy,S05857,俄 (e2)
俊,jun4,Seal,pictophonetic,355.0934089085773,hzy,S05668,俊 (jun4)
俑,yong3,Seal,pictophonetic,381.3508289687337,hzy,S05876,俑 (yong3)
俗,su2,Bronze,pictophonetic,228.41466772915533,hzy,B12357,俗 (su2)
俗,su2,Seal,pictophonetic,338.02319731114864,hzy,S05809,俗 (su2)
俚,li3,Seal,pictophonetic,341.92109731893413,hzy,S05716,俚 (li3)
保,bao3,Bronze,pictosynthetic,270.79118374137977,hzy,B12191,保 (bao3)
保,bao3,Oracle,pictosynthetic,214.22283157613344,hzy,J18784,保 (bao3)
保,bao3,Seal,pictosynthetic,346.3341496302107,hzy,S05653,保 (bao3)
信,xin4,Seal,pictosynthetic,348.6168103748983,hzy,S01702,信 (xin4)
俭,jian3,Seal,pictophonetic,376.10291174013634,hzy,S05807,俭 (jian3)
修,xiu2,Seal,pictophonetic,349.33359933144726,hzy,S06485,修 (xiu2)
俯,fu3,Seal,pictophonetic,374.3622739837554,hzy,S06426,俯 (fu3)
俱,ju4,Bronze,pictophonetic,292.7808790174016,hzy,B12300,俱 (ju4)
俱,ju4,Seal,pictophonetic,357.25473872613605,hzy,S05754,俱 (ju4)
俺,an3,Seal,pictophonetic,353.10483066588847,hzy,S05718,俺 (an3)
