character,pinyin,period,type,complexity,dataset,image_ID,dropdown_label
皂,zao4,Simplified,pictosynthetic,256.1062697686384,casia,34,皂 (zao4)
的,de5,Simplified,pictophonetic,294.23890676040736,casia,80,的 (de5)
皆,jie1,Simplified,pictosynthetic,288.20230596036583,casia,108,皆 (jie1)
皇,huang2,Simplified,pictosynthetic,242.9719879886832,casia,25,皇 (huang2)
皋,gao1,Simplified,pictophonetic,242.67212957097755,casia,46,皋 (gao1)
皓,hao4,Simplified,pictophonetic,348.1503619394279,casia,38,皓 (hao4)
皮,pi2,Simplified,pictosynthetic,254.7142640660179,casia,80,皮 (pi2)
皱,zhou4,Simplified,other,348.35926532467,casia,71,皱 (zhou4)
盂,yu2,Simplified,pictophonetic,272.55329130456835,casia,55,盂 (yu2)
盅,zhong1,Simplified,pictophonetic,276.17761270757535,casia,105,盅 (zhong1)
盆,pen2,Simplified,pictophonetic,286.23663900585336,casia,117,盆 (pen2)
盈,ying2,Simplified,pictosynthetic,328.441493574462,casia,51,盈 (ying2)
益,yi4,Simplified,pictosynthetic,299.75723062337875,casia,14,益 (yi4)
盏,zhan3,Simplified,pictophonetic,293.60731491940004,casia,82,盏 (zhan3)
盐,yan2,Simplified,other,302.5437306254725,casia,45,盐 (yan2)
监,jian1,Simplified,pictosynthetic,284.05845702493514,casia,47,监 (jian1)
盒,he2,Simplified,pictophonetic,298.08596376840154,casia,42,盒 (he2)
盔,kui1,Simplified,pictophonetic,302.08068400972627,casia,10,盔 (kui1)
盖,gai4,Simplified,other,283.17458099542876,casia,21,盖 (gai4)
盗,dao4,Simplified,pictosynthetic,304.5533707238386,casia,113,盗 (dao4)
盘,pan2,Simplified,other,314.40377603722607,casia,93,盘 (pan2)
盛,sheng4,Simplified,pictophonetic,318.7022271570247,casia,16,盛 (sheng4)
盟,meng2,Simplified,pictosynthetic,359.42261049537507,casia,121,盟 (meng2)
目,mu4,Simplified,pictographic,232.94698224526758,casia,133,目 (mu4)
盯,ding1,Simplified,pictophonetic,274.56015095650434,casia,93,盯 (ding1)
盲,mang2,Simplified,pictophonetic,230.01643210695477,casia,63,盲 (mang2)
直,zhi2,Simplified,pictosynthetic,259.8870961391874,casia,32,直 (zhi2)
相,xiang4,Simplified,pictosynthetic,321.41320052081755,casia,132,相 (xiang4)
盹,dun3,Simplified,pictophonetic,310.83975397816516,casia,25,盹 (dun3)
盼,pan4,Simplified,pictophonetic,322.61910957590885,casia,138,盼 (pan4)
盾,dun4,Simplified,pictographic,281.93000030948104,casia,122,盾 (dun4)
省,sheng3,Simplified,pictosynthetic,276.18742411643404,casia,89,省 (sheng3)
眉,mei2,Simplified,pictographic,291.79792766231424,casia,70,眉 (mei2)
看,kan4,Simplified,pictosynthetic,262.9884929574423,casia,125,看 (kan4)
真,zhen1,Simplified,pictosynthetic,239.52392026316238,casia,50,真 (zhen1)
眠,mian2,Simplified,pictophonetic,346.12360645877465,casia,103,眠 (mian2)
眨,zha3,Simplified,pictophonetic,288.78309393776084,casia,114,眨 (zha3)
眩,xuan4,Simplified,pictophonetic,315.8579292822626,casia,99,眩 (xuan4)
眯,mi1,Simplified,pictophonetic,323.8835289522766,casia,47,眯 (mi1)
眶,kuang4,Simplified,pictophonetic,351.1477927123621,casia,64,眶 (kuang4)
眷,juan4,Simplified,pictophonetic,280.993032117927,casia,131,眷 (juan4)
眸,mou2,Simplified,pictophonetic,287.52609591299836,casia,37,眸 (mou2)
眼,yan3,Simplified,pictophonetic,349.9912132731248,casia,62,眼 (yan3)
着,zhe5,Simplified,pictosynthetic,261.83199610761307,casia,51,着 (zhe5)
睁,zheng1,Simplified,pictophonetic,315.7188578689187,casia,16,睁 (zheng1)
睇,di4,Simplified,pictophonetic,352.36767981026014,casia,38,睇 (di4)
睑,jian3,Simplified,pictophonetic,340.19883180800696,casia,13,睑 (jian3)
睛,jing1,Simplified,pictophonetic,327.10506318414883,casia,129,睛 (jing1)
睡,shui4,Simplified,pictosynthetic,363.7898955622967,casia,73,睡 (shui4)
督,du1,Simplified,pictophonetic,304.9181256168844,casia,7,督 (du1)
睬,cai3,Simplified,pictophonetic,345.849566685591,casia,52,睬 (cai3)
睹,du3,Simplified,pictophonetic,383.6630968975435,casia,139,睹 (du3)
睾,gao1,Simplified,pictosynthetic,271.91636814371833,casia,10,睾 (gao1)
睿,rui4,Simplified,pictosynthetic,310.8310334816732,casia,44,睿 (rui4)
瞄,miao2,Simplified,pictophonetic,395.4833990033601,casia,24,瞄 (miao2)
瞅,chou3,Simplified,pictophonetic,336.29050237836384,casia,128,瞅 (chou3)
瞌,ke1,Simplified,pictophonetic,361.329409695558,casia,51,瞌 (ke1)
瞎,xia1,Simplified,pictophonetic,363.4474478091909,casia,85,瞎 (xia1)
瞒,man2,Simplified,pictophonetic,407.506473970164,casia,22,瞒 (man2)
瞟,piao3,Simplified,pictophonetic,374.29302879194574,casia,38,瞟 (piao3)
瞥,pie1,Simplified,pictophonetic,337.69412087724015,casia,138,瞥 (pie1)
瞧,qiao2,Simplified,pictophonetic,327.4341438732628,casia,58,瞧 (qiao2)
瞪,deng4,Simplified,pictophonetic,383.8121474684424,casia,113,瞪 (deng4)
瞬,shun4,Simplified,pictophonetic,351.0655179410671,casia,39,瞬 (shun4)
瞳,tong2,Simplified,pictophonetic,356.98148779373673,casia,109,瞳 (tong2)
瞻,zhan1,Simplified,pictophonetic,369.6160350502396,casia,47,瞻 (zhan1)
瞿,qu2,Simplified,pictosynthetic,332.24932525060717,casia,27,瞿 (qu2)
矛,mao2,Simplified,pictographic,225.15649567138485,casia,116,矛 (mao2)
矜,jin1,Simplified,pictophonetic,309.7778456681091,casia,14,矜 (jin1)
矢,shi3,Simplified,pictographic,207.30080289577649,casia,46,矢 (shi3)
矣,yi3,Simplified,other,230.68675695097266,casia,65,矣 (yi3)
知,zhi1,Simplified,pictosynthetic,254.34233487530668,casia,8,知 (zhi1)
矩,ju3,Simplified,pictophonetic,304.8278993750018,casia,21,矩 (ju3)
矬,cuo2,Simplified,pictophonetic,310.3673837989479,casia,12,矬 (cuo2)
短,duan3,Simplified,pictosynthetic,302.9533617677655,casia,48,短 (duan3)
矮,ai3,Simplified,pictophonetic,345.81471258919373,casia,9,矮 (ai3)
石,shi2,Simplified,pictographic,231.5257978356761,casia,97,石 (shi2)
矽,xi1,Simplified,pictophonetic,282.82513090385794,casia,7,矽 (xi1)
矿,kuang4,Simplified,pictophonetic,223.5513812545612,casia,85,矿 (kuang4)
码,ma3,Simplified,pictophonetic,313.1460662813242,casia,98,码 (ma3)
砂,sha1,Simplified,pictophonetic,254.54786991819537,casia,97,砂 (sha1)
砌,qi4,Simplified,pictophonetic,293.81484511149654,casia,95,砌 (qi4)
砍,kan3,Simplified,pictophonetic,280.15421184402373,casia,125,砍 (kan3)
研,yan4,Simplified,pictophonetic,268.4007254611198,casia,14,研 (yan4)
砖,zhuan1,Simplified,pictophonetic,288.8228530488476,casia,97,砖 (zhuan1)
砣,tuo2,Simplified,pictophonetic,283.70948568741983,casia,39,砣 (tuo2)
砰,peng1,Simplified,pictophonetic,269.61299273596376,casia,19,砰 (peng1)
破,po4,Simplified,pictophonetic,317.61696735983645,casia,95,破 (po4)
砷,shen1,Simplified,pictophonetic,284.6341112676556,casia,59,砷 (shen1)
砸,za2,Simplified,pictophonetic,331.8982778670006,casia,27,砸 (za2)
砹,ai4,Simplified,pictophonetic,290.79218218239987,casia,50,砹 (ai4)
础,chu3,Simplified,pictophonetic,297.2461846942384,casia,103,础 (chu3)
硅,gui1,Simplified,pictophonetic,289.8503826231464,casia,73,硅 (gui1)
硌,ge4,Simplified,pictophonetic,311.3434952034141,casia,14,硌 (ge4)
硒,xi1,Simplified,pictophonetic,324.1580302250761,casia,20,硒 (xi1)
硕,shuo4,Simplified,pictophonetic,299.4154829101226,casia,56,硕 (shuo4)
硫,liu2,Simplified,other,283.91011743931034,casia,40,硫 (liu2)
硬,ying4,Simplified,pictophonetic,325.40226110914506,casia,133,硬 (ying4)
确,que4,Simplified,pictophonetic,336.5656799014394,casia,119,确 (que4)
硼,peng2,Simplified,pictophonetic,361.32598938409336,casia,122,硼 (peng2)
碌,lu4,Simplified,pictophonetic,311.60467549190287,casia,128,碌 (lu4)
碍,ai4,Simplified,other,325.0125164268768,casia,118,碍 (ai4)
碎,sui4,Simplified,pictophonetic,267.7931854475282,casia,94,碎 (sui4)
碑,bei1,Simplified,pictophonetic,305.8904033873694,casia,67,碑 (bei1)
碗,wan3,Simplified,pictophonetic,318.83992908612356,casia,16,碗 (wan3)
碘,dian3,Simplified,pictophonetic,339.95899152045007,casia,77,碘 (dian3)
碟,die2,Simplified,pictophonetic,334.68571767110313,casia,135,碟 (die2)
碧,bi4,Simplified,pictophonetic,309.61994814941687,casia,104,碧 (bi4)
碰,peng4,Simplified,pictophonetic,320.3514338109418,casia,130,碰 (peng4)
碱,jian3,Simplified,pictophonetic,319.31937444990024,casia,113,碱 (jian3)
碳,tan4,Simplified,pictophonetic,329.9668155083375,casia,54,碳 (tan4)
碴,cha2,Simplified,pictophonetic,328.83283113139794,casia,133,碴 (cha2)
碾,nian3,Simplified,pictophonetic,348.5739825019923,casia,4,碾 (nian3)
磁,ci2,Simplified,pictophonetic,313.39272507181613,casia,116,磁 (ci2)
磅,bang4,Simplified,pictophonetic,331.5832797314307,casia,141,磅 (bang4)
磕,ke1,Simplified,pictophonetic,332.7969942425981,casia,32,磕 (ke1)
磨,mo2,Simplified,pictophonetic,342.5102166942627,casia,31,磨 (mo2)
磷,lin2,Simplified,pictophonetic,340.1224529144987,casia,36,磷 (lin2)
示,shi4,Simplified,pictosynthetic,192.2416232760183,casia,124,示 (shi4)
礼,li3,Simplified,pictosynthetic,215.38592712282625,casia,95,礼 (li3)
社,she4,Simplified,pictosynthetic,221.4051349039051,casia,17,社 (she4)
祈,qi2,Simplified,pictophonetic,242.43380112226944,casia,40,祈 (qi2)
祖,zu3,Simplified,pictophonetic,291.848480711743,casia,11,祖 (zu3)
祗,zhi1,Simplified,pictophonetic,285.9125822445808,casia,46,祗 (zhi1)
祛,qu1,Simplified,pictophonetic,273.88800007287807,casia,16,祛 (qu1)
祝,zhu4,Simplified,pictosynthetic,256.06297760615905,casia,4,祝 (zhu4)
神,shen2,Simplified,pictophonetic,265.7154512556691,casia,74,神 (shen2)
祠,ci2,Simplified,pictophonetic,298.9402962958283,casia,35,祠 (ci2)
祢,mi2,Simplified,pictophonetic,282.0407874000746,casia,36,祢 (mi2)
祥,xiang2,Simplified,pictophonetic,261.9051212047854,casia,14,祥 (xiang2)
票,piao4,Simplified,pictosynthetic,278.95629348143166,casia,61,票 (piao4)
祭,ji4,Simplified,pictosynthetic,297.8459916765533,casia,98,祭 (ji4)
祯,zhen1,Simplified,pictophonetic,292.9477859069368,casia,50,祯 (zhen1)
祷,dao3,Simplified,pictophonetic,322.7854465362493,casia,91,祷 (dao3)
祸,huo4,Simplified,pictophonetic,319.7541265267597,casia,124,祸 (huo4)
祺,qi2,Simplified,pictophonetic,315.5276190413116,casia,44,祺 (qi2)
禁,jin4,Simplified,pictophonetic,297.82959445356585,casia,68,禁 (jin4)
禄,lu4,Simplified,pictophonetic,313.7373584541808,casia,41,禄 (lu4)
禅,chan2,Simplified,pictophonetic,302.9246281273256,casia,2,禅 (chan2)
福,fu2,Simplified,pictophonetic,331.9018648033068,casia,5,福 (fu2)
禹,yu3,Simplified,pictographic,282.45663638108715,casia,142,禹 (yu3)
离,li2,Simplified,pictophonetic,289.20848719528783,casia,56,离 (li2)
禽,qin2,Simplified,pictographic,308.2075708482623,casia,92,禽 (qin2)
禾,he2,Simplified,pictographic,213.6255499595562,casia,123,禾 (he2)
秀,xiu4,Simplified,pictosynthetic,238.54506230343742,casia,93,秀 (xiu4)
私,si1,Simplified,pictophonetic,255.33520885304472,casia,75,私 (si1)
秃,tu1,Simplified,pictographic,244.43550345569406,casia,140,秃 (tu1)
秆,gan3,Simplified,pictophonetic,256.1652835587496,casia,123,秆 (gan3)
秉,bing3,Simplified,pictographic,272.8192162299562,casia,140,秉 (bing3)
秋,qiu1,Simplified,pictographic,272.7117166949716,casia,104,秋 (qiu1)
种,zhong3,Simplified,pictophonetic,274.5507514803823,casia,63,种 (zhong3)
科,ke1,Simplified,pictosynthetic,267.5415182433844,casia,122,科 (ke1)
秒,miao3,Simplified,pictophonetic,278.8084915513157,casia,4,秒 (miao3)
秘,mi4,Simplified,pictophonetic,288.87842751995885,casia,98,秘 (mi4)
租,zu1,Simplified,pictophonetic,323.3915116479768,casia,132,租 (zu1)
秤,cheng4,Simplified,other,284.55635450461864,casia,7,秤 (cheng4)
秦,qin2,Simplified,pictosynthetic,274.38791693001974,casia,4,秦 (qin2)
秧,yang1,Simplified,pictophonetic,301.544642223126,casia,35,秧 (yang1)
积,ji1,Simplified,other,278.6302100331643,casia,132,积 (ji1)
称,chen4,Simplified,other,302.9814858970144,casia,108,称 (chen4)
秸,jie1,Simplified,pictophonetic,307.58753204889166,casia,40,秸 (jie1)
移,yi2,Simplified,pictophonetic,319.77465071105235,casia,117,移 (yi2)
秽,hui4,Simplified,pictophonetic,331.1414634523005,casia,29,秽 (hui4)
稀,xi1,Simplified,pictophonetic,326.15578987377705,casia,130,稀 (xi1)
程,cheng2,Simplified,pictophonetic,309.6884873687356,casia,66,程 (cheng2)
稍,shao1,Simplified,pictophonetic,338.40569623891156,casia,135,稍 (shao1)
税,shui4,Simplified,pictophonetic,304.75717987380483,casia,32,税 (shui4)
稚,zhi4,Simplified,pictophonetic,337.4828680866896,casia,103,稚 (zhi4)
稠,chou2,Simplified,pictophonetic,372.9504549544475,casia,32,稠 (chou2)
稣,su1,Simplified,pictophonetic,339.8988791861447,casia,30,稣 (su1)
稳,wen3,Simplified,other,335.30834057267043,casia,36,稳 (wen3)
稻,dao4,Simplified,pictophonetic,355.97345777513846,casia,50,稻 (dao4)
稽,ji1,Simplified,pictophonetic,356.78329333380884,casia,54,稽 (ji1)
稿,gao3,Simplified,pictophonetic,344.8136159708616,casia,126,稿 (gao3)
穆,mu4,Simplified,other,338.29530787883306,casia,25,穆 (mu4)
穗,sui4,Simplified,pictophonetic,357.662689592718,casia,120,穗 (sui4)
穴,xue2,Simplified,pictographic,187.0195631946313,casia,16,穴 (xue2)
究,jiu1,Simplified,pictophonetic,251.63505146235656,casia,95,究 (jiu1)
穷,qiong2,Simplified,other,228.85646203465419,casia,118,穷 (qiong2)
穹,qiong2,Simplified,pictophonetic,234.21107120169142,casia,29,穹 (qiong2)
空,kong1,Simplified,pictophonetic,221.8640430505348,casia,136,空 (kong1)
穿,chuan1,Simplified,pictosynthetic,243.33886071590433,casia,77,穿 (chuan1)
突,tu1,Simplified,pictosynthetic,240.18200425771263,casia,55,突 (tu1)
窃,qie4,Simplified,pictophonetic,284.76362412316786,casia,77,窃 (qie4)
窄,zhai3,Simplified,pictophonetic,228.2466188817596,casia,11,窄 (zhai3)
窍,qiao4,Simplified,pictophonetic,264.9248894268393,casia,47,窍 (qiao4)
窑,yao2,Simplified,pictosynthetic,271.3691973961765,casia,56,窑 (yao2)
窒,zhi4,Simplified,pictophonetic,264.5048913044269,casia,92,窒 (zhi4)
窗,chuang1,Simplified,pictographic,318.1374527069701,casia,116,窗 (chuang1)
窘,jiong3,Simplified,pictophonetic,290.15735027761406,casia,63,窘 (jiong3)
窜,cuan4,Simplified,pictophonetic,236.08928578694673,casia,47,窜 (cuan4)
窝,wo1,Simplified,pictophonetic,288.9290272434347,casia,7,窝 (wo1)
窟,ku1,Simplified,pictophonetic,295.38195146411687,casia,25,窟 (ku1)
窠,ke1,Simplified,pictophonetic,279.9378078547577,casia,10,窠 (ke1)
窥,kui1,Simplified,pictophonetic,332.2247199855076,casia,116,窥 (kui1)
窦,dou4,Simplified,pictophonetic,296.20958733355866,casia,31,窦 (dou4)
窿,long2,Simplified,pictophonetic,329.1422532537631,casia,28,窿 (long2)
立,li4,Simplified,pictosynthetic,188.53596116396224,casia,19,立 (li4)
竖,shu4,Simplified,other,259.44324775704985,casia,70,竖 (shu4)
站,zhan4,Simplified,pictophonetic,277.47651084894807,casia,4,站 (zhan4)
竞,jing4,Simplified,pictosynthetic,259.0685874959273,casia,123,竞 (jing4)
竟,jing4,Simplified,pictosynthetic,263.23755746723475,casia,73,竟 (jing4)
章,zhang1,Simplified,pictosynthetic,226.25447184452423,casia,109,章 (zhang1)
童,tong2,Simplified,pictophonetic,266.6543352541876,casia,126,童 (tong2)
竭,jie2,Simplified,pictophonetic,362.1770765332632,casia,10,竭 (jie2)
端,duan1,Simplified,pictophonetic,330.77899227880596,casia,124,端 (duan1)
竹,zhu2,Simplified,pictographic,222.30748727875488,casia,16,竹 (zhu2)
竺,zhu2,Simplified,pictophonetic,218.98238368777643,casia,2,竺 (zhu2)
竿,gan1,Simplified,pictophonetic,197.2290691719399,casia,110,竿 (gan1)
笃,du3,Simplified,pictophonetic,266.67990241983887,casia,50,笃 (du3)
笆,ba1,Simplified,pictophonetic,279.24757953879083,casia,98,笆 (ba1)
笋,sun3,Simplified,other,228.9582983790353,casia,35,笋 (sun3)
笑,xiao4,Simplified,pictophonetic,251.43476022232323,casia,129,笑 (xiao4)
笔,bi3,Simplified,pictosynthetic,261.8982587945251,casia,131,笔 (bi3)
笙,sheng1,Simplified,pictophonetic,267.4072543574583,casia,68,笙 (sheng1)
笛,di2,Simplified,pictophonetic,287.36294299897213,casia,46,笛 (di2)
笞,chi1,Simplified,pictophonetic,268.49265828617354,casia,19,笞 (chi1)
笠,li4,Simplified,pictophonetic,269.12642078010487,casia,5,笠 (li4)
符,fu2,Simplified,pictophonetic,267.3541506097308,casia,76,符 (fu2)
笨,ben4,Simplified,pictophonetic,278.03541448221097,casia,47,笨 (ben4)
第,di4,Simplified,pictographic,267.97856359459286,casia,10,第 (di4)
笺,jian1,Simplified,pictophonetic,263.6575078072886,casia,107,笺 (jian1)
笼,long2,Simplified,pictophonetic,292.80390790432796,casia,105,笼 (long2)
等,deng3,Simplified,pictosynthetic,242.3235427720511,casia,89,等 (deng3)
筋,jin1,Simplified,pictosynthetic,298.5249611695966,casia,111,筋 (jin1)
筐,kuang1,Simplified,pictophonetic,276.9472576678596,casia,109,筐 (kuang1)
筑,zhu4,Simplified,other,287.4239365278317,casia,126,筑 (zhu4)
筒,tong3,Simplified,pictophonetic,275.8933961080432,casia,135,筒 (tong3)
答,da2,Simplified,pictophonetic,275.86681656413305,casia,103,答 (da2)
策,ce4,Simplified,pictophonetic,282.9977576624605,casia,116,策 (ce4)
筛,shai1,Simplified,pictophonetic,257.8782246599266,casia,97,筛 (shai1)
筷,kuai4,Simplified,pictophonetic,283.04403652272697,casia,77,筷 (kuai4)
筹,chou2,Simplified,pictophonetic,273.9206342269984,casia,55,筹 (chou2)
签,qian1,Simplified,pictophonetic,289.662483701935,casia,27,签 (qian1)
简,jian3,Simplified,pictophonetic,273.06885021192653,casia,53,简 (jian3)
算,suan4,Simplified,pictosynthetic,251.6741369611624,casia,48,算 (suan4)
管,guan3,Simplified,pictophonetic,276.56525802324234,casia,90,管 (guan3)
箩,luo2,Simplified,pictophonetic,268.4060626015501,casia,137,箩 (luo2)
箫,xiao1,Simplified,pictophonetic,299.28841347646204,casia,51,箫 (xiao1)
箭,jian4,Simplified,pictophonetic,286.58423083460104,casia,30,箭 (jian4)
箱,xiang1,Simplified,pictophonetic,332.4162266398688,casia,74,箱 (xiang1)
篇,pian1,Simplified,pictophonetic,312.39450355617123,casia,111,篇 (pian1)
篓,lou3,Simplified,pictophonetic,296.54129489038706,casia,25,篓 (lou3)
篮,lan2,Simplified,other,323.2842456850377,casia,109,篮 (lan2)
篱,li2,Simplified,pictophonetic,324.09169878131314,casia,76,篱 (li2)
篷,peng2,Simplified,pictophonetic,315.7930252250041,casia,43,篷 (peng2)
簇,cu4,Simplified,pictophonetic,325.2005317745193,casia,29,簇 (cu4)
簿,bu4,Simplified,pictophonetic,299.1005715482104,casia,64,簿 (bu4)
籍,ji2,Simplified,pictophonetic,364.57021942164295,casia,14,籍 (ji2)
米,mi3,Simplified,pictographic,230.16998709551277,casia,80,米 (mi3)
类,lei4,Simplified,pictophonetic,251.7637039545295,casia,45,类 (lei4)
籽,zi3,Simplified,pictophonetic,293.0686198993239,casia,125,籽 (zi3)
粉,fen3,Simplified,pictophonetic,333.4377115430015,casia,54,粉 (fen3)
粑,ba1,Simplified,pictophonetic,311.8768758708715,casia,15,粑 (ba1)
粒,li4,Simplified,pictophonetic,298.90295484581924,casia,136,粒 (li4)
粕,po4,Simplified,pictophonetic,334.1065944462605,casia,132,粕 (po4)
粗,cu1,Simplified,pictophonetic,339.564828302196,casia,70,粗 (cu1)
粘,zhan1,Simplified,pictophonetic,299.33066780449116,casia,110,粘 (zhan1)
粟,su4,Simplified,pictosynthetic,298.738803845202,casia,106,粟 (su4)
粤,yue4,Simplified,pictosynthetic,289.43558054402007,casia,66,粤 (yue4)
粥,zhou1,Simplified,pictophonetic,362.5896399974099,casia,22,粥 (zhou1)
粪,fen4,Simplified,pictosynthetic,262.2601481308661,casia,47,粪 (fen4)
粮,liang2,Simplified,pictophonetic,338.4574813231036,casia,33,粮 (liang2)
粹,cui4,Simplified,pictophonetic,306.2233214028554,casia,66,粹 (cui4)
粽,zong4,Simplified,pictophonetic,337.0440766638468,casia,9,粽 (zong4)
精,jing1,Simplified,pictophonetic,338.4739607607453,casia,90,精 (jing1)
糁,shen1,Simplified,pictophonetic,320.6217661867825,casia,30,糁 (shen1)
糊,hu2,Simplified,pictophonetic,369.211571906986,casia,70,糊 (hu2)
糍,ci2,Simplified,pictophonetic,347.8243512003285,casia,4,糍 (ci2)
糕,gao1,Simplified,pictophonetic,306.75373006669463,casia,90,糕 (gao1)
糖,tang2,Simplified,pictophonetic,381.88226001671484,casia,41,糖 (tang2)
糗,qiu3,Simplified,pictophonetic,369.9821721635383,casia,8,糗 (qiu3)
糙,cao1,Simplified,pictophonetic,350.2992762590382,casia,13,糙 (cao1)
糜,mi2,Simplified,pictophonetic,330.19081011145875,casia,22,糜 (mi2)
糟,zao1,Simplified,pictophonetic,396.0757613770292,casia,125,糟 (zao1)
糠,kang1,Simplified,pictophonetic,384.3092176792352,casia,60,糠 (kang1)
糯,nuo4,Simplified,pictophonetic,393.2636951920107,casia,113,糯 (nuo4)
糸,mi4,Simplified,pictographic,211.71200864876687,casia,12,糸 (mi4)
系,xi4,Simplified,pictosynthetic,215.63270643328556,casia,104,系 (xi4)
素,su4,Simplified,pictosynthetic,235.93752285417648,casia,28,素 (su4)
索,suo3,Simplified,pictosynthetic,251.687987015967,casia,8,索 (suo3)
紧,jin3,Simplified,pictosynthetic,263.1432955279466,casia,127,紧 (jin3)
紫,zi3,Simplified,pictophonetic,277.14550798967934,casia,107,紫 (zi3)
累,lei4,Simplified,other,276.6697895265005,casia,48,累 (lei4)
絮,xu4,Simplified,pictophonetic,298.7896172472299,casia,43,絮 (xu4)
繁,fan2,Simplified,pictophonetic,326.84572976845016,casia,93,繁 (fan2)
纂,zuan3,Simplified,pictophonetic,305.62978919919055,casia,47,纂 (zuan3)
纠,jiu1,Simplified,pictophonetic,214.51477819077644,casia,86,纠 (jiu1)
红,hong2,Simplified,pictophonetic,212.0461479442904,casia,83,红 (hong2)
纤,xian1,Simplified,pictophonetic,225.08741188995648,casia,118,纤 (xian1)
约,yue1,Simplified,pictophonetic,260.92473082234375,casia,28,约 (yue1)
级,ji2,Simplified,pictophonetic,297.6821839188845,casia,100,级 (ji2)
纨,wan2,Simplified,pictophonetic,290.8835214442684,casia,45,纨 (wan2)
纪,ji4,Simplified,pictophonetic,244.75816784467986,casia,26,纪 (ji4)
纬,wei3,Simplified,pictophonetic,266.32947406851645,casia,28,纬 (wei3)
纯,chun2,Simplified,pictophonetic,276.2255194627064,casia,95,纯 (chun2)
纱,sha1,Simplified,pictosynthetic,242.6055072262324,casia,110,纱 (sha1)
纲,gang1,Simplified,pictophonetic,315.4443576327178,casia,79,纲 (gang1)
纳,na4,Simplified,pictophonetic,308.779025126674,casia,18,纳 (na4)
纵,zong4,Simplified,pictophonetic,253.57465269183567,casia,39,纵 (zong4)
纷,fen1,Simplified,pictophonetic,287.4520713218894,casia,4,纷 (fen1)
纸,zhi3,Simplified,pictophonetic,281.165861631335,casia,36,纸 (zhi3)
纹,wen2,Simplified,pictophonetic,262.4705679726757,casia,29,纹 (wen2)
纺,fang3,Simplified,pictophonetic,272.33080787578825,casia,48,纺 (fang3)
纽,niu3,Simplified,pictophonetic,291.82427190914035,casia,72,纽 (niu3)
纾,shu1,Simplified,pictophonetic,270.76715744389276,casia,52,纾 (shu1)
线,xian4,Simplified,pictophonetic,284.4887770738842,casia,51,线 (xian4)
绀,gan4,Simplified,pictophonetic,298.1240466710564,casia,51,绀 (gan4)
练,lian4,Simplified,pictophonetic,297.222838006722,casia,54,练 (lian4)
组,zu3,Simplified,pictophonetic,305.40889434052656,casia,3,组 (zu3)
绅,shen1,Simplified,pictophonetic,267.62482239216587,casia,115,绅 (shen1)
细,xi4,Simplified,pictophonetic,322.38660202772434,casia,17,细 (xi4)
织,zhi1,Simplified,pictophonetic,255.3312708264733,casia,127,织 (zhi1)
终,zhong1,Simplified,pictophonetic,278.5563714968463,casia,32,终 (zhong1)
绊,ban4,Simplified,pictophonetic,248.48422338630266,casia,29,绊 (ban4)
绍,shao4,Simplified,pictophonetic,301.61539497684987,casia,91,绍 (shao4)
经,jing1,Simplified,other,276.55378494688733,casia,137,经 (jing1)
绑,bang3,Simplified,pictophonetic,311.67530217757644,casia,5,绑 (bang3)
绒,rong2,Simplified,pictophonetic,296.06340736510526,casia,92,绒 (rong2)
结,jie2,Simplified,pictophonetic,275.188852775543,casia,17,结 (jie2)
绕,rao4,Simplified,pictophonetic,303.35465457631653,casia,66,绕 (rao4)
绘,hui4,Simplified,pictophonetic,293.35324248963536,casia,91,绘 (hui4)
给,gei3,Simplified,pictophonetic,288.9661377903508,casia,142,给 (gei3)
绚,xuan4,Simplified,pictophonetic,319.52529569795234,casia,62,绚 (xuan4)
络,luo4,Simplified,pictophonetic,312.1600898954302,casia,84,络 (luo4)
绝,jue2,Simplified,pictosynthetic,310.09561223530443,casia,35,绝 (jue2)
绞,jiao3,Simplified,pictophonetic,282.96171540856494,casia,127,绞 (jiao3)
统,tong3,Simplified,pictophonetic,280.10938642115065,casia,6,统 (tong3)
绣,xiu4,Simplified,pictophonetic,318.31806043643746,casia,107,绣 (xiu4)
绥,sui2,Simplified,pictosynthetic,316.4582931146954,casia,6,绥 (sui2)
继,ji4,Simplified,pictophonetic,326.1748915201363,casia,127,继 (ji4)
绨,ti4,Simplified,pictophonetic,321.6018747003173,casia,34,绨 (ti4)
绩,ji4,Simplified,pictophonetic,302.08394865632266,casia,69,绩 (ji4)
绪,xu4,Simplified,pictophonetic,344.1953778256272,casia,91,绪 (xu4)
续,xu4,Simplified,pictophonetic,322.40928135819354,casia,69,续 (xu4)
绮,qi3,Simplified,pictophonetic,318.5723686452959,casia,15,绮 (qi3)
绯,fei1,Simplified,pictophonetic,304.465200453164,casia,34,绯 (fei1)
绰,chuo4,Simplified,pictophonetic,258.0656604022415,casia,52,绰 (chuo4)
绳,sheng2,Simplified,pictophonetic,328.26452536994725,casia,32,绳 (sheng2)
维,wei2,Simplified,pictophonetic,319.8854187845334,casia,25,维 (wei2)
绵,mian2,Simplified,pictosynthetic,286.56390077365387,casia,105,绵 (mian2)
绷,beng1,Simplified,pictophonetic,377.9274698902083,casia,56,绷 (beng1)
综,zong1,Simplified,pictophonetic,294.2383138356769,casia,132,综 (zong1)
绿,lv4,Simplified,pictophonetic,312.13565270892786,casia,74,绿 (lv4)
