,rendered_character,simplified_character,period,image_id,distinctiveness,nearest neighbours,perimetric_complexity,pixel_complexity
8464,拱,拱,Simplified,136,94.73962428434666,"['拔', '投', '拌', '扶', '搏', '挟', '括', '拦', '挑', '搽']",33.25065774782332,12213.0
8465,俩,俩,Simplified,109,112.20045384055132,"['何', '候', '俯', '偷', '偏', '俏', '依', '俑', '伪', '侵']",36.682236932788385,13203.0
8466,潘,潘,Simplified,119,123.91670098563202,"['淫', '溢', '漆', '活', '潭', '澎', '渡', '漕', '藩', '播']",35.314153570216675,13186.0
8467,而,而,Simplified,56,107.7387219809159,"['间', '缸', '雨', '贞', '面', '泊', '仞', '厉', '西', '石']",30.693548695918864,10670.0
8468,最,最,Simplified,66,118.07830676370732,"['荷', '胶', '艮', '敬', '林', '发', '晶', '呆', '氚', '屈']",34.62626782217257,12876.0
8469,险,险,Simplified,18,122.4365065245166,"['阮', '哈', '饺', '睑', '呱', '脸', '限', '洽', '帖', '吮']",36.11536157671988,13036.0
8470,邑,邑,Simplified,122,108.43757449941856,"['是', '吕', '足', '己', '色', '毛', '甚', '巳', '昌', '总']",30.790206535403264,10640.0
8471,凡,凡,Simplified,9,97.31468673232176,"['贝', '叉', '见', '乃', '内', '又', '丸', '几', '风', '日']",25.343858705012547,8715.0
8472,颚,颚,Simplified,14,128.2983722442845,"['器', '巅', '噗', '嘈', '嚯', '罪', '嚣', '毙', '贵', '署']",40.17722535347674,15128.0
8473,肋,肋,Simplified,54,110.42170543086895,"['壮', '弥', '劝', '曾', '事', '水', '针', '沉', '材', '岩']",35.407001245975096,12656.0
8474,财,财,Simplified,140,119.3231138835378,"['贼', '贱', '贬', '赋', '时', '呼', '眯', '陆', '赃', '对']",35.46571340936917,12550.0
8475,萌,萌,Simplified,94,116.88257831897133,"['菊', '敬', '朝', '蔽', '葡', '蒲', '莞', '茵', '草', '荧']",33.14671746247385,12273.0
8476,录,录,Simplified,25,116.32538744815342,"['灵', '寻', '果', '昆', '柔', '昊', '君', '隶', '死', '巩']",31.160176406288493,11134.0
8477,儿,儿,Simplified,20,91.0866387685588,"['几', '川', '江', '门', '贝', '红', '囗', '八', '认', '兀']",21.764181455636443,7345.0
8478,昴,昴,Simplified,45,117.24147034810282,"['昂', '帛', '易', '旻', '果', '昆', '旱', '眼', '筹', '晶']",30.042426751506262,11027.0
8479,葛,葛,Simplified,46,112.33022604576172,"['昔', '葱', '尊', '莓', '党', '莞', '苛', '茵', '菊', '蜀']",35.2297776585154,12102.0
8480,茫,茫,Simplified,64,93.93549690634124,"['泷', '讫', '泣', '壮', '泾', '沾', '洁', '沽', '访', '活']",30.78683710145718,9994.0
8481,臼,臼,Simplified,94,104.931093848691,"['白', '众', '幻', '仅', '勺', '仔', '闷', '亿', '仞', '闩']",28.661616494733046,9827.0
8482,邸,邸,Simplified,51,124.64947226379977,"['她', '印', '邱', '锄', '仰', '耶', '佩', '电', '旧', '舟']",31.198709097817048,10954.0
8483,书,书,Simplified,6,98.66448804944204,"['节', '开', '苇', '芹', '带', '韦', '平', '劣', '艺', '夹']",24.23863720493648,8780.0
8484,秽,秽,Simplified,81,118.11278120189029,"['醋', '膏', '措', '苍', '莽', '捎', '捐', '掸', '拷', '骏']",35.1636799840033,13536.0
8485,箫,箫,Simplified,51,121.67238614248966,"['籍', '镇', '蓄', '筹', '富', '镶', '第', '等', '篱', '崴']",34.32559683172147,12453.0
8486,讹,讹,Simplified,40,105.39250040443584,"['沉', '诚', '奴', '冲', '沛', '泷', '测', '汰', '治', '泾']",32.34162248426908,10717.0
8487,拧,拧,Simplified,68,100.43651746939229,"['柠', '抻', '护', '拢', '投', '抢', '拔', '捐', '抱', '抖']",32.84425680120957,11120.0
8488,寡,寡,Simplified,66,105.50779086698452,"['菩', '窒', '寰', '赛', '蓄', '菱', '萘', '著', '客', '董']",33.611230590999035,12025.0
8489,纺,纺,Simplified,19,102.26927115443996,"['汝', '访', '污', '药', '靖', '玷', '纤', '鸟', '优', '彷']",33.96716899324716,11432.0
8490,越,越,Simplified,3,131.43399240972525,"['赵', '枢', '趣', '树', '忧', '远', '就', '裁', '我', '栽']",39.109062959969926,14035.0
8491,评,评,Simplified,13,108.38718782952176,"['坪', '靖', '滨', '擤', '姬', '捶', '特', '婚', '平', '拷']",29.852571336562583,10005.0
8492,佗,佗,Simplified,52,111.9596255477608,"['炊', '侬', '他', '侦', '炮', '倌', '仲', '欣', '耽', '依']",34.651655790902225,10964.0
8493,沫,沫,Simplified,108,93.09210585235952,"['沭', '沐', '床', '末', '迁', '洪', '访', '汶', '洁', '讨']",28.178461971049387,9634.0
8494,吻,吻,Simplified,88,109.59669139949926,"['叼', '叨', '吹', '咖', '勿', '吵', '沏', '哟', '呓', '呗']",32.33983192193624,11798.0
8495,才,才,Simplified,127,88.05601017936081,"['刁', '不', '开', '厂', '天', '万', '土', '木', '叶', '十']",20.757786150301857,7375.0
8496,仗,仗,Simplified,100,85.71537202167616,"['伏', '便', '攸', '代', '仿', '敌', '仕', '优', '伐', '休']",29.32111942193458,9681.0
8497,频,频,Simplified,79,122.77904988309147,"['激', '毙', '羡', '活', '柴', '敝', '教', '柒', '藉', '濒']",35.38533766857233,12785.0
8498,肯,肯,Simplified,82,112.07136065263016,"['尚', '党', '昔', '荷', '靖', '苗', '友', '茵', '告', '沾']",29.770819969845597,9636.0
8499,剑,剑,Simplified,56,108.38226740445576,"['钉', '会', '敛', '钙', '气', '笞', '错', '钧', '翎', '坐']",33.74990475165259,11028.0
8500,腮,腮,Simplified,55,118.63924399045116,"['胆', '昭', '贬', '骝', '腿', '恩', '股', '赐', '瞎', '曝']",38.33059959962157,14422.0
8501,走,走,Simplified,83,102.819882242543,"['艮', '色', '叉', '巳', '互', '己', '方', '三', '乏', '及']",24.253129082317475,8650.0
8502,梦,梦,Simplified,28,109.86701982393944,"['曹', '芳', '笃', '鸾', '凭', '博', '莓', '翠', '些', '萝']",28.650231806767223,11341.0
8503,僻,僻,Simplified,114,110.15720587060537,"['侨', '侬', '佣', '们', '倔', '偷', '调', '倘', '俏', '佩']",37.884669334670996,13006.0
8504,靶,靶,Simplified,58,134.3299652724179,"['羯', '肥', '粑', '钯', '耙', '锶', '跑', '挥', '把', '昂']",37.24164774692483,13591.0
8505,涡,涡,Simplified,51,95.3576719214028,"['涓', '诏', '诡', '谙', '课', '诹', '法', '误', '设', '诺']",35.500587922480214,12281.0
8506,佘,佘,Simplified,54,99.94945542378414,"['奈', '拿', '令', '兮', '会', '含', '全', '京', '金', '气']",25.604550421373318,8989.0
8507,离,离,Simplified,56,111.30894371542465,"['裔', '首', '商', '席', '高', '效', '曾', '帝', '疚', '窑']",32.52867225765687,11541.0
8508,兰,兰,Simplified,133,107.38082979990752,"['曰', '羊', '当', '旦', '与', '立', '左', '芝', '点', '亘']",24.740396502465636,8118.0
8509,脑,脑,Simplified,75,112.7858443163911,"['胶', '脸', '隙', '肢', '路', '柩', '腿', '陆', '陡', '展']",36.15449768922524,13911.0
8510,较,较,Simplified,5,113.32251215177703,"['转', '姣', '汝', '坛', '按', '纹', '坡', '宝', '农', '拉']",35.1243779811749,12898.0
8511,穗,穗,Simplified,120,125.9364667951867,"['秧', '秒', '秸', '秤', '稻', '禅', '徒', '娘', '艳', '换']",37.98850429826117,14460.0
8512,沏,沏,Simplified,78,106.46179143344077,"['砍', '沉', '扳', '沥', '诏', '彻', '沟', '仞', '玷', '俏']",33.25853297753478,11002.0
8513,蚤,蚤,Simplified,32,116.87054596995684,"['蚕', '灸', '圣', '毫', '蜀', '茶', '泽', '咎', '秦', '备']",30.910591185481614,11249.0
8514,尽,尽,Simplified,95,127.72587282205896,"['烬', '叁', '尕', '昼', '冥', '冬', '忌', '尺', '吞', '居']",25.63469576053424,8513.0
8515,佬,佬,Simplified,86,106.01908469284906,"['倦', '传', '信', '依', '借', '焦', '凭', '佳', '倭', '化']",35.50897459616248,12844.0
8516,巴,巴,Simplified,57,104.03148329519452,"['巳', '凸', '己', '江', '巨', '呓', '忽', '山', '及', '卫']",29.731530912660865,10610.0
8517,遛,遛,Simplified,53,116.35067005103512,"['遐', '遗', '追', '逻', '遏', '迫', '值', '监', '篮', '逼']",41.52555132226626,14967.0
8518,狄,狄,Simplified,129,117.80450330995043,"['狱', '伙', '义', '狡', '犹', '狐', '土', '独', '刹', '奴']",30.962504776146417,10815.0
8519,褐,褐,Simplified,130,130.80587815605656,"['褶', '襟', '裸', '祸', '衩', '撮', '谓', '韶', '得', '柑']",44.72819509888837,15420.0
8520,嗅,嗅,Simplified,1,108.40952713102452,"['咳', '唤', '嗖', '嗄', '嗔', '噫', '吹', '哩', '嘎', '呜']",33.275218661711605,12222.0
8521,洽,洽,Simplified,23,97.17403801571216,"['冶', '泠', '沿', '讫', '诠', '诊', '沦', '浴', '沧', '治']",32.069401151539125,10172.0
8522,蛹,蛹,Simplified,104,116.52345022543196,"['蝻', '倾', '桶', '熄', '蝎', '晌', '娟', '嗬', '煽', '蝉']",41.89407412137224,14747.0
8523,艳,艳,Simplified,137,117.3105496264008,"['耽', '枕', '枪', '规', '托', '辆', '挽', '铉', '接', '秸']",33.04815676528202,12532.0
8524,劣,劣,Simplified,10,99.07622094227938,"['苏', '牙', '支', '齐', '著', '书', '吞', '蜀', '亨', '苇']",27.213618741607306,10008.0
8525,姜,姜,Simplified,114,115.40321930211344,"['剃', '数', '盖', '总', '麦', '恙', '菩', '苑', '苇', '羡']",27.413620657258853,9633.0
8526,吭,吭,Simplified,17,102.48547646326811,"['泣', '兄', '九', '流', '抗', '优', '咳', '块', '元', '品']",27.48298690989976,9549.0
8527,丑,丑,Simplified,107,104.42161404590315,"['毛', '五', '工', '母', '王', '且', '玉', '系', '租', '开']",28.320255053948134,10126.0
8528,驹,驹,Simplified,99,118.57965175943946,"['弱', '酌', '驼', '驶', '骝', '骄', '郡', '驯', '刺', '驭']",39.05868654235839,13674.0
8529,豺,豺,Simplified,94,123.83007893853616,"['针', '牙', '豹', '激', '剃', '冽', '辆', '毙', '舞', '私']",36.44692093871821,13858.0
8530,荤,荤,Simplified,53,110.83506769843925,"['草', '莫', '孽', '茗', '芳', '营', '棠', '掌', '笃', '矣']",27.934144851293645,10593.0
8531,嘁,嘁,Simplified,30,115.4349348759279,"['哦', '咽', '哩', '呷', '嘈', '喉', '呲', '噘', '咻', '嘚']",36.10844289663501,13730.0
8532,亘,亘,Simplified,15,108.52802938666588,"['曰', '巨', '互', '点', '乌', '员', '马', '兰', '垂', '苟']",27.789621911105247,10294.0
8533,匝,匝,Simplified,35,118.01905866941686,"['匹', '通', '目', '匠', '班', '你', '匪', '距', '泊', '纽']",34.174607371053675,12080.0
8534,蓝,蓝,Simplified,137,120.20424629861144,"['昔', '孽', '堂', '笛', '董', '盗', '蕉', '苗', '蓬', '笙']",37.29749979688845,13133.0
8535,媳,媳,Simplified,124,117.6748839044099,"['妲', '嫁', '婊', '咱', '娟', '婉', '媚', '雌', '妮', '奶']",37.15580251008497,13511.0
8536,氣,气,Traditional,30,120.1235938719271,"['氫', '氧', '氚', '秦', '釕', '貪', '釘', '氪', '義', '銘']",35.24110411145602,11513.0
8537,踩,踩,Traditional,53,130.22586938109094,"['蹈', '睬', '蹤', '跡', '餒', '捋', '吆', '遜', '採', '妥']",46.554346176360454,14718.0
8538,卞,卞,Traditional,19,103.06633910400328,"['亡', '六', '下', '方', '立', '犬', '之', '寸', '斥', '丁']",19.53137631454078,6051.0
8539,祕,秘,Traditional,29,135.7603824623164,"['祂', '祈', '祇', '社', '祗', '衩', '裕', '祖', '枚', '衣']",36.04817196704676,11590.0
8540,畝,亩,Traditional,43,119.01783155132308,"['敵', '亟', '扳', '西', '甸', '動', '立', '玖', '鉤', '雨']",40.97398810545957,13625.0
8541,浴,浴,Traditional,16,115.13119015179814,"['洽', '盜', '泠', '洛', '溶', '恣', '沉', '況', '沿', '滄']",35.54965048729196,10933.0
8542,但,但,Traditional,44,108.0251202420689,"['俚', '侶', '何', '仨', '伸', '包', '伺', '伊', '佷', '佰']",36.05904384230712,11998.0
8543,恰,恰,Traditional,46,105.28612259764476,"['悅', '怡', '拾', '恬', '洽', '怕', '哈', '栓', '佑', '迄']",37.807573818790814,12208.0
8544,乃,乃,Traditional,38,101.44025898531444,"['刀', '及', '已', '石', '弓', '方', '囗', '仄', '兀', '刁']",26.2677063611704,9158.0
8545,邏,逻,Traditional,47,141.52332230640212,"['還', '囉', '鑼', '斷', '罵', '遷', '遺', '瀏', '羅', '耀']",59.22444986954199,17501.0
8546,苺,苺,Traditional,44,119.00473152061602,"['莓', '茜', '苗', '萵', '茵', '直', '昔', '芭', '舊', '巷']",33.91794314852652,11622.0
8547,思,思,Traditional,50,112.45750563258994,"['周', '恩', '因', '固', '畏', '忠', '朱', '回', '鬥', '目']",35.045289528884325,11154.0
8548,融,融,Traditional,26,146.2736420673898,"['駛', '蝕', '副', '骸', '馳', '敲', '歐', '鮭', '帥', '駐']",53.08600236158045,16853.0
8549,宰,宰,Traditional,41,112.90058883884626,"['害', '宴', '字', '寞', '享', '案', '衰', '寥', '寬', '賓']",26.033526537565802,9526.0
8550,碳,碳,Traditional,6,129.0209369519353,"['碟', '破', '碰', '硫', '喘', '碗', '碼', '確', '二', '研']",45.055429771116295,13857.0
8551,繭,茧,Traditional,27,142.09240620133718,"['葡', '薊', '蔥', '藕', '菌', '顴', '顯', '蘿', '飄', '蘑']",47.537577300193696,16843.0
8552,瘟,瘟,Traditional,38,123.16295381562398,"['癟', '痘', '搞', '高', '瘍', '厚', '廈', '嗝', '這', '淳']",44.6269022985104,14406.0
8553,悼,悼,Traditional,32,136.45137164031198,"['慎', '悍', '悔', '掉', '偵', '憎', '悽', '幀', '淖', '恆']",40.36488571200234,12669.0
8554,臀,臀,Traditional,26,137.73350832443492,"['暑', '骰', '躲', '槳', '腎', '顆', '槃', '照', '縣', '雖']",39.255492843227664,13358.0
8555,某,某,Traditional,44,113.38197822700184,"['其', '荒', '莞', '扶', '茉', '持', '抹', '技', '莫', '謀']",30.235195193772686,10242.0
8556,膏,膏,Traditional,14,125.49676207736812,"['窩', '賣', '章', '彰', '膚', '意', '賞', '毫', '寰', '竇']",36.57509323159509,11307.0
8557,氮,氮,Traditional,14,130.67414814212776,"['氪', '氫', '氧', '賓', '氨', '婁', '奚', '氣', '逸', '秦']",34.63266759468036,11165.0
8558,過,过,Traditional,15,105.93056816122676,"['渦', '溫', '逼', '漫', '漁', '測', '遺', '退', '逞', '囗']",47.142736452109595,15054.0
8559,學,学,Traditional,28,142.25115818286875,"['醫', '島', '鼻', '曼', '攣', '孽', '鄔', '腎', '崇', '豎']",43.97121863127121,14566.0
8560,愧,愧,Traditional,29,125.435912047416,"['槐', '塊', '挽', '摁', '憎', '楓', '拘', '棍', '魂', '慷']",42.15374476233039,15409.0
8561,渦,涡,Traditional,44,99.52926181031572,"['過', '湄', '滑', '溫', '測', '漁', '尚', '涓', '洞', '渴']",44.505348841272784,12785.0
8562,淌,淌,Traditional,16,122.5792113988787,"['消', '尚', '渦', '沽', '泄', '肖', '洗', '淡', '沭', '萍']",40.791404273181605,12497.0
8563,郊,郊,Traditional,0,127.14134518581118,"['交', '效', '卒', '吝', '妄', '文', '衩', '宛', '衣', '守']",33.82479689066909,11167.0
8564,俑,俑,Traditional,8,119.13576934266466,"['佰', '偏', '俯', '伯', '倫', '候', '捅', '伺', '倆', '扁']",43.62938867711156,14344.0
8565,燜,焖,Traditional,27,141.7226876822709,"['爛', '燃', '炯', '蝸', '嫺', '焗', '熄', '煽', '煸', '煩']",54.98390050801684,17323.0
8566,蕉,蕉,Traditional,33,127.5632153558109,"['舊', '荒', '萵', '蔥', '鳶', '莓', '菟', '奪', '茬', '巷']",36.72153487271116,10812.0
8567,收,收,Traditional,10,113.56946442889792,"['恤', '攸', '欣', '咿', '吽', '扳', '吹', '攻', '油', '板']",34.41387373712068,11386.0
8568,雋,隽,Traditional,48,124.07475921437768,"['售', '集', '篤', '焦', '億', '隼', '鳥', '傭', '僑', '儉']",36.76820054084796,10879.0
8569,硫,硫,Traditional,43,135.09828261438562,"['碳', '研', '砌', '碟', '破', '碩', '碰', '硅', '琉', '確']",40.06635925885684,12209.0
8570,批,批,Traditional,22,123.66404183085167,"['挑', '拙', '拋', '地', '抵', '她', '拇', '描', '抿', '抑']",34.13639497713803,11833.0
8571,戟,戟,Traditional,26,130.28662800368338,"['戴', '韓', '載', '朝', '斡', '幹', '韌', '勃', '截', '貳']",41.87321522707091,14012.0
8572,損,损,Traditional,26,107.689632663853,"['搗', '撮', '捐', '摸', '換', '楊', '揚', '擤', '揭', '榻']",46.444483759891384,14317.0
8573,何,何,Traditional,31,101.47710605817318,"['仞', '伺', '句', '向', '月', '例', '柯', '但', '佝', '仔']",34.222447116874925,11044.0
8574,替,替,Traditional,48,132.96549938080423,"['春', '督', '椿', '樁', '茬', '舊', '惹', '眷', '菁', '棒']",40.21726857215896,13086.0
8575,行,行,Traditional,43,113.37024706810442,"['彷', '往', '仔', '仿', '衍', '仟', '仨', '介', '代', '丘']",29.55673261255181,9614.0
8576,燦,灿,Traditional,4,138.4913760014985,"['燥', '煥', '燃', '燉', '擦', '燈', '煉', '烙', '爐', '懈']",53.79541885728406,16535.0
8577,哺,哺,Traditional,8,119.57086039137398,"['喃', '捕', '嘆', '吶', '喵', '喊', '埔', '晴', '哨', '嘖']",41.8612720986528,14425.0
8578,剪,剪,Traditional,4,147.15381519040469,"['尊', '前', '弈', '旗', '入', '鄭', '逆', '曾', '冽', '放']",36.77974199649356,11592.0
8579,證,证,Traditional,37,131.39301217815623,"['澄', '瞪', '諮', '薈', '謬', '諱', '調', '濺', '燈', '豎']",55.2809783301946,15835.0
8580,佬,佬,Traditional,18,117.0390027939288,"['倍', '偌', '姥', '信', '依', '佐', '俠', '接', '拷', '爸']",39.11703760809852,13475.0
8581,準,准,Traditional,11,114.9795993666222,"['塗', '進', '渠', '渡', '淮', '濺', '洙', '涯', '浩', '逞']",28.174274674855187,9566.0
8582,統,统,Traditional,26,128.09396160088363,"['紛', '絲', '絞', '參', '終', '糸', '紀', '絡', '紅', '綱']",40.84448081135273,12815.0
8583,揍,揍,Traditional,32,114.1255884603476,"['榛', '捧', '椿', '樁', '棒', '湊', '棲', '掃', '棱', '拷']",38.615652075341536,13838.0
8584,娛,娱,Traditional,47,131.3486817223643,"['娟', '妮', '媚', '奶', '妖', '揚', '拐', '婦', '喉', '捉']",42.77802690036673,14902.0
8585,恢,恢,Traditional,12,122.41048598483648,"['怖', '核', '悴', '挾', '俠', '峽', '灰', '姣', '夾', '拓']",37.138584708937096,12452.0
8586,航,航,Traditional,18,149.37143786580376,"['舵', '抗', '吭', '船', '瓶', '肺', '骯', '杭', '兌', '立']",41.90046502008558,14203.0
8587,掄,抡,Traditional,37,117.44343849113298,"['拾', '捻', '拖', '檢', '洽', '拴', '搧', '搞', '恰', '淪']",45.59009842433738,15473.0
8588,路,路,Traditional,7,127.13626792359108,"['潞', '跡', '跪', '跤', '跛', '跌', '跨', '踏', '硌', '鉻']",47.64839825280049,15905.0
8589,特,特,Traditional,46,117.27770809374688,"['技', '持', '時', '肢', '拮', '告', '痔', '眛', '朱', '扶']",39.3248827010185,13028.0
8590,佝,佝,Traditional,1,112.75406301303266,"['何', '向', '句', '柯', '伺', '月', '仞', '狗', '回', '抱']",38.3561930501796,12884.0
8591,文,文,Traditional,43,95.66482750587312,"['之', '汶', '丈', '交', '六', '立', '又', '主', '矢', '支']",22.565038034916316,7531.0
8592,粑,粑,Traditional,2,132.24705500528904,"['耙', '把', '籽', '粗', '粕', '粒', '靶', '料', '起', '相']",42.8462925677418,14148.0
8593,錠,锭,Traditional,12,125.07609361506832,"['鍵', '錄', '欽', '掟', '銥', '鍛', '鉉', '飲', '鋰', '鍍']",48.4572471426755,14826.0
8594,錳,锰,Traditional,41,128.13499510984204,"['鉉', '銘', '錘', '鎘', '銥', '盆', '錄', '鉻', '鍾', '鍵']",50.7380132735783,16282.0
8595,嘆,叹,Traditional,42,108.81538651953974,"['嘖', '嚄', '咦', '嘻', '哽', '噴', '噗', '喚', '曄', '哇']",41.85078131512152,15114.0
8596,港,港,Traditional,12,119.33731284907522,"['茫', '落', '洗', '浩', '茨', '搭', '淺', '嗒', '老', '溝']",35.26423039143477,12038.0
8597,啤,啤,Traditional,40,113.56754929601028,"['脾', '嗐', '嗅', '俾', '呷', '咯', '咿', '哞', '碑', '吶']",35.19787209535325,13066.0
8598,霄,霄,Traditional,27,126.72240678902035,"['震', '霍', '寬', '霓', '需', '雷', '潭', '宵', '宰', '濱']",41.680805153950885,12089.0
8599,碴,碴,Traditional,22,133.74035234475895,"['硒', '喳', '硅', '碩', '碼', '渣', '破', '碰', '砂', '碘']",44.39531619342412,14573.0
8600,狡,狡,Traditional,22,125.29587857294676,"['疚', '茶', '絞', '咬', '啐', '淤', '吝', '尖', '炎', '孩']",37.998767312329406,12960.0
8601,菲,菲,Traditional,45,133.85394437845497,"['非', '華', '茉', '菜', '著', '萍', '莊', '萊', '革', '英']",32.40385843234908,10693.0
8602,兇,凶,Traditional,31,117.73045799819393,"['光', '妥', '兕', '炎', '乏', '入', '巴', '榮', '允', '泛']",32.89831405024447,11164.0
8603,孵,孵,Traditional,14,146.780785997416,"['櫟', '腰', '授', '癮', '嘮', '腦', '瘦', '撣', '獰', '槃']",49.50147946201225,15582.0
8604,糧,粮,Traditional,18,132.79031012536046,"['糗', '顆', '糠', '邊', '槳', '釋', '糕', '棵', '遺', '楓']",55.51810857319082,18597.0
8605,濱,滨,Traditional,33,103.2898688762856,"['瀆', '滴', '漂', '潭', '演', '潰', '窗', '渡', '瞳', '溝']",44.89081657879929,12821.0
8606,耕,耕,Traditional,39,136.39030887314794,"['栽', '拱', '耗', '柑', '淑', '謙', '華', '柱', '調', '義']",41.26441293794125,15213.0
8607,坎,坎,Traditional,5,115.55614078873433,"['玖', '次', '奴', '玫', '也', '坊', '攻', '吹', '扳', '地']",34.874487012334704,11212.0
8608,誹,诽,Traditional,6,123.69859510488384,"['詢', '諸', '諛', '謙', '誕', '詠', '諜', '詛', '訥', '許']",46.233334472774345,14069.0
8609,峻,峻,Traditional,21,130.2320141971199,"['唆', '雌', '晙', '慘', '怡', '岐', '峽', '峨', '嘰', '嗨']",37.44201315189971,12581.0
8610,菌,菌,Traditional,37,118.61452044566232,"['茵', '莓', '菊', '茜', '蔥', '商', '萵', '苗', '苺', '芮']",39.94432403758835,12715.0
8611,疵,疵,Traditional,50,141.83475771481798,"['疤', '庇', '症', '瘋', '痧', '弈', '劑', '癌', '痙', '乖']",40.21210406793474,12617.0
8612,芽,芽,Traditional,5,114.85725739573802,"['莞', '芳', '芬', '莽', '芋', '萊', '芸', '哉', '苔', '荒']",28.646869601625728,9846.0
8613,松,松,Traditional,20,107.26461923275777,"['杵', '枚', '杉', '校', '朽', '杯', '杭', '栓', '枉', '杖']",32.23272477383322,10995.0
8614,烙,烙,Traditional,28,127.73802050743885,"['絡', '煥', '洛', '炆', '炷', '烤', '恰', '格', '燴', '煌']",39.66363480057097,13514.0
8615,傘,伞,Traditional,6,147.82379741162146,"['爹', '黍', '綱', '翁', '卻', '灸', '齊', '匆', '笨', '爸']",34.43707501804039,11695.0
8616,溼,湿,Traditional,25,133.28835944241317,"['涇', '率', '淫', '座', '瀝', '潛', '痙', '瀏', '溪', '塗']",40.8434289752141,12852.0
8617,佯,佯,Traditional,6,114.58563776060775,"['住', '伴', '保', '佳', '代', '伐', '仗', '仿', '佐', '件']",34.27814426992764,11097.0
8618,許,许,Traditional,0,106.87703522976994,"['詐', '設', '訴', '訖', '訪', '討', '計', '訣', '訛', '誰']",39.087377750622345,11743.0
8619,襟,襟,Traditional,43,150.14937068309405,"['褶', '襪', '礎', '禁', '遊', '祺', '褲', '諱', '謀', '護']",48.997410617126725,16146.0
8620,缸,缸,Traditional,13,117.2727625391141,"['缶', '妝', '卸', '釘', '年', '田', '短', '釕', '壬', '缺']",33.32966776250195,11236.0
8621,袋,袋,Traditional,48,127.8309694598186,"['貸', '偕', '黛', '箋', '貨', '佬', '焦', '集', '隼', '周']",32.612094609600476,10513.0
8622,碾,碾,Traditional,8,149.65665071307507,"['礦', '碼', '張', '殞', '確', '碩', '硼', '破', '碳', '硬']",48.163478520239295,15333.0
8623,魂,魂,Traditional,26,130.75203126340517,"['塊', '魄', '槐', '醜', '頑', '愧', '魏', '頌', '鍶', '課']",48.271741373516114,15195.0
8624,講,讲,Traditional,9,117.85819216668504,"['諸', '諱', '譚', '課', '謂', '謙', '請', '讀', '調', '菁']",49.73067501898436,16933.0
8625,琳,琳,Traditional,38,139.76485528520564,"['淋', '球', '捕', '城', '抹', '斑', '珠', '林', '誠', '拂']",42.823786490932896,14351.0
8626,檀,檀,Traditional,18,117.22893043383488,"['擅', '櫃', '棺', '槓', '植', '槍', '搞', '棟', '櫓', '檔']",51.463314036009656,17061.0
8627,嘶,嘶,Traditional,32,127.95523956780596,"['嗓', '曄', '撒', '慚', '嘁', '哄', '洪', '撕', '噗', '喋']",43.32912221539184,15012.0
8628,怵,怵,Traditional,26,116.77458824716692,"['材', '拔', '杖', '忖', '性', '林', '找', '拱', '株', '恍']",36.13784536062881,12061.0
8629,犁,犁,Traditional,18,144.09154435520796,"['梨', '掣', '舉', '黎', '利', '御', '到', '留', '稈', '卑']",33.87442443439705,10957.0
8630,倏,倏,Traditional,8,119.6557668870946,"['傻', '條', '候', '悠', '攸', '修', '傑', '儐', '依', '俠']",41.49943319270095,12966.0
8631,咧,咧,Traditional,37,115.6695216225434,"['呵', '啊', '叮', '叨', '二', '囗', '回', '乙', '刁', '呀']",39.8509271900133,12944.0
8632,葡,葡,Traditional,43,134.79076815487358,"['菊', '蘭', '蔥', '南', '韌', '繭', '楠', '苟', '董', '莞']",36.07783730040997,13672.0
8633,鍬,锹,Traditional,41,134.2816748099755,"['瞅', '錘', '跳', '蹤', '跡', '錐', '餅', '銖', '餓', '鈍']",45.757447201111475,15234.0
8634,愉,愉,Traditional,36,125.90534566690845,"['喻', '恰', '愾', '悅', '渝', '悔', '偷', '俞', '搧', '儉']",47.41805106894724,14727.0
8635,癱,瘫,Traditional,32,143.35036363403285,"['癩', '癲', '癡', '擁', '瘸', '灘', '癮', '攤', '蘑', '瘦']",48.22017194660136,18399.0
8636,覆,覆,Traditional,53,113.59005795066282,"['署', '寬', '粟', '票', '童', '濱', '糞', '遺', '囗', '寰']",41.1186323197847,14982.0
8637,勢,势,Traditional,40,142.14872608006397,"['墊', '報', '摯', '執', '熱', '藝', '掣', '尋', '蟄', '獒']",34.631390397639564,13265.0
8638,逛,逛,Traditional,12,130.09452680928027,"['遊', '涵', '遂', '遜', '巡', '通', '逞', '逢', '逐', '逃']",42.39772215133239,14033.0
8639,八,八,Traditional,8,94.79543561183314,"['入', '人', '囗', '小', '卜', '川', '刁', '六', '又', '口']",16.750921876406554,5596.0
8640,噫,噫,Traditional,27,120.07440270139554,"['噴', '嘖', '嗙', '嘻', '暗', '憶', '嗜', '憤', '嚎', '囔']",42.11889871400776,12933.0
8641,菁,菁,Traditional,47,110.02937814069732,"['薏', '貴', '書', '晝', '善', '意', '曹', '茉', '菩', '竟']",34.17035346237298,10503.0
8642,嬌,娇,Traditional,47,131.676690266624,"['嬉', '爐', '婚', '燴', '橋', '塔', '媚', '繪', '擔', '憎']",51.33434969538857,17207.0
8643,塵,尘,Traditional,41,130.5193459740735,"['鹿', '團', '糜', '虛', '廖', '圍', '摩', '匱', '廊', '毫']",38.21766227671884,13307.0
8644,棟,栋,Traditional,5,103.49466505588724,"['梗', '抻', '種', '枕', '檢', '槓', '枝', '楠', '揀', '柿']",40.576103711594804,14731.0
