,rendered_character,simplified_character,period,image_id,distinctiveness,nearest neighbours,perimetric_complexity,pixel_complexity
874,客,客,Bronze,B11720,104.68062247626568,"['右', '年', '司', '玄', '文', '卒', '免', '斗', '羞', '龙']",36.03371427010652,12300.0
875,是,是,Bronze,B01962,111.78338303697008,"['妾', '季', '亿', '盅', '冉', '身', '脐', '各', '右', '焦']",31.751149504722903,11321.0
876,容,容,Bronze,B11357,118.600170681479,"['卒', '昔', '余', '谷', '合', '兑', '少', '分', '兮', '免']",28.885007208875155,9751.0
877,尽,尽,Bronze,B07666,127.63291566468952,"['婚', '忠', '愚', '恕', '忽', '画', '始', '参', '龚', '鲜']",32.140754954166944,12564.0
878,或,或,Bronze,B17506,112.93117124442112,"['考', '戟', '虎', '季', '问', '何', '丑', '伐', '夷', '秉']",29.56896991062012,10209.0
879,辟,辟,Bronze,B14145,111.11117831593104,"['队', '玄', '休', '成', '脐', '州', '边', '厂', '率', '威']",33.84571093865664,12055.0
880,免,免,Bronze,B12516,91.93288355626488,"['引', '陶', '气', '蔡', '牙', '旦', '伏', '终', '文', '午']",23.66575992532823,7502.0
881,料,料,Bronze,B19519,115.5099112929128,"['黍', '限', '测', '边', '和', '上', '卿', '蚊', '一', '祭']",36.65572849787923,10867.0
882,贝,贝,Bronze,B09462,102.85368711040852,"['伯', '玄', '曰', '自', '吕', '羊', '利', '白', '囧', '合']",38.82481844765182,14016.0
883,觅,觅,Bronze,B13570,110.2003031842261,"['限', '玄', '畏', '旦', '吕', '步', '厂', '成', '某', '巳']",21.427656328933043,8120.0
884,今,今,Bronze,B08021,95.2389913384284,"['白', '伯', '兮', '亡', '文', '人', '六', '牙', '终', '公']",22.892854414551554,8077.0
885,哀,哀,Bronze,B01652,102.16717999335398,"['裘', '兑', '宋', '文', '依', '向', '蚊', '卒', '安', '乏']",31.045086351303752,10219.0
886,哲,哲,Bronze,B01212,131.73021827043192,"['我', '新', '亲', '竞', '参', '报', '坯', '轨', '夹', '枚']",31.74526343505998,10679.0
887,养,养,Bronze,B07938,109.84556252844804,"['羞', '小', '父', '脐', '以', '尺', '丑', '贤', '廿', '加']",31.505079685790477,10984.0
888,阑,阑,Bronze,B16214,148.6527290107759,"['惧', '招', '登', '顾', '举', '蕃', '慈', '嬴', '邓', '荒']",21.030346982603717,12862.0
889,宫,宫,Bronze,B11893,100.53294186378862,"['官', '宣', '肯', '宜', '怀', '宴', '室', '富', '卫', '家']",35.58257943295776,12020.0
890,闭,闭,Bronze,B16224,133.6235796861919,"['闵', '关', '周', '彤', '妻', '勇', '绥', '用', '害', '侧']",35.84314639969727,13236.0
891,实,实,Bronze,B11356,109.0651636564336,"['傧', '买', '家', '寓', '宫', '府', '录', '肯', '官', '受']",44.97957337725677,16566.0
892,巾,巾,Bronze,B12004,98.22719450160028,"['甲', '七', '终', '仲', '兀', '尺', '人', '方', '矢', '六']",22.38046751766378,7901.0
893,盾,盾,Bronze,B05218,106.40347902609088,"['右', '司', '有', '己', '千', '丑', '纪', '人', '以', '脐']",30.18070758470085,10805.0
894,画,画,Bronze,B04398,126.0162606210238,"['婚', '责', '卖', '脐', '昼', '敖', '赎', '旅', '书', '尽']",34.41397388040187,13297.0
895,曼,曼,Bronze,B03929,126.07761876738807,"['昱', '寡', '军', '监', '围', '寓', '群', '宠', '录', '虑']",37.53623726614427,13771.0
896,庸,庸,Bronze,B04957,130.22758777624966,"['桐', '秉', '康', '庚', '孝', '志', '东', '韩', '戒', '鹿']",26.25306919871967,11283.0
897,海,海,Bronze,B15550,122.4601568665477,"['搏', '浮', '汪', '敏', '传', '沈', '湛', '顺', '濒', '姬']",36.77556831261531,12103.0
898,顾,顾,Bronze,B13648,143.63980432642552,"['焉', '乌', '兽', '蕃', '阑', '差', '越', '与', '整', '惧']",39.16276978439747,14162.0
899,辅,辅,Bronze,B19620,124.79394515961984,"['转', '车', '报', '敖', '载', '连', '轨', '缶', '务', '拜']",39.153836701494654,16094.0
900,亩,亩,Bronze,B18842,130.0436217433451,"['识', '敏', '鬼', '雷', '姊', '吁', '豚', '敬', '一', '愧']",35.00975278556915,13118.0
901,忽,忽,Bronze,B15433,118.2474896353676,"['婚', '磷', '逐', '虑', '参', '逸', '盖', '愚', '造', '择']",21.802364250328854,7798.0
902,行,行,Bronze,B02547,108.19400486652592,"['引', '徒', '水', '非', '免', '兮', '伐', '公', '化', '天']",27.27074505839855,8596.0
903,道,道,Bronze,B02260,133.38222529430362,"['裔', '裕', '昔', '闻', '忧', '没', '屈', '恤', '言', '偿']",36.8382143452504,12011.0
904,陆,陆,Bronze,B19708,123.0955917753987,"['远', '衡', '陈', '奔', '达', '搏', '退', '举', '减', '眉']",30.765967446834868,10267.0
905,河,河,Bronze,B15487,125.79542831311042,"['恕', '虞', '逐', '婚', '恐', '忠', '责', '族', '报', '雷']",32.653673700396496,10439.0
906,鄙,鄙,Bronze,B09816,141.21960293345802,"['兽', '紫', '与', '鄂', '洛', '骄', '路', '好', '徐', '器']",35.708295987449844,13973.0
907,手,手,Bronze,B16289,109.50832991702552,"['子', '干', '引', '辛', '毛', '于', '正', '至', '孔', '朱']",20.439732860858715,7057.0
908,七,七,Bronze,B19914,87.13812258855074,"['甲', '弋', '士', '才', '入', '巾', '兀', '矢', '人', '朱']",15.996336512087485,5537.0
909,象,象,Bronze,B14608,109.42213890801614,"['只', '焦', '爰', '玄', '适', '受', '至', '马', '斗', '屈']",25.688040735949865,9154.0
910,未,未,Bronze,B21249,110.18966644673124,"['毛', '末', '先', '木', '牛', '朱', '奉', '告', '本', '干']",26.555613117272802,9090.0
911,变,变,Bronze,B04612,124.1838221700602,"['马', '鹿', '嘉', '婚', '梅', '彪', '志', '黑', '旧', '筑']",30.864822375672034,11151.0
912,使,使,Bronze,B12364,123.59217846499872,"['待', '覆', '退', '边', '慕', '博', '萃', '页', '队', '送']",36.123828722536956,12304.0
913,嗣,嗣,Bronze,B02735,125.25218634156218,"['荆', '雷', '犬', '晨', '临', '妇', '备', '上', '奴', '区']",36.39785503440108,14172.0
914,飨,飨,Bronze,B07989,118.98540060439386,"['幽', '闻', '卫', '讯', '逸', '谓', '侧', '卿', '顺', '乐']",41.96719798650695,14976.0
915,入,入,Bronze,B08066,91.94488400561968,"['土', '八', '廿', '甲', '七', '矢', '上', '功', '士', '工']",14.49315684308563,5152.0
916,举,举,Bronze,B16521,128.23864785141697,"['与', '眉', '陆', '观', '学', '鹿', '登', '育', '蒙', '迈']",34.157409419674295,13215.0
917,铺,铺,Bronze,B19355,121.57705570087742,"['谏', '肆', '钦', '冉', '秦', '磷', '上', '造', '铭', '忽']",45.66687705206295,16631.0
918,应,应,Bronze,B15344,108.40880641310336,"['鹰', '硕', '屈', '午', '唯', '宁', '上', '厂', '官', '录']",27.230566698869026,9937.0
919,亿,亿,Bronze,B15389,107.80725983187352,"['季', '革', '脐', '章', '适', '妾', '淑', '鸟', '番', '是']",29.197920272102248,10822.0
920,达,达,Bronze,B02194,119.10866774027696,"['盛', '过', '违', '疆', '强', '谋', '素', '为', '尊', '边']",33.34270824313774,10372.0
921,断,断,Bronze,B19484,127.62018798487416,"['照', '朝', '节', '到', '聋', '兹', '枚', '志', '备', '姑']",34.626950737115436,12883.0
922,启,启,Bronze,B04542,115.46851094047904,"['宇', '奴', '门', '取', '狐', '贝', '用', '字', '养', '宅']",32.84116235216352,12486.0
923,竞,竞,Bronze,B03182,116.18455921975468,"['亲', '参', '帝', '上', '冉', '新', '厂', '章', '拜', '语']",37.605198247351105,13180.0
924,粤,粤,Bronze,B07243,122.22297835634792,"['男', '敌', '适', '肯', '夕', '卑', '宇', '免', '胃', '寓']",33.13312201735437,10018.0
925,组,组,Bronze,B18258,116.12580359138278,"['幽', '利', '丝', '养', '兹', '留', '匀', '外', '均', '以']",41.069880300191684,15467.0
926,句,句,Bronze,B02827,106.29199526248136,"['君', '向', '常', '吕', '父', '司', '爪', '贝', '尚', '匀']",26.543339313285795,8610.0
927,取,取,Bronze,B04066,118.26815875376104,"['启', '备', '养', '耿', '臣', '印', '丑', '兑', '伯', '哀']",30.37600197792728,10778.0
928,兄,兄,Bronze,B13481,94.303120223576,"['牙', '不', '朱', '吴', '凡', '子', '巳', '又', '引', '斗']",18.816142489114167,6693.0
929,重,重,Bronze,B12679,122.90234920960896,"['秉', '华', '熏', '东', '卑', '书', '童', '昧', '季', '孝']",31.217406597150745,12454.0
930,壮,壮,Bronze,B00608,103.60884700972386,"['竹', '在', '林', '井', '卜', '弋', '丹', '朱', '士', '奴']",21.24158927809142,8280.0
931,矣,矣,Bronze,B08250,116.43411961977404,"['允', '伏', '引', '弓', '九', '及', '免', '帝', '丑', '征']",20.719862166372124,7212.0
932,药,药,Bronze,B00794,116.80802692666194,"['乐', '幽', '解', '星', '蔑', '无', '异', '逸', '唯', '兽']",33.79598592953844,13070.0
933,尸,尸,Bronze,B13183,90.20682499855585,"['乃', '人', '终', '千', '纪', '以', '乙', '引', '斗', '己']",15.792443406909893,5332.0
934,葱,葱,Bronze,B00814,111.66619670128416,"['匆', '心', '姓', '卅', '少', '水', '止', '谷', '待', '州']",29.091056888118633,9552.0
935,奴,奴,Bronze,B16988,107.58681982279968,"['仕', '蚊', '免', '井', '友', '姑', '壮', '射', '启', '人']",30.11623913377688,10587.0
936,基,基,Bronze,B18698,134.17780884532567,"['侄', '马', '翟', '羽', '期', '受', '卑', '为', '尽', '虞']",34.72215516459319,12286.0
937,猎,猎,Bronze,B14756,127.5561833854081,"['堵', '体', '静', '侧', '登', '疆', '强', '送', '覆', '通']",43.51712816927134,17980.0
938,勤,勤,Bronze,B19054,135.09027727977286,"['矛', '勒', '寿', '辞', '聋', '扑', '戏', '婚', '执', '难']",37.47266023018716,13149.0
939,盟,盟,Bronze,B10503,121.80882847395564,"['饕', '圣', '步', '甚', '孟', '贝', '玄', '毕', '觅', '囧']",39.9281979802862,14208.0
940,膳,膳,Bronze,B06173,122.32827854068712,"['善', '婚', '磷', '旧', '仪', '忽', '讳', '蛮', '恕', '鲜']",46.80210923562735,17761.0
941,向,向,Bronze,B11289,99.29766183993117,"['尚', '常', '宋', '安', '宾', '句', '宅', '字', '免', '哀']",33.278369289695576,11406.0
942,得,得,Bronze,B02428,107.2486109117244,"['邑', '某', '员', '君', '身', '毕', '子', '孔', '禽', '足']",26.921581447223414,10022.0
943,京,京,Bronze,B08322,121.83883677838756,"['陶', '兑', '免', '何', '死', '毋', '空', '鼎', '牙', '如']",31.70332027917552,11646.0
944,张,张,Bronze,B18059,143.31467345261848,"['我', '亲', '竞', '焉', '乔', '哲', '姜', '语', '萃', '斯']",31.809340802289405,11008.0
945,鲍,鲍,Bronze,B15987,144.72467411528163,"['膳', '地', '慈', '眉', '动', '遇', '荐', '夺', '糯', '剩']",36.571054028473355,13800.0
946,饲,饲,Bronze,B07952,120.15789569853229,"['即', '念', '命', '饭', '裘', '节', '犹', '令', '冒', '初']",31.196421649393077,11285.0
947,苏,苏,Bronze,B00741,158.23227592146443,"['浅', '然', '艰', '登', '陆', '赢', '邓', '剩', '诈', '嬴']",46.46915934528938,16021.0
948,乔,乔,Bronze,B15071,125.9464316964735,"['电', '语', '颜', '客', '寡', '裔', '马', '旧', '速', '亲']",30.46106316005554,11140.0
949,甚,甚,Bronze,B06922,105.14412483593604,"['刚', '巳', '止', '廿', '纪', '吴', '旦', '曰', '父', '玄']",26.745692228021735,8646.0
950,诈,诈,Bronze,B03106,131.97895436498823,"['然', '彪', '春', '戏', '参', '环', '识', '匡', '荐', '无']",32.926436552989394,13948.0
951,鸣,鸣,Bronze,B05757,120.04562947625884,"['边', '仆', '狐', '俱', '实', '尊', '对', '厂', '陨', '博']",32.541666480786965,12457.0
952,疾,疾,Bronze,B11937,116.71648117066812,"['及', '葬', '养', '爽', '般', '卯', '宇', '队', '伏', '辟']",34.559359071382985,11970.0
953,牙,牙,Bronze,B02617,85.42267901596495,"['工', '午', '壬', '兄', '五', '功', '氏', '矢', '玉', '王']",21.849901133511825,7186.0
954,社,社,Bronze,B00348,134.39234989842052,"['汪', '楚', '棘', '往', '祸', '适', '黍', '朽', '兵', '沈']",32.92421685833416,10524.0
955,守,守,Bronze,B11659,112.0242195774024,"['肯', '川', '家', '字', '宫', '反', '宁', '旦', '陶', '庭']",32.09743350579393,10685.0
956,儿,儿,Bronze,B13462,127.33000018118682,"['爪', '觅', '孔', '见', '君', '吕', '印', '某', '饕', '得']",22.925032771784633,7779.0
957,织,织,Bronze,B18220,124.01222876612051,"['识', '武', '贼', '鬼', '恕', '姊', '稣', '唯', '当', '戟']",39.861027291077214,13138.0
958,继,继,Bronze,B18224,125.95339353629694,"['吾', '马', '堇', '万', '蜀', '量', '期', '孙', '唯', '语']",27.440418292687927,10436.0
959,商,商,Bronze,B09628,115.18952949855706,"['责', '桐', '脐', '唐', '盂', '亿', '昧', '康', '季', '麦']",29.935518468078886,11835.0
960,赎,赎,Bronze,B09619,120.21248623427842,"['卖', '喜', '撸', '惠', '恵', '彪', '商', '责', '事', '敖']",26.379668912865448,10594.0
961,矛,矛,Bronze,B19530,131.58675280900815,"['勤', '寿', '嘉', '婚', '彪', '辞', '龚', '变', '动', '监']",25.82668142313672,10345.0
962,汤,汤,Bronze,B15611,124.11771553709508,"['湛', '甚', '黍', '明', '汪', '卿', '姓', '料', '水', '沈']",38.18238155751547,11968.0
963,从,从,Bronze,B12559,108.14194418478571,"['比', '亡', '卜', '北', '朽', '六', '八', '竹', '入', '公']",24.358604121082607,7998.0
964,仁,仁,Bronze,B12242,105.40056437337272,"['厂', '反', '乃', '巳', '侃', '纪', '凡', '卜', '戎', '免']",17.92970377815665,5684.0
965,祖,祖,Bronze,B00280,116.92042642707548,"['临', '布', '冉', '禽', '录', '则', '俱', '钧', '畜', '洛']",36.10097489310504,12156.0
966,蔡,蔡,Bronze,B00774,99.13473818095198,"['赤', '免', '圭', '乘', '交', '天', '午', '位', '伏', '大']",23.06673741959999,8203.0
967,鱼,鱼,Bronze,B15960,127.58766440873056,"['密', '寓', '妻', '害', '实', '宿', '怀', '寅', '谓', '头']",33.50149057693325,16115.0
968,逞,逞,Bronze,B02247,133.76020339536245,"['越', '慈', '稣', '无', '陆', '远', '参', '舞', '惧', '庆']",37.494331714643195,12591.0
969,它,它,Bronze,B18567,104.0409825422785,"['也', '回', '月', '兑', '夕', '玄', '舟', '蚊', '牙', '五']",34.852024585276695,12205.0
970,居,居,Bronze,B13191,120.849488314434,"['徒', '向', '邵', '谷', '巫', '古', '尚', '水', '征', '丹']",28.733263759109043,10005.0
971,嬴,嬴,Bronze,B16773,133.61242768524943,"['堵', '浅', '整', '荐', '嚣', '袭', '膳', '磷', '阔', '扑']",40.401431179966956,15237.0
972,品,品,Bronze,B02636,115.91298334457636,"['成', '姑', '区', '唯', '边', '共', '苟', '吕', '限', '上']",29.534298680768988,10256.0
973,固,固,Bronze,B09428,118.14519052073427,"['傧', '依', '宫', '密', '狐', '围', '录', '高', '月', '实']",40.36949956909927,14264.0
974,镐,镐,Bronze,B19243,130.04530017367284,"['饭', '铜', '请', '堵', '裕', '上', '谏', '要', '兵', '辞']",56.17716716230407,20743.0
975,辛,辛,Bronze,B20602,98.61022213740026,"['身', '引', '又', '斗', '司', '女', '屯', '免', '千', '弓']",22.07670620672288,7652.0
976,山,山,Bronze,B14264,101.76773235566893,"['止', '卅', '姓', '曰', '舟', '丘', '之', '性', '杜', '士']",21.133415468613464,7550.0
977,乘,乘,Bronze,B08549,110.92833722615046,"['蔡', '赤', '适', '柬', '杀', '唯', '奉', '走', '帝', '夸']",29.149746381031775,10466.0
978,及,及,Bronze,B04027,111.21791090684096,"['伏', '黄', '疾', '脐', '麦', '夷', '安', '适', '焦', '州']",23.263785549058575,8204.0
979,日,日,Bronze,B09952,89.3965033635882,"['旦', '口', '纪', '巳', '丙', '伯', '夕', '氏', '耳', '己']",29.256675913684887,10013.0
980,厉,厉,Bronze,B14374,122.65427753850524,"['匿', '室', '宴', '原', '硕', '宰', '尝', '段', '庙', '应']",42.847003759690104,15444.0
981,允,允,Bronze,B13469,104.18508535777104,"['引', '矣', '斗', '免', '九', '千', '元', '弓', '三', '天']",21.476503991089373,7304.0
982,历,历,Bronze,B01807,137.70254265695593,"['庙', '鹰', '冉', '雨', '应', '原', '厉', '字', '寝', '厂']",44.33219436354272,15013.0
983,作,作,Bronze,B12328,123.96837831731816,"['牧', '齿', '备', '省', '故', '播', '取', '出', '哉', '孟']",34.5670142936055,11356.0
984,厂,厂,Bronze,B14366,84.55145130036306,"['上', '口', '午', '斤', '功', '尺', '工', '纪', '壬', '三']",15.835355267785214,5558.0
985,遣,遣,Bronze,B02151,130.89395342703386,"['遗', '解', '飨', '迈', '学', '妻', '谓', '慕', '晨', '狱']",33.81019737032629,11680.0
986,军,军,Bronze,B19610,125.85523372682796,"['曼', '亿', '脐', '寓', '昱', '淑', '尺', '报', '绍', '犬']",31.828907863180447,12200.0
987,串,串,Bronze,B00680,122.4214003624078,"['费', '母', '仲', '夷', '淑', '弗', '黄', '它', '兹', '畜']",20.481035747447777,8218.0
988,恒,恒,Bronze,B18643,121.37952704686217,"['上', '卿', '一', '纪', '三', '它', '廿', '口', '以', '便']",34.787611066040625,11240.0
989,敦,敦,Bronze,B04693,133.67332346626944,"['彻', '懈', '扑', '节', '捷', '药', '辞', '焉', '整', '婚']",36.64358194191743,13078.0
990,骄,骄,Bronze,B14688,135.0200341894073,"['与', '糯', '受', '鹿', '举', '参', '稣', '仆', '农', '获']",27.077837166550054,9867.0
991,肆,肆,Bronze,B14424,121.87394741678985,"['冉', '钦', '铺', '狱', '铭', '钧', '造', '磷', '铃', '祖']",46.15750113092325,15665.0
992,慈,慈,Bronze,B15369,132.5377641497057,"['迈', '锡', '逞', '谋', '翼', '惧', '荒', '登', '荐', '举']",30.036777036476526,10195.0
993,盂,盂,Bronze,B07503,116.6050318262362,"['屈', '脐', '商', '盛', '鸟', '龙', '录', '曲', '季', '焦']",33.905706404038504,11675.0
994,曾,曾,Bronze,B00960,113.38130006946348,"['增', '旬', '畜', '匀', '留', '敌', '台', '臣', '般', '宫']",29.05744163714605,10704.0
995,无,无,Bronze,B08918,122.22449306196695,"['舞', '虽', '棘', '药', '楚', '参', '拜', '上', '辞', '谏']",40.87319121768984,16246.0
996,六,六,Bronze,B19887,94.86099392128725,"['北', '衣', '终', '午', '文', '兮', '方', '天', '斤', '今']",23.20617259240452,7888.0
997,缶,缶,Bronze,B08117,117.24459558328256,"['夹', '鸟', '去', '对', '午', '弄', '尔', '博', '戒', '功']",20.146208328047692,6879.0
998,礼,礼,Bronze,B00167,130.35560508621924,"['喜', '寿', '蒙', '鹿', '嘉', '罪', '赎', '彭', '页', '变']",21.59657498331598,8948.0
999,听,听,Bronze,B16265,120.93017065110328,"['圣', '密', '陵', '蔑', '马', '狱', '犀', '真', '监', '环']",32.94470551482465,11951.0
1000,麻,麻,Bronze,B11187,143.2397740139003,"['棘', '祠', '祭', '宋', '庙', '沈', '黍', '历', '牢', '论']",53.12615816786465,17991.0
1001,嘉,嘉,Bronze,B07317,124.85780110773676,"['寿', '变', '顶', '矛', '鹿', '睿', '始', '要', '喜', '婚']",33.716598529797054,12740.0
1002,采,采,Bronze,B08735,107.74349035713092,"['不', '孚', '牙', '午', '功', '厂', '斗', '壬', '玄', '五']",22.253004769551904,7752.0
1003,用,用,Bronze,B04910,112.22360698104744,"['雕', '丹', '凡', '竹', '井', '中', '同', '自', '门', '启']",33.15332147576513,12786.0
1004,畜,畜,Bronze,B18877,108.30098586356335,"['龙', '糸', '身', '至', '台', '鸟', '右', '季', '曾', '章']",22.374881681205952,9177.0
1005,遗,遗,Bronze,B02198,125.91747576916389,"['遣', '谓', '妻', '胃', '边', '晨', '飨', '迈', '冀', '尊']",35.77350727754096,12710.0
1006,仆,仆,Bronze,B03330,113.45065024475248,"['侧', '佩', '保', '上', '受', '疆', '强', '限', '博', '搏']",35.53453466237175,13097.0
1007,昌,昌,Bronze,B09975,111.63979546302971,"['卜', '廿', '丹', '父', '百', '以', '口', '曰', '加', '贝']",23.406711129692997,8341.0
1008,讼,讼,Bronze,B03107,123.87808185954336,"['许', '备', '赶', '谁', '路', '船', '幼', '唯', '紫', '率']",36.56030039974367,12712.0
1009,伊,伊,Bronze,B12256,125.18604181511698,"['从', '所', '北', '竹', '巫', '卜', '侯', '外', '彤', '化']",31.810279427247192,11261.0
1010,媚,媚,Bronze,B17046,133.47906909946272,"['奠', '育', '谓', '增', '受', '曾', '页', '更', '配', '卖']",32.742359004056084,12520.0
1011,筑,筑,Bronze,B08674,128.4252319501493,"['梅', '婚', '节', '整', '扑', '报', '变', '谏', '铺', '转']",32.60900420381742,12103.0
1012,去,去,Bronze,B07703,112.4277606874198,"['夸', '走', '客', '赤', '缶', '蔡', '午', '旧', '乘', '屈']",26.038478992296373,8739.0
1013,祝,祝,Bronze,B00292,128.44659722122532,"['祭', '坯', '佩', '新', '我', '唬', '亮', '刑', '犬', '料']",37.58144840557625,12500.0
1014,言,言,Bronze,B03194,126.51900147479168,"['辞', '糯', '径', '上', '三', '仆', '乙', '壬', '功', '雷']",22.346378526409126,9143.0
1015,南,南,Bronze,B09266,119.92199057425432,"['勇', '奉', '博', '雕', '甫', '桐', '井', '告', '古', '敏']",34.592820147491,13435.0
1016,颂,颂,Bronze,B13624,131.6539081810727,"['稽', '解', '扰', '忧', '为', '兴', '乐', '侧', '受', '驹']",31.296256524929017,11324.0
1017,郑,郑,Bronze,B09819,141.06625884041975,"['厚', '始', '显', '然', '嘉', '顶', '维', '焉', '懈', '兽']",38.42456357029111,14354.0
1018,否,否,Bronze,B16104,121.29802446895424,"['屈', '适', '慎', '亦', '依', '去', '走', '可', '赤', '吁']",28.982888644121335,10185.0
1019,毛,毛,Bronze,B13156,102.0695186881074,"['牛', '屯', '未', '子', '孔', '中', '性', '干', '兄', '里']",23.802566687964404,8150.0
1020,制,制,Bronze,B06367,141.2897796227636,"['整', '紫', '然', '聋', '稻', '断', '洛', '雷', '封', '戏']",40.36703873816774,16046.0
1021,爽,爽,Bronze,B04981,118.15436826961086,"['疾', '敬', '戟', '忠', '及', '敏', '卯', '夜', '戚', '黄']",32.41413537747103,11814.0
1022,浮,浮,Bronze,B15576,127.8859668419113,"['海', '顺', '湛', '营', '汪', '测', '沈', '渴', '黍', '汤']",45.6826973888473,15615.0
1023,兹,兹,Bronze,B00762,105.99813067172336,"['丝', '幻', '姑', '玄', '至', '糸', '利', '西', '幼', '台']",36.66297950092639,13328.0
1024,便,便,Bronze,B12352,110.11779895644034,"['傅', '俗', '蚊', '怀', '限', '保', '终', '视', '待', '厂']",35.33136609556139,11729.0
1025,绝,绝,Bronze,B18223,137.67111815330327,"['酌', '昱', '胃', '谓', '闻', '闲', '土', '辞', '槃', '飨']",26.578972899309555,11801.0
1026,待,待,Bronze,B02384,108.11232765600576,"['搏', '过', '休', '逆', '队', '奔', '征', '玄', '傅', '保']",31.48088244190955,10091.0
1027,胃,胃,Bronze,B06159,111.73280203947112,"['谓', '卑', '史', '割', '害', '妻', '男', '彼', '果', '虞']",26.24371120379278,9647.0
1028,牧,牧,Bronze,B04753,119.64136104638324,"['播', '作', '故', '敏', '齿', '识', '冲', '父', '欧', '环']",33.35001992685664,11205.0
1029,布,布,Bronze,B12034,113.44231581998515,"['右', '司', '丑', '角', '引', '祖', '帛', '有', '免', '匀']",26.483619210741953,8824.0
1030,难,难,Bronze,B05752,135.50817866379347,"['报', '然', '雷', '勒', '璜', '聋', '辅', '旅', '临', '备']",44.23855583694979,16435.0
1031,利,利,Bronze,B06200,109.4311328022389,"['贝', '休', '组', '兹', '姑', '幼', '匀', '淑', '丝', '紫']",34.38817896506383,11494.0
1032,船,船,Bronze,B13243,122.96314671017004,"['羽', '或', '参', '敖', '愉', '虞', '讼', '秉', '率', '队']",35.74390066283513,12498.0
1033,鹰,鹰,Bronze,B05610,122.58906971987967,"['应', '原', '陨', '怠', '硕', '宫', '录', '段', '须', '厂']",33.76761251431036,12147.0
1034,鼎,鼎,Bronze,B10706,119.73855985528124,"['死', '步', '甫', '勇', '持', '友', '引', '末', '坯', '寺']",37.48389057498535,14146.0
1035,讳,讳,Bronze,B03023,119.288309758083,"['恐', '唯', '唬', '虑', '围', '鸟', '亿', '以', '膳', '违']",35.255841457163015,12504.0
1036,璧,璧,Bronze,B00553,120.44654474952662,"['疆', '强', '围', '辟', '受', '犀', '传', '上', '纪', '以']",41.24529213603247,14404.0
1037,田,田,Bronze,B18817,97.73965088718094,"['甸', '耳', '巫', '宅', '丙', '月', '日', '夕', '伯', '中']",39.54348833608977,15112.0
1038,逸,逸,Bronze,B14751,118.80517962373796,"['飨', '钦', '素', '通', '唯', '御', '药', '留', '忽', '参']",34.36406809584747,11772.0
1039,肖,肖,Bronze,B06165,111.32757651906611,"['少', '分', '兑', '出', '市', '寺', '兮', '光', '持', '禾']",23.20018978221236,7503.0
1040,测,测,Bronze,B15578,120.58256070237908,"['侧', '料', '卿', '黍', '限', '廿', '湛', '沈', '祠', '上']",42.939280766822876,13829.0
1041,化,化,Bronze,B12536,103.13144964243467,"['北', '屯', '非', '丘', '八', '禹', '水', '休', '伐', '正']",26.97200815119279,9008.0
1042,限,限,Bronze,B19713,102.86658699740754,"['觅', '畏', '蚊', '厂', '一', '料', '旦', '陨', '纪', '视']",28.845661681196773,9987.0
1043,孙,孙,Bronze,B18189,112.67951275344296,"['丝', '唯', '蔑', '堇', '戚', '兹', '冉', '幼', '许', '至']",27.593465685522688,10576.0
1044,牢,牢,Bronze,B01160,119.5182687467837,"['寓', '宋', '卿', '上', '宇', '一', '剌', '畏', '异', '厂']",42.26747763967271,14276.0
1045,博,博,Bronze,B02908,107.69367882087587,"['敏', '传', '搏', '脐', '对', '保', '安', '疆', '强', '录']",28.7245672279708,10839.0
1046,愉,愉,Bronze,B15427,131.27949376066232,"['滕', '船', '饭', '育', '需', '虽', '厌', '听', '为', '服']",34.555515959246875,12253.0
1047,射,射,Bronze,B08157,112.35793378892365,"['加', '奴', '巾', '人', '母', '仲', '以', '博', '西', '甲']",30.398367874223403,11333.0
1048,姓,姓,Bronze,B16609,114.69686963870627,"['山', '止', '之', '葱', '卅', '休', '杜', '仔', '曰', '水']",34.982791861906506,12205.0
1049,诸,诸,Bronze,B02994,112.49127866550108,"['步', '首', '诺', '环', '寺', '持', '春', '齿', '威', '炎']",33.3671450444075,10793.0
1050,为,为,Bronze,B03667,112.87514298941016,"['马', '唯', '解', '虔', '受', '队', '奚', '彼', '觅', '期']",28.349537243904788,10034.0
1051,春,春,Bronze,B00826,124.86575137273016,"['诸', '步', '鄂', '茅', '彭', '鹿', '静', '业', '环', '息']",30.77210304381985,9948.0
1052,廿,廿,Bronze,B02914,85.34037382857491,"['口', '上', '功', '尺', '卅', '卜', '入', '以', '厂', '工']",21.087263460291993,7152.0
1053,楚,楚,Bronze,B08953,119.72709488308904,"['拜', '樊', '散', '野', '柳', '棘', '无', '林', '黍', '松']",33.00150931647186,11226.0
1054,叔,叔,Bronze,B04060,115.26406061548548,"['扶', '奴', '相', '加', '卜', '仕', '鸟', '丹', '死', '林']",29.909767635793653,9457.0
1055,土,土,Bronze,B18654,92.7760795005871,"['入', '功', '工', '壬', '士', '廿', '上', '八', '甲', '性']",15.873693711414509,5520.0
1056,齿,齿,Bronze,B02614,114.60986280133145,"['环', '时', '志', '备', '哉', '省', '颐', '诸', '作', '播']",30.657090979918095,10905.0
1057,持,持,Bronze,B16372,111.6164281942708,"['寺', '奉', '吴', '肖', '萃', '市', '出', '葬', '禾', '和']",23.045463057324838,7567.0
