,rendered_character,simplified_character,period,image_id,dataset,distinctiveness,nearest neighbours,period_stream
394,仆,仆,Bronze,B03330,hzy,116.64482531287516,"['保', '上', '受', '疆', '强', '视', '辟', '口', '廿', '鸣']",Oracle
395,尸,尸,Bronze,B13183,hzy,92.74123970564918,"['乃', '人', '终', '千', '乙', '斗', '己', '又', '角', '才']",Oracle
396,明,明,Bronze,B10500,hzy,129.0421736934945,"['卿', '上', '三', '征', '口', '己', '一', '申', '厂', '壬']",Oracle
397,束,束,Bronze,B09352,hzy,117.17018267643336,"['州', '至', '葬', '敏', '伐', '何', '水', '休', '次', '队']",Oracle
398,年,年,Bronze,B11037,hzy,108.48274365411756,"['客', '文', '卒', '午', '天', '羞', '衣', '央', '何', '虎']",Oracle
399,易,易,Bronze,B14514,hzy,115.61021780943278,"['卯', '巳', '州', '正', '次', '反', '至', '父', '口', '水']",Oracle
400,员,员,Bronze,B09436,hzy,129.23582644183483,"['得', '良', '祖', '页', '买', '蔑', '克', '毕', '喜', '高']",Oracle
401,央,央,Bronze,B08291,hzy,106.11565813908244,"['吴', '夭', '夫', '朱', '禾', '兄', '羊', '牛', '分', '木']",Oracle
402,七,七,Bronze,B19914,hzy,89.39610173459789,"['甲', '士', '才', '入', '巾', '矢', '人', '朱', '上', '午']",Oracle
403,竞,竞,Bronze,B03182,hzy,118.65346189268963,"['帝', '上', '新', '厂', '人', '考', '马', '斗', '辛', '兵']",Oracle
404,丑,丑,Bronze,B21028,hzy,97.54325044979092,"['又', '斗', '人', '尹', '尸', '九', '千', '屯', '兄', '至']",Oracle
405,水,水,Bronze,B15482,hzy,103.65787900168212,"['止', '正', '屯', '征', '州', '行', '少', '衣', '化', '又']",Oracle
406,自,自,Bronze,B05230,hzy,109.26975627832708,"['同', '贝', '曰', '首', '目', '君', '步', '合', '出', '百']",Oracle
407,上,上,Bronze,B00109,hzy,78.44546136829776,"['二', '三', '壬', '口', '工', '厂', '下', '午', '乙', '廿']",Oracle
408,人,人,Bronze,B12137,hzy,87.67340640755666,"['尸', '终', '千', '乙', '上', '乃', '甲', '斗', '于', '午']",Oracle
409,入,入,Bronze,B08066,hzy,93.07038298902276,"['土', '八', '廿', '甲', '七', '矢', '上', '士', '工', '乙']",Oracle
410,折,折,Bronze,B00801,hzy,123.76293120962036,"['枚', '此', '析', '朱', '旗', '林', '兵', '何', '氏', '鸟']",Oracle
411,利,利,Bronze,B06200,hzy,111.46160787291902,"['贝', '休', '兹', '幼', '丝', '林', '羊', '前', '初', '至']",Oracle
412,曲,曲,Bronze,B18030,hzy,113.3767157356626,"['承', '州', '臣', '足', '句', '妾', '父', '名', '成', '丑']",Oracle
413,蜀,蜀,Bronze,B18534,hzy,120.27356329009096,"['幼', '马', '见', '虎', '涉', '受', '上', '客', '爰', '何']",Oracle
414,宰,宰,Bronze,B11648,hzy,126.17501044261192,"['室', '宁', '家', '傧', '旦', '冬', '宋', '乙', '唯', '客']",Oracle
415,兹,兹,Bronze,B00762,hzy,110.1539410006196,"['丝', '至', '糸', '利', '西', '幼', '畜', '孙', '前', '唯']",Oracle
416,豆,豆,Bronze,B07341,hzy,113.3773691267648,"['辛', '至', '父', '邑', '巳', '弓', '旨', '糸', '足', '旦']",Oracle
417,画,画,Bronze,B04398,hzy,133.237984623917,"['责', '旅', '尽', '虞', '河', '秉', '缶', '商', '聋', '廿']",Oracle
418,豚,豚,Bronze,B14500,hzy,127.68551343212894,"['鬼', '有', '秦', '犬', '亟', '可', '唯', '犹', '人', '丑']",Oracle
419,农,农,Bronze,B03514,hzy,138.2137148715055,"['楚', '鹿', '曹', '虞', '旧', '上', '廿', '陵', '保', '春']",Oracle
420,礼,礼,Bronze,B00167,hzy,136.39825963571505,"['喜', '蒙', '鹿', '彭', '页', '解', '惠', '事', '时', '春']",Oracle
421,献,献,Bronze,B14787,hzy,137.03546529383257,"['降', '监', '犹', '鼓', '始', '页', '蔑', '买', '厚', '牡']",Oracle
422,老,老,Bronze,B12817,hzy,116.98862295687483,"['先', '告', '何', '庚', '省', '季', '夷', '商', '王', '鸟']",Oracle
423,及,及,Bronze,B04027,hzy,114.16792129238902,"['黄', '疾', '麦', '夷', '安', '州', '唐', '次', '帝', '何']",Oracle
424,眉,眉,Bronze,B05118,hzy,135.99780504145227,"['登', '陆', '解', '蒙', '学', '买', '昱', '卫', '蔑', '退']",Oracle
425,至,至,Bronze,B16129,hzy,99.48896597240017,"['糸', '干', '子', '父', '丑', '千', '五', '不', '季', '丘']",Oracle
426,退,退,Bronze,B02386,hzy,127.47106438923834,"['复', '进', '使', '陆', '受', '仆', '迟', '会', '逆', '蔑']",Oracle
427,鄙,鄙,Bronze,B09816,hzy,147.78173012858488,"['兽', '洛', '好', '徐', '幽', '言', '稻', '须', '春', '教']",Oracle
428,孙,孙,Bronze,B18189,hzy,114.40348935689616,"['丝', '唯', '蔑', '戚', '兹', '幼', '至', '承', '利', '象']",Oracle
429,口,口,Bronze,B01193,hzy,82.645612124931,"['廿', '上', '厂', '日', '壬', '工', '二', '己', '午', '三']",Oracle
430,盟,盟,Bronze,B10503,hzy,125.36595905269536,"['步', '贝', '毕', '足', '目', '若', '得', '飨', '乐', '幽']",Oracle
431,刚,刚,Bronze,B06352,hzy,128.25035719026835,"['逆', '吴', '如', '曰', '卜', '亚', '少', '巳', '贝', '传']",Oracle
432,裘,裘,Bronze,B12805,hzy,104.8414482135477,"['初', '衣', '合', '依', '白', '伯', '寝', '秦', '命', '征']",Oracle
433,向,向,Bronze,B11289,hzy,104.06812058026703,"['宋', '安', '宾', '句', '宅', '官', '司', '石', '内', '宕']",Oracle
434,友,友,Bronze,B04103,hzy,109.9553292747519,"['休', '奴', '又', '葬', '人', '牛', '干', '尸', '丑', '伐']",Oracle
435,逆,逆,Bronze,B02108,hzy,118.7524621663036,"['征', '刚', '休', '羞', '巳', '保', '廿', '卜', '谷', '队']",Oracle
436,登,登,Bronze,B01842,hzy,141.66619220603084,"['眉', '蒙', '陆', '鹿', '解', '春', '礼', '学', '旧', '使']",Oracle
437,步,步,Bronze,B01849,hzy,111.3468287199219,"['首', '同', '自', '光', '贝', '成', '旨', '队', '克', '卜']",Oracle
438,卒,卒,Bronze,B12790,hzy,102.63144198189158,"['文', '衣', '余', '午', '征', '客', '分', '合', '年', '少']",Oracle
439,承,承,Bronze,B16380,hzy,112.61347893865936,"['曲', '唯', '州', '吹', '鸟', '斗', '父', '晨', '卜', '成']",Oracle
440,再,再,Bronze,B05812,hzy,123.93645021984604,"['丹', '只', '百', '前', '旬', '鸟', '官', '客', '角', '家']",Oracle
441,一,一,Bronze,B00015,hzy,103.145180491368,"['下', '上', '二', '口', '己', '厂', '氏', '三', '乃', '人']",Oracle
442,长,长,Bronze,B14413,hzy,116.61437799550156,"['次', '尹', '丑', '于', '弗', '虎', '名', '又', '王', '玉']",Oracle
443,酒,酒,Bronze,B21333,hzy,128.40565261361994,"['旨', '鸟', '名', '辛', '步', '古', '多', '可', '王', '乎']",Oracle
444,客,客,Bronze,B11720,hzy,107.54142605881842,"['年', '司', '文', '卒', '斗', '羞', '龙', '角', '虎', '去']",Oracle
445,余,余,Bronze,B01085,hzy,104.2282607913938,"['合', '兮', '衣', '卒', '伯', '文', '令', '分', '羊', '少']",Oracle
446,牡,牡,Bronze,B01153,hzy,125.2924962561682,"['一', '上', '三', '队', '乙', '卿', '监', '蜀', '犬', '蔑']",Oracle
447,千,千,Bronze,B02905,hzy,90.25483134247898,"['斗', '人', '又', '尸', '乃', '于', '己', '干', '玉', '乙']",Oracle
448,天,天,Bronze,B00102,hzy,96.98696422995714,"['夫', '于', '午', '方', '大', '六', '元', '矢', '衣', '王']",Oracle
449,晨,晨,Bronze,B03498,hzy,119.12543212696842,"['君', '承', '曲', '旁', '得', '句', '同', '保', '闻', '成']",Oracle
450,化,化,Bronze,B12536,hzy,104.78296104098396,"['北', '屯', '丘', '八', '水', '休', '伐', '正', '公', '士']",Oracle
451,保,保,Bronze,B12224,hzy,110.70580735055134,"['廿', '仆', '受', '疆', '强', '卜', '上', '敏', '口', '队']",Oracle
452,即,即,Bronze,B07807,hzy,115.9690521564654,"['既', '命', '令', '臣', '兹', '司', '帛', '裘', '畜', '辛']",Oracle
453,君,君,Bronze,B01255,hzy,106.48837917210362,"['句', '同', '邑', '旦', '贝', '得', '自', '子', '晨', '司']",Oracle
454,祝,祝,Bronze,B00292,hzy,132.76422282425685,"['祭', '新', '我', '犬', '上', '渔', '祠', '口', '辟', '三']",Oracle
455,告,告,Bronze,B01181,hzy,111.85092127161548,"['吉', '省', '先', '旨', '老', '未', '史', '古', '季', '何']",Oracle
456,廿,廿,Bronze,B02914,hzy,87.23054027694879,"['口', '上', '卅', '卜', '入', '厂', '工', '土', '八', '乙']",Oracle
457,亦,亦,Bronze,B15010,hzy,111.3107425219763,"['赤', '夫', '来', '天', '大', '立', '黄', '夷', '乎', '矢']",Oracle
458,有,有,Bronze,B10472,hzy,118.35389848393577,"['丑', '司', '又', '千', '斗', '人', '客', '角', '辛', '多']",Oracle
459,三,三,Bronze,B00359,hzy,84.60521018992662,"['上', '四', '二', '壬', '玉', '己', '工', '王', '口', '厂']",Oracle
460,谷,谷,Bronze,B15853,hzy,110.44402050831556,"['公', '征', '初', '少', '合', '角', '卒', '昔', '小', '裘']",Oracle
461,畜,畜,Bronze,B18877,hzy,111.07388785504956,"['龙', '糸', '至', '鸟', '季', '曾', '兹', '丝', '唯', '帝']",Oracle
462,河,河,Bronze,B15487,hzy,130.50267352846217,"['虞', '逐', '责', '族', '缶', '去', '鸟', '犀', '画', '吹']",Oracle
463,先,先,Bronze,B13514,hzy,106.1181856929704,"['朱', '未', '王', '干', '士', '告', '父', '老', '兄', '于']",Oracle
464,室,室,Bronze,B11264,hzy,119.59605501567538,"['宰', '宁', '家', '傧', '官', '宋', '冬', '马', '安', '厂']",Oracle
465,获,获,Bronze,B14757,hzy,125.03411498971862,"['受', '羽', '季', '蔑', '队', '或', '美', '祥', '保', '羞']",Oracle
466,姜,姜,Bronze,B16623,hzy,122.96976564186828,"['羞', '祥', '教', '美', '伐', '义', '问', '季', '旧', '队']",Oracle
467,服,服,Bronze,B13410,hzy,126.35336201158223,"['男', '卿', '上', '廿', '人', '奴', '一', '犬', '蔑', '乙']",Oracle
468,断,断,Bronze,B19484,hzy,132.19969549570237,"['聋', '兹', '枚', '丝', '至', '镬', '相', '畜', '游', '旗']",Oracle
469,商,商,Bronze,B09628,hzy,120.81393085745076,"['责', '唐', '盂', '季', '麦', '老', '惠', '鸟', '事', '吉']",Oracle
470,糸,糸,Bronze,B18212,hzy,106.44084846164884,"['至', '邑', '韦', '畜', '季', '兹', '名', '丝', '辛', '巳']",Oracle
471,归,归,Bronze,B01810,hzy,135.38535480640112,"['祖', '辟', '师', '蔑', '即', '晨', '门', '服', '曾', '既']",Oracle
472,厚,厚,Bronze,B08442,hzy,138.28213076216662,"['步', '页', '昱', '郑', '鼓', '听', '解', '献', '得', '蔑']",Oracle
473,次,次,Bronze,B13592,hzy,111.39747073141992,"['长', '又', '名', '尹', '丑', '弗', '女', '斗', '多', '每']",Oracle
474,亡,亡,Bronze,B17698,hzy,97.31044328389972,"['白', '伯', '今', '舟', '廿', '士', '征', '卜', '入', '从']",Oracle
475,武,武,Bronze,B17539,hzy,116.2984581809228,"['鸟', '鬼', '王', '敏', '唯', '出', '辰', '五', '工', '戚']",Oracle
476,羽,羽,Bronze,B05445,hzy,122.66148765944628,"['问', '虞', '受', '获', '十', '史', '奠', '壬', '事', '乙']",Oracle
477,爵,爵,Bronze,B07892,hzy,123.1353598174197,"['至', '禾', '虎', '马', '休', '朱', '北', '不', '文', '父']",Oracle
478,立,立,Bronze,B15283,hzy,96.45200374279312,"['位', '大', '矢', '士', '方', '赤', '朱', '六', '公', '文']",Oracle
479,果,果,Bronze,B08652,hzy,126.24039757695316,"['毕', '得', '单', '牢', '男', '蔑', '星', '子', '象', '乐']",Oracle
480,公,公,Bronze,B01058,hzy,100.16333374051985,"['兮', '分', '今', '方', '八', '少', '朱', '丹', '立', '白']",Oracle
481,卯,卯,Bronze,B21103,hzy,114.7985017916222,"['易', '尹', '弗', '州', '葬', '九', '外', '丑', '化', '疾']",Oracle
482,祠,祠,Bronze,B00285,hzy,125.6957020042102,"['黍', '宋', '上', '宗', '祭', '犬', '宕', '口', '三', '兵']",Oracle
483,庚,庚,Bronze,B20487,hzy,124.21867649704556,"['唐', '老', '妾', '何', '秉', '南', '东', '鸟', '甫', '伐']",Oracle
484,南,南,Bronze,B09266,hzy,124.18717601478347,"['甫', '井', '告', '古', '敏', '旋', '对', '省', '庚', '葬']",Oracle
485,王,王,Bronze,B00412,hzy,84.50332946349616,"['玉', '于', '工', '壬', '士', '正', '三', '上', '矢', '屯']",Oracle
486,每,每,Bronze,B00728,hzy,117.6077285726739,"['母', '见', '女', '次', '辛', '又', '友', '旦', '终', '水']",Oracle
487,召,召,Bronze,B01323,hzy,155.29180611464588,"['礼', '眉', '绝', '遣', '登', '昱', '使', '蒙', '学', '陵']",Oracle
488,贝,贝,Bronze,B09462,hzy,104.9207995196216,"['伯', '曰', '自', '羊', '利', '白', '合', '君', '臣', '旦']",Oracle
489,宗,宗,Bronze,B11807,hzy,122.17140733229463,"['宾', '宕', '家', '裘', '向', '寇', '祠', '寝', '官', '安']",Oracle
490,小,小,Bronze,B00911,hzy,115.90176315700332,"['目', '首', '谷', '同', '仓', '父', '曾', '贝', '合', '羞']",Oracle
491,亦,亦,Oracle,J23600,hzy,113.91543973300377,"['夷', '夫', '获', '年', '百', '旅', '天', '乘', '黄', '疾']",Oracle
492,寅,寅,Oracle,J30885,hzy,97.41672128189826,"['乙', '戈', '乃', '有', '厂', '外', '丁', '它', '三', '又']",Oracle
493,亟,亟,Oracle,J28200,hzy,99.83281222757304,"['乃', '壬', '立', '戈', '尸', '己', '丁', '气', '乙', '寅']",Oracle
494,月,月,Oracle,J16421,hzy,103.49033502839836,"['日', '后', '丁', '向', '牡', '工', '宣', '公', '司', '曰']",Oracle
495,它,它,Oracle,J28067,hzy,97.20087681570304,"['逐', '厂', '戈', '午', '乃', '己', '元', '豚', '寅', '糸']",Oracle
496,或,或,Oracle,J26806,hzy,103.4253158005026,"['国', '可', '后', '戈', '工', '司', '于', '壬', '古', '乙']",Oracle
497,盂,盂,Oracle,J12268,hzy,104.75377960665269,"['工', '言', '龙', '每', '干', '追', '五', '戈', '己', '采']",Oracle
498,涉,涉,Oracle,J24617,hzy,113.61281467348314,"['步', '林', '光', '告', '出', '典', '沈', '西', '乍', '异']",Oracle
499,丹,丹,Oracle,J12549,hzy,102.86071730466988,"['亡', '口', '祖', '曰', '石', '反', '日', '白', '尹', '且']",Oracle
500,羽,羽,Oracle,J08397,hzy,119.68077821844676,"['问', '旁', '兄', '兽', '咸', '福', '退', '唐', '事', '禾']",Oracle
501,对,对,Oracle,J04998,hzy,109.8026066935894,"['午', '糸', '寅', '旨', '牧', '武', '乙', '五', '戈', '食']",Oracle
502,陵,陵,Oracle,J29475,hzy,113.54530080599376,"['氏', '夷', '尸', '它', '宰', '折', '文', '乃', '古', '学']",Oracle
503,买,买,Oracle,J15760,hzy,131.28846488578694,"['食', '角', '载', '壶', '初', '令', '会', '鄙', '客', '彻']",Oracle
504,北,北,Oracle,J19544,hzy,101.7950337780861,"['逢', '六', '终', '冬', '行', '羊', '小', '丘', '伯', '位']",Oracle
505,旧,旧,Oracle,J08951,hzy,107.33583137389334,"['合', '系', '兹', '它', '午', '盂', '犬', '祭', '歌', '麦']",Oracle
506,家,家,Oracle,J17448,hzy,111.959266135202,"['宣', '寝', '室', '丁', '向', '宾', '客', '网', '安', '伯']",Oracle
507,须,须,Oracle,J21015,hzy,99.43890050640576,"['兄', '厂', '朱', '申', '央', '扬', '寅', '辛', '保', '巳']",Oracle
508,鹿,鹿,Oracle,J22324,hzy,132.27553208845617,"['牧', '歌', '祭', '蔑', '毕', '午', '观', '对', '竞', '比']",Oracle
509,鄙,鄙,Oracle,J15837,hzy,108.51168163208258,"['帛', '妾', '食', '马', '唯', '只', '淮', '五', '育', '追']",Oracle
510,祭,祭,Oracle,J00365,hzy,110.9593540785504,"['它', '厂', '旧', '逐', '黄', '小', '午', '系', '东', '既']",Oracle
511,袭,袭,Oracle,J19864,hzy,122.53491717678632,"['竞', '邑', '秦', '午', '监', '毕', '牢', '既', '羞', '马']",Oracle
512,命,命,Oracle,J02125,hzy,107.449150418897,"['令', '吉', '宜', '食', '帛', '旨', '百', '会', '合', '游']",Oracle
513,乃,乃,Oracle,J11478,hzy,87.33316666615606,"['尸', '己', '乙', '戈', '在', '厂', '亟', '壬', '于', '丁']",Oracle
514,下,下,Oracle,J00148,hzy,101.58838931659068,"['二', '丁', '上', '气', '乃', '厂', '入', '壬', '衣', '伯']",Oracle
515,率,率,Oracle,J28003,hzy,113.27902136894488,"['淮', '洛', '州', '羞', '系', '彭', '合', '旧', '它', '牧']",Oracle
516,媚,媚,Oracle,J26179,hzy,121.24087434601584,"['绥', '见', '儿', '页', '单', '光', '歌', '诺', '服', '奚']",Oracle
517,合,合,Oracle,J12835,hzy,99.19599339131764,"['宜', '兹', '赤', '立', '旧', '司', '缶', '王', '旨', '工']",Oracle
518,百,百,Oracle,J08265,hzy,111.84849739477592,"['食', '乘', '命', '缶', '合', '亦', '旨', '牡', '族', '令']",Oracle
519,儿,儿,Oracle,J20499,hzy,115.93319055185805,"['光', '媚', '服', '绥', '单', '见', '若', '妃', '既', '次']",Oracle
520,炎,炎,Oracle,J23129,hzy,124.28986214161895,"['美', '谷', '义', '来', '亦', '年', '未', '裘', '牡', '夫']",Oracle
521,四,四,Oracle,J29621,hzy,108.66651740101577,"['三', '气', '戈', '寅', '于', '它', '元', '尸', '二', '乃']",Oracle
522,母,母,Oracle,J26046,hzy,110.16590922176128,"['它', '天', '卒', '牧', '黄', '戎', '又', '午', '先', '祈']",Oracle
523,异,异,Oracle,J05239,hzy,122.60816222436404,"['服', '涉', '页', '如', '若', '礼', '丰', '绥', '光', '莫']",Oracle
524,进,进,Oracle,J03464,hzy,115.30137507585134,"['祠', '游', '旁', '听', '或', '眉', '后', '元', '司', '州']",Oracle
525,侵,侵,Oracle,J19035,hzy,113.25932605682674,"['秉', '归', '旦', '师', '贝', '队', '祠', '鸟', '利', '冬']",Oracle
526,门,门,Oracle,J25851,hzy,120.4731650889402,"['石', '月', '丹', '内', '后', '即', '御', '亡', '老', '宣']",Oracle
527,员,员,Oracle,J15462,hzy,121.0886753754507,"['龟', '队', '征', '降', '典', '载', '爵', '辟', '兽', '良']",Oracle
528,徐,徐,Oracle,J03740,hzy,109.18161488215787,"['余', '牡', '羊', '宋', '旁', '宾', '行', '衣', '牛', '依']",Oracle
529,族,族,Oracle,J16355,hzy,116.42192751073011,"['谷', '牡', '百', '牧', '乘', '对', '年', '宾', '午', '寅']",Oracle
530,氏,氏,Oracle,J26671,hzy,102.46388704186889,"['古', '申', '冬', '直', '承', '丘', '外', '旨', '人', '陵']",Oracle
531,辰,辰,Oracle,J30959,hzy,107.97884388771163,"['东', '允', '游', '承', '祠', '唯', '合', '月', '逐', '司']",Oracle
532,败,败,Oracle,J07023,hzy,141.10636106082922,"['寇', '鸣', '镬', '卢', '袭', '毕', '秦', '登', '员', '典']",Oracle
533,品,品,Oracle,J04511,hzy,124.3698902350718,"['步', '祈', '既', '莫', '先', '方', '昱', '光', '成', '异']",Oracle
534,每,每,Oracle,J01003,hzy,112.29065073491422,"['盂', '邑', '马', '追', '鼓', '游', '糸', '多', '宿', '龙']",Oracle
535,渔,渔,Oracle,J25177,hzy,131.4945073809899,"['洛', '安', '卿', '前', '攻', '镬', '彭', '老', '牧', '率']",Oracle
536,卜,卜,Oracle,J07193,hzy,93.02839361464672,"['外', '小', '在', '乃', '乙', '木', '戈', '廿', '二', '于']",Oracle
537,乙,乙,Oracle,J29991,hzy,91.39393402141545,"['乃', '戈', '外', '寅', '巳', '于', '己', '申', '气', '卜']",Oracle
538,郑,郑,Oracle,J15839,hzy,112.08941506445304,"['奠', '五', '祖', '臣', '眉', '辛', '师', '旦', '申', '巳']",Oracle
539,舞,舞,Oracle,J14054,hzy,120.55952033035666,"['牧', '它', '竞', '卒', '赤', '亦', '天', '义', '母', '戈']",Oracle
540,曰,曰,Oracle,J11254,hzy,90.39234976844776,"['口', '工', '三', '白', '日', '旬', '廿', '伯', '王', '今']",Oracle
541,沈,沈,Oracle,J24427,hzy,129.1486661990453,"['涉', '牢', '冲', '辟', '析', '攻', '异', '利', '龟', '步']",Oracle
542,立,立,Oracle,J23989,hzy,97.87270437169924,"['王', '大', '士', '亟', '戈', '位', '合', '尸', '土', '赤']",Oracle
543,逢,逢,Oracle,J03529,hzy,99.40172024526537,"['北', '六', '逆', '休', '行', '牧', '衍', '寅', '冬', '千']",Oracle
544,父,父,Oracle,J05747,hzy,94.939380435956,"['牛', '方', '又', '千', '羊', '尸', '乃', '伯', '在', '后']",Oracle
545,彻,彻,Oracle,J06922,hzy,121.66188332359404,"['退', '承', '同', '高', '网', '石', '寝', '向', '公', '牢']",Oracle
546,祝,祝,Oracle,J00488,hzy,119.41283005478924,"['此', '兽', '服', '光', '吹', '折', '比', '牧', '牡', '既']",Oracle
547,季,季,Oracle,J30773,hzy,118.81453799970492,"['卒', '马', '旧', '历', '系', '既', '责', '盂', '麦', '鄙']",Oracle
548,听,听,Oracle,J25878,hzy,107.28265187737308,"['后', '丘', '丁', '己', '日', '冬', '眉', '廿', '乃', '工']",Oracle
549,七,七,Oracle,J29816,hzy,84.94411290582255,"['甲', '才', '士', '入', '戈', '于', '在', '兮', '外', '壬']",Oracle
550,师,师,Oracle,J15012,hzy,100.078694998817,"['巳', '五', '奠', '乙', '臣', '旦', '白', '豆', '征', '舟']",Oracle
551,余,余,Oracle,J01516,hzy,103.5970812767016,"['徐', '衣', '羊', '伯', '宾', '牡', '依', '千', '北', '宗']",Oracle
552,于,于,Oracle,J11815,hzy,89.92052565457128,"['戈', '甲', '七', '在', '才', '厂', '乃', '壬', '乙', '气']",Oracle
553,夕,夕,Oracle,J16660,hzy,109.013076177315,"['工', '白', '后', '国', '口', '缶', '乃', '或', '赤', '旨']",Oracle
554,齐,齐,Oracle,J16892,hzy,118.4480625949628,"['果', '保', '祈', '孙', '妃', '御', '利', '厂', '祥', '飨']",Oracle
555,内,内,Oracle,J13136,hzy,105.01265992318642,"['丙', '宅', '老', '石', '日', '冬', '斤', '后', '尹', '亡']",Oracle
556,卫,卫,Oracle,J04393,hzy,120.99781653305529,"['前', '马', '既', '迟', '柳', '牧', '义', '先', '竞', '祈']",Oracle
557,因,因,Oracle,J15435,hzy,113.63873073170616,"['死', '日', '丁', '山', '曰', '自', '月', '再', '工', '口']",Oracle
558,酌,酌,Oracle,J31309,hzy,112.29360863481898,"['龙', '牧', '午', '绍', '冬', '卯', '工', '戈', '新', '丁']",Oracle
559,休,休,Oracle,J14221,hzy,100.50778424075514,"['逢', '六', '冬', '牧', '又', '井', '终', '逆', '比', '戎']",Oracle
560,且,且,Oracle,J29058,hzy,101.5485370638114,"['祖', '奠', '河', '宣', '臣', '宾', '伯', '日', '旦', '巳']",Oracle
561,御,御,Oracle,J03898,hzy,107.07862011881936,"['即', '奴', '卯', '又', '后', '朕', '队', '休', '既', '丘']",Oracle
562,眉,眉,Oracle,J07965,hzy,101.9976127069042,"['祠', '己', '止', '五', '旦', '工', '多', '正', '兹', '巳']",Oracle
563,新,新,Oracle,J29230,hzy,113.70537043185789,"['保', '卯', '辛', '内', '酌', '爵', '老', '听', '犀', '鸟']",Oracle
564,朕,朕,Oracle,J20034,hzy,110.65411047283628,"['奴', '牧', '御', '侄', '羞', '利', '绥', '它', '承', '虞']",Oracle
565,矢,矢,Oracle,J13179,hzy,116.15971868915184,"['邑', '帛', '豆', '绝', '追', '寅', '奚', '乙', '午', '奠']",Oracle
566,蜀,蜀,Oracle,J28012,hzy,115.9081071086992,"['旦', '见', '足', '宜', '斤', '出', '巳', '多', '折', '宁']",Oracle
567,光,光,Oracle,J23059,hzy,112.04202061695278,"['服', '既', '儿', '涉', '绥', '步', '先', '页', '若', '足']",Oracle
568,格,格,Oracle,J14168,hzy,107.50424428629094,"['古', '合', '自', '西', '贝', '曰', '牡', '正', '步', '山']",Oracle
569,鲁,鲁,Oracle,J08239,hzy,120.556115702428,"['遣', '绥', '傧', '盟', '壶', '明', '格', '合', '朕', '区']",Oracle
570,蔑,蔑,Oracle,J08966,hzy,116.08789675749776,"['淮', '保', '敏', '旧', '服', '晨', '须', '允', '竞', '观']",Oracle
571,承,承,Oracle,J25923,hzy,104.07652211787952,"['反', '子', '爵', '氏', '宾', '网', '古', '同', '司', '祠']",Oracle
572,向,向,Oracle,J17512,hzy,105.7986638059657,"['宣', '官', '月', '句', '公', '后', '宾', '冬', '反', '承']",Oracle
573,惠,惠,Oracle,J10296,hzy,117.77682751042808,"['春', '封', '尽', '果', '昔', '牧', '传', '羞', '步', '祈']",Oracle
574,冲,冲,Oracle,J24259,hzy,136.7815717834883,"['牢', '沈', '兴', '攻', '盟', '卢', '儿', '犹', '镬', '遣']",Oracle
575,宿,宿,Oracle,J17587,hzy,116.00026092743244,"['时', '壬', '每', '戈', '乃', '乙', '廿', '上', '二', '责']",Oracle
576,自,自,Oracle,J08184,hzy,110.75325099410529,"['州', '格', '折', '牧', '山', '曰', '公', '旨', '白', '作']",Oracle
577,疑,疑,Oracle,J19262,hzy,115.87221808244244,"['淮', '马', '唯', '获', '天', '及', '夫', '鄙', '晨', '黄']",Oracle
578,星,星,Oracle,J16407,hzy,117.81326031897213,"['又', '干', '水', '戈', '赤', '成', '它', '多', '牡', '国']",Oracle
579,秦,秦,Oracle,J17241,hzy,138.8271967546744,"['袭', '兴', '黍', '鸣', '奚', '马', '仓', '寇', '二', '败']",Oracle
580,出,出,Oracle,J15120,hzy,107.0514220071106,"['告', '足', '斤', '步', '止', '乍', '作', '曰', '工', '涉']",Oracle
581,岁,岁,Oracle,J03128,hzy,118.67367136088822,"['戚', '咸', '绍', '祭', '既', '奠', '祖', '亡', '丹', '中']",Oracle
582,庚,庚,Oracle,J30465,hzy,116.61725652686906,"['用', '承', '淮', '君', '老', '子', '学', '束', '枚', '朱']",Oracle
583,至,至,Oracle,J25720,hzy,115.36372371822225,"['侯', '采', '辛', '糸', '追', '豆', '止', '朱', '九', '它']",Oracle
584,教,教,Oracle,J07092,hzy,126.79261599726524,"['绍', '执', '游', '虞', '令', '系', '鄙', '耳', '竞', '侄']",Oracle
585,队,队,Oracle,J29500,hzy,105.42319438787187,"['福', '祠', '丁', '又', '廿', '淮', '后', '口', '申', '止']",Oracle
586,禾,禾,Oracle,J17054,hzy,103.501298627467,"['又', '戈', '糸', '寅', '束', '牡', '先', '亡', '朱', '父']",Oracle
587,石,石,Oracle,J21453,hzy,103.33617934625138,"['丙', '日', '丹', '内', '目', '丁', '反', '牡', '氏', '亡']",Oracle
588,在,在,Oracle,J28396,hzy,90.28272832374128,"['兮', '乃', '尸', '七', '甲', '于', '卜', '士', '戈', '外']",Oracle
589,舟,舟,Oracle,J19957,hzy,106.95891821413962,"['白', '伯', '曰', '师', '今', '巳', '受', '旨', '古', '工']",Oracle
590,南,南,Oracle,J15270,hzy,118.9434509512665,"['传', '及', '爰', '典', '牧', '队', '武', '枚', '陆', '惠']",Oracle
591,我,我,Oracle,J27231,hzy,120.58271841503952,"['眉', '友', '多', '又', '成', '保', '卒', '老', '旬', '新']",Oracle
592,卅,卅,Oracle,J04869,hzy,111.0110432173856,"['廿', '口', '八', '小', '工', '丘', '土', '后', '冬', '旬']",Oracle
