,rendered_character,simplified_character,period,image_id,dataset,distinctiveness,nearest neighbours,period_stream
195,戈,戈,Bronze,B17389,hzy,113.63557616548869,"['至', '又', '辛', '子', '五', '前', '先', '斗', '文', '兄']",Oracle
196,扬,扬,Bronze,B16494,hzy,130.0535932069421,"['厂', '视', '蔑', '上', '卿', '仆', '廿', '晨', '巳', '口']",Oracle
197,惠,惠,Bronze,B05920,hzy,125.46754823589754,"['页', '喜', '商', '季', '敏', '旬', '东', '事', '曾', '去']",Oracle
198,命,命,Bronze,B01266,hzy,119.83786446960993,"['裘', '即', '令', '臣', '合', '去', '依', '官', '畜', '初']",Oracle
199,舟,舟,Bronze,B13225,hzy,94.98870502596468,"['正', '止', '士', '丘', '卅', '亡', '王', '廿', '伯', '口']",Oracle
200,曹,曹,Bronze,B07000,hzy,145.9429039703792,"['农', '鹿', '镬', '执', '车', '诺', '喜', '惠', '聋', '妹']",Oracle
201,迟,迟,Bronze,B02177,hzy,124.47195316343368,"['会', '乙', '征', '上', '厂', '保', '仆', '逆', '疆', '强']",Oracle
202,工,工,Bronze,B06859,hzy,78.92887313142103,"['壬', '玉', '午', '上', '王', '矢', '士', '土', '口', '三']",Oracle
203,壬,壬,Bronze,B20751,hzy,79.99592399919068,"['工', '玉', '上', '王', '三', '午', '口', '土', '乙', '二']",Oracle
204,昔,昔,Bronze,B09983,hzy,122.04656662659136,"['卒', '谷', '少', '合', '初', '衣', '小', '分', '白', '裘']",Oracle
205,妹,妹,Bronze,B16975,hzy,125.83433885908389,"['格', '柳', '史', '楚', '葬', '相', '上', '卜', '车', '廿']",Oracle
206,宣,宣,Bronze,B11282,hzy,121.28448225792197,"['官', '卫', '家', '宜', '安', '傧', '裘', '尊', '室', '向']",Oracle
207,京,京,Bronze,B08322,hzy,124.50823075512854,"['何', '死', '鼎', '如', '鸟', '天', '夕', '六', '丹', '水']",Oracle
208,析,析,Bronze,B08739,hzy,129.6779947864187,"['折', '上', '楚', '枚', '兵', '柳', '三', '壬', '祠', '玉']",Oracle
209,亟,亟,Bronze,B18634,hzy,121.60820019561596,"['上', '壬', '王', '工', '午', '鬼', '三', '玉', '于', '唐']",Oracle
210,生,生,Bronze,B09311,hzy,98.94498513074863,"['木', '朱', '止', '干', '士', '出', '在', '牛', '夭', '五']",Oracle
211,成,成,Bronze,B20425,hzy,110.61403491814876,"['品', '吴', '卜', '羞', '同', '队', '辟', '戎', '兄', '步']",Oracle
212,羊,羊,Bronze,B05701,hzy,102.10935886233422,"['兮', '分', '禾', '贝', '今', '少', '伯', '牛', '夕', '午']",Oracle
213,师,师,Bronze,B09196,hzy,120.63595530010446,"['既', '丁', '氏', '队', '兹', '丝', '取', '丘', '幼', '即']",Oracle
214,飨,飨,Bronze,B07989,hzy,121.51999845373945,"['幽', '闻', '卫', '卿', '乐', '解', '曾', '辟', '州', '视']",Oracle
215,载,载,Bronze,B19608,hzy,128.5696830197624,"['车', '我', '聋', '唯', '游', '上', '楚', '犬', '壬', '执']",Oracle
216,镬,镬,Bronze,B19241,hzy,138.3342404889057,"['执', '教', '聋', '断', '祈', '载', '鼓', '旧', '秉', '曹']",Oracle
217,壶,壶,Bronze,B15133,hzy,131.10157441659504,"['去', '畜', '鸟', '游', '乘', '麦', '季', '命', '责', '裘']",Oracle
218,中,中,Bronze,B00676,hzy,104.14415500779651,"['牛', '木', '仲', '兄', '朱', '生', '氏', '在', '田', '井']",Oracle
219,义,义,Bronze,B17652,hzy,134.82760247199838,"['美', '祥', '姜', '羞', '马', '问', '蔑', '虞', '受', '旧']",Oracle
220,传,传,Bronze,B12367,hzy,117.2335046381248,"['敏', '疆', '强', '保', '受', '攸', '伐', '安', '葬', '休']",Oracle
221,侄,侄,Bronze,B16981,hzy,137.29944201225052,"['动', '基', '星', '羽', '言', '幽', '昱', '美', '受', '听']",Oracle
222,少,少,Bronze,B00931,hzy,100.4943425941424,"['分', '兮', '伯', '公', '衣', '羊', '水', '今', '卒', '止']",Oracle
223,族,族,Bronze,B10251,hzy,120.6896512050042,"['夕', '月', '卜', '旗', '宋', '口', '廿', '宁', '上', '羞']",Oracle
224,象,象,Bronze,B14608,hzy,111.7870274530655,"['只', '爰', '受', '至', '马', '斗', '季', '犀', '糸', '鸟']",Oracle
225,执,执,Bronze,B15173,hzy,133.41351944223942,"['镬', '封', '教', '妹', '解', '诺', '鹿', '载', '断', '犹']",Oracle
226,爰,爰,Bronze,B05945,hzy,112.40148110964174,"['何', '象', '鸟', '史', '羞', '上', '虎', '斗', '只', '王']",Oracle
227,傧,傧,Bronze,B12297,hzy,121.89665190410112,"['家', '室', '买', '宁', '卫', '宣', '官', '食', '宰', '高']",Oracle
228,宁,宁,Bronze,B07092,hzy,113.49679067503496,"['安', '依', '室', '宋', '卒', '旦', '午', '月', '夕', '裘']",Oracle
229,旧,旧,Bronze,B05662,hzy,123.99016767262954,"['去', '卫', '唯', '逐', '齿', '马', '教', '龙', '姜', '羞']",Oracle
230,莫,莫,Bronze,B00836,hzy,154.14142767610997,"['春', '礼', '炎', '登', '蒙', '彭', '洛', '诺', '使', '祈']",Oracle
231,征,征,Bronze,B02031,hzy,99.17894906991,"['衣', '三', '上', '厂', '伯', '午', '正', '口', '白', '水']",Oracle
232,从,从,Bronze,B12559,hzy,109.41271988204848,"['比', '亡', '卜', '北', '六', '八', '入', '公', '木', '朱']",Oracle
233,观,观,Bronze,B13562,hzy,147.07585301448827,"['鹿', '鼓', '兽', '旧', '陵', '育', '降', '郑', '袭', '农']",Oracle
234,死,死,Bronze,B06137,hzy,115.72855264818654,"['丹', '反', '司', '鼎', '且', '帛', '向', '宾', '叔', '氏']",Oracle
235,东,东,Bronze,B08856,hzy,126.18177383398508,"['唐', '秉', '喜', '黄', '惠', '庚', '季', '夷', '至', '麦']",Oracle
236,咸,咸,Bronze,B01433,hzy,126.41775685683469,"['利', '品', '同', '君', '西', '公', '贝', '伐', '前', '至']",Oracle
237,巳,巳,Bronze,B21165,hzy,91.2831315952129,"['旦', '斗', '日', '厂', '口', '己', '廿', '乃', '乙', '伯']",Oracle
238,解,解,Bronze,B06415,hzy,123.65601894637084,"['页', '异', '奚', '学', '飨', '鹿', '诺', '遣', '蔑', '眉']",Oracle
239,屯,屯,Bronze,B00691,hzy,97.16941473456386,"['又', '王', '斗', '乙', '正', '化', '止', '于', '己', '士']",Oracle
240,而,而,Bronze,B14475,hzy,127.57808481305564,"['永', '祭', '宾', '鸣', '天', '终', '齐', '上', '宕', '鸟']",Oracle
241,家,家,Bronze,B11204,hzy,111.61030237403558,"['傧', '宾', '官', '室', '安', '厂', '口', '裘', '客', '旦']",Oracle
242,耳,耳,Bronze,B16240,hzy,95.32184523236472,"['田', '伯', '宅', '日', '旦', '月', '夕', '己', '衣', '白']",Oracle
243,宕,宕,Bronze,B11763,hzy,114.65848271257956,"['后', '石', '向', '宾', '征', '宗', '永', '厂', '兵', '斤']",Oracle
244,夫,夫,Bronze,B15243,hzy,103.84265183523776,"['天', '矢', '大', '亦', '央', '赤', '方', '位', '朱', '立']",Oracle
245,才,才,Bronze,B09020,hzy,96.6853665406156,"['甲', '士', '七', '干', '兮', '尸', '方', '朱', '北', '千']",Oracle
246,月,月,Bronze,B10305,hzy,93.08065281090568,"['夕', '口', '工', '午', '日', '壬', '耳', '旦', '正', '巳']",Oracle
247,枚,枚,Bronze,B08656,hzy,124.85886388723088,"['折', '相', '格', '柳', '林', '邦', '旗', '兵', '叔', '旋']",Oracle
248,休,休,Bronze,B08755,hzy,101.1268623550642,"['友', '北', '伐', '葬', '廿', '州', '千', '队', '六', '井']",Oracle
249,戎,戎,Bronze,B17450,hzy,111.43297706792931,"['反', '如', '丹', '井', '朱', '天', '成', '弗', '于', '兄']",Oracle
250,唯,唯,Bronze,B01366,hzy,111.7141079771968,"['孙', '龙', '鸟', '乘', '承', '上', '畜', '马', '裘', '斗']",Oracle
251,旗,旗,Bronze,B10052,hzy,124.47204614704704,"['旋', '卜', '族', '叔', '折', '宾', '廿', '枚', '相', '安']",Oracle
252,斗,斗,Bronze,B19515,hzy,87.07937732394996,"['又', '千', '乙', '巳', '己', '丑', '人', '于', '乃', '上']",Oracle
253,袭,袭,Bronze,B12772,hzy,141.57405227209512,"['始', '尽', '渔', '旧', '涉', '龙', '我', '受', '祥', '陆']",Oracle
254,春,春,Bronze,B00826,hzy,130.46607690597486,"['步', '彭', '鹿', '史', '言', '兴', '对', '首', '鼎', '上']",Oracle
255,来,来,Bronze,B08486,hzy,114.2650569045456,"['亦', '夷', '赤', '麦', '黄', '夫', '乘', '女', '天', '朱']",Oracle
256,同,同,Bronze,B11957,hzy,106.30309073140818,"['自', '丹', '君', '吉', '公', '步', '仓', '目', '合', '成']",Oracle
257,歌,歌,Bronze,B13589,hzy,144.50543194506287,"['男', '监', '竞', '马', '夕', '丁', '口', '宋', '句', '牡']",Oracle
258,弓,弓,Bronze,B18046,hzy,103.9666569808738,"['九', '斗', '四', '辛', '又', '千', '气', '允', '乙', '吉']",Oracle
259,丹,丹,Bronze,B07719,hzy,101.9020478777833,"['同', '井', '前', '卜', '用', '公', '日', '反', '女', '丙']",Oracle
260,门,门,Bronze,B16185,hzy,123.07238885679972,"['用', '周', '申', '奴', '丹', '丁', '利', '卜', '廿', '成']",Oracle
261,取,取,Bronze,B04066,hzy,121.75085238336256,"['臣', '丑', '伯', '贝', '父', '师', '廿', '卜', '丹', '宋']",Oracle
262,酌,酌,Bronze,B21355,hzy,140.8260320409964,"['绝', '昱', '曾', '飨', '画', '男', '商', '聋', '羽', '福']",Oracle
263,卜,卜,Bronze,B04788,hzy,96.81038731340382,"['廿', '厂', '上', '父', '口', '甲', '入', '朱', '七', '木']",Oracle
264,牛,牛,Bronze,B01151,hzy,101.87959959015544,"['中', '木', '夭', '生', '干', '朱', '兄', '羊', '子', '吴']",Oracle
265,区,区,Bronze,B17892,hzy,122.80005063599684,"['品', '向', '成', '步', '省', '乘', '射', '武', '它', '宋']",Oracle
266,幽,幽,Bronze,B05874,hzy,122.1889763735962,"['乐', '飨', '星', '丘', '兽', '止', '好', '利', '犀', '丝']",Oracle
267,典,典,Bronze,B06776,hzy,138.39782648064426,"['异', '兴', '见', '丰', '若', '蔑', '渔', '羽', '虞', '奠']",Oracle
268,内,内,Bronze,B08100,hzy,106.49692098135922,"['丙', '宅', '宾', '衣', '宋', '白', '伯', '向', '今', '角']",Oracle
269,木,木,Bronze,B08564,hzy,93.59282347794448,"['朱', '生', '干', '牛', '夭', '林', '中', '七', '甲', '不']",Oracle
270,比,比,Bronze,B12603,hzy,118.97071160486875,"['从', '正', '石', '斤', '氏', '午', '兵', '六', '宅', '反']",Oracle
271,页,页,Bronze,B13616,hzy,120.69184790149286,"['得', '惠', '季', '解', '喜', '马', '曾', '步', '受', '员']",Oracle
272,单,单,Bronze,B01707,hzy,119.37623391887814,"['毕', '乐', '星', '幼', '子', '丝', '得', '步', '糸', '邑']",Oracle
273,臣,臣,Bronze,B04423,hzy,104.36853579053312,"['伯', '白', '西', '目', '合', '父', '角', '贝', '耳', '丹']",Oracle
274,福,福,Bronze,B00205,hzy,145.84379391552915,"['酌', '犹', '既', '鸟', '寝', '听', '男', '般', '何', '缶']",Oracle
275,不,不,Bronze,B16052,hzy,98.26174881579564,"['朱', '兄', '千', '斗', '子', '五', '木', '干', '采', '氏']",Oracle
276,见,见,Bronze,B13551,hzy,117.70213132850286,"['一', '每', '旦', '冬', '蜀', '宁', '次', '如', '兄', '宋']",Oracle
277,旋,旋,Bronze,B10100,hzy,119.82391943438552,"['相', '父', '省', '旗', '卜', '句', '丹', '大', '出', '叔']",Oracle
278,得,得,Bronze,B02428,hzy,110.2796413120952,"['邑', '员', '君', '毕', '子', '足', '果', '马', '糸', '旦']",Oracle
279,依,依,Bronze,B12302,hzy,111.56281543762556,"['裘', '因', '百', '宁', '初', '耳', '合', '伯', '羞', '司']",Oracle
280,省,省,Bronze,B05203,hzy,113.68320383782653,"['出', '告', '句', '旋', '史', '父', '齿', '老', '卜', '曲']",Oracle
281,气,气,Bronze,B00585,hzy,102.17278264832449,"['四', '三', '元', '斗', '兄', '上', '又', '午', '九', '父']",Oracle
282,祖,祖,Bronze,B00280,hzy,122.38236346416424,"['畜', '洛', '得', '员', '高', '孙', '蔑', '马', '承', '司']",Oracle
283,石,石,Bronze,B14403,hzy,103.92834764056576,"['后', '正', '日', '征', '口', '厂', '反', '宅', '向', '宕']",Oracle
284,西,西,Bronze,B16156,hzy,110.8689534863732,"['臣', '白', '伯', '角', '裘', '兹', '直', '客', '射', '丝']",Oracle
285,季,季,Bronze,B20954,hzy,108.12656766246496,"['至', '龙', '糸', '羞', '秉', '夷', '畜', '何', '考', '鸟']",Oracle
286,吉,吉,Bronze,B01512,hzy,107.4956631696457,"['古', '告', '名', '同', '弓', '多', '士', '角', '伐', '九']",Oracle
287,逢,逢,Bronze,B02124,hzy,132.15719409012416,"['会', '仆', '疆', '强', '迟', '安', '终', '尊', '冬', '厂']",Oracle
288,郑,郑,Bronze,B09819,hzy,147.3902345743996,"['厚', '始', '兽', '献', '降', '听', '观', '育', '飨', '败']",Oracle
289,冬,冬,Bronze,B15857,hzy,109.66324647263444,"['反', '厂', '且', '卜', '旦', '兵', '井', '终', '夕', '官']",Oracle
290,卢,卢,Bronze,B07555,hzy,137.11582907925555,"['步', '虞', '春', '尊', '畜', '马', '蔑', '戚', '晨', '孙']",Oracle
291,多,多,Bronze,B10614,hzy,107.14477791847494,"['名', '史', '四', '斗', '吉', '丑', '玉', '弓', '千', '妾']",Oracle
292,网,网,Bronze,B11998,hzy,100.38556624416928,"['廿', '口', '人', '上', '夕', '文', '终', '舟', '月', '八']",Oracle
293,司,司,Bronze,B13961,hzy,103.67917675224706,"['角', '辛', '客', '名', '又', '丑', '有', '己', '向', '句']",Oracle
294,炎,炎,Bronze,B14892,hzy,126.31281830208982,"['禾', '若', '诺', '涉', '出', '闻', '步', '盟', '齿', '吴']",Oracle
295,尹,尹,Bronze,B03953,hzy,106.01920218778568,"['丑', '又', '天', '九', '弗', '王', '名', '次', '女', '长']",Oracle
296,朕,朕,Bronze,B13364,hzy,158.2828576408687,"['陆', '鼓', '犹', '听', '监', '义', '登', '眉', '袭', '祖']",Oracle
297,己,己,Bronze,B20426,hzy,89.86044915871852,"['三', '口', '斗', '乙', '乃', '千', '上', '又', '巳', '王']",Oracle
298,寅,寅,Bronze,B21073,hzy,137.39837880699173,"['鱼', '对', '听', '晨', '口', '上', '高', '廿', '归', '周']",Oracle
299,柳,柳,Bronze,B08586,hzy,127.09224443155912,"['枚', '妹', '散', '楚', '林', '相', '葬', '格', '卜', '析']",Oracle
300,永,永,Bronze,B15831,hzy,118.0228386734454,"['而', '宕', '厂', '征', '须', '齐', '午', '三', '上', '水']",Oracle
301,丘,丘,Bronze,B12631,hzy,99.81934757187288,"['北', '舟', '止', '士', '王', '化', '山', '至', '玉', '正']",Oracle
302,兄,兄,Bronze,B13481,hzy,96.26589304507864,"['不', '朱', '吴', '子', '巳', '又', '斗', '氏', '五', '干']",Oracle
303,乃,乃,Bronze,B07021,hzy,90.15832406050588,"['尸', '人', '千', '乙', '又', '斗', '于', '己', '终', '厂']",Oracle
304,土,土,Bronze,B18654,hzy,94.50712958525231,"['入', '工', '壬', '士', '廿', '上', '八', '甲', '止', '七']",Oracle
305,二,二,Bronze,B18630,hzy,93.105766813926,"['上', '下', '三', '口', '壬', '厂', '工', '一', '廿', '午']",Oracle
306,黄,黄,Bronze,B19030,hzy,114.29231478281062,"['夷', '及', '来', '麦', '亦', '母', '吉', '前', '季', '或']",Oracle
307,五,五,Bronze,B19862,hzy,95.02552346250596,"['玉', '壬', '工', '位', '王', '朱', '不', '兄', '口', '矢']",Oracle
308,车,车,Bronze,B19566,hzy,119.24702500342072,"['载', '上', '廿', '口', '我', '工', '壬', '卜', '羞', '奴']",Oracle
309,丙,丙,Bronze,B20286,hzy,102.197880451605,"['日', '内', '月', '田', '口', '宅', '己', '正', '夕', '耳']",Oracle
310,买,买,Bronze,B09655,hzy,127.30059407882712,"['傧', '受', '家', '员', '页', '解', '君', '眉', '蒙', '得']",Oracle
311,卫,卫,Bronze,B02606,hzy,115.10079084848108,"['宣', '闻', '官', '裘', '厂', '旧', '上', '征', '午', '廿']",Oracle
312,雨,雨,Bronze,B15859,hzy,119.944735890492,"['宋', '安', '口', '丙', '夕', '寝', '午', '网', '厂', '黍']",Oracle
313,我,我,Bronze,B17610,hzy,119.74310861535044,"['伐', '车', '考', '虞', '葬', '何', '新', '上', '廿', '戚']",Oracle
314,封,封,Bronze,B18720,hzy,140.4854891554824,"['执', '诺', '格', '妹', '若', '载', '林', '涉', '炎', '枚']",Oracle
315,育,育,Bronze,B21022,hzy,125.18642139665072,"['蔑', '队', '受', '午', '唯', '口', '步', '厂', '上', '成']",Oracle
316,用,用,Bronze,B04910,hzy,117.04640162427116,"['丹', '井', '中', '同', '自', '门', '卜', '牛', '侯', '且']",Oracle
317,夕,夕,Bronze,B10531,hzy,92.95677105990508,"['月', '工', '口', '日', '午', '壬', '旦', '耳', '廿', '正']",Oracle
318,八,八,Bronze,B00940,hzy,99.4608751854484,"['入', '廿', '土', '卅', '公', '化', '卜', '终', '午', '七']",Oracle
319,反,反,Bronze,B04053,hzy,103.05601980603883,"['日', '厂', '侯', '旦', '后', '冬', '丹', '石', '巳', '正']",Oracle
320,于,于,Bronze,B07195,hzy,87.09437382571903,"['王', '玉', '午', '方', '上', '千', '工', '斗', '三', '乃']",Oracle
321,男,男,Bronze,B19040,hzy,116.56642609195404,"['幼', '史', '夕', '廿', '丝', '壬', '丑', '网', '口', '至']",Oracle
322,去,去,Bronze,B07703,hzy,115.23540424838636,"['客', '赤', '缶', '午', '旧', '乘', '旬', '依', '逐', '裘']",Oracle
323,辛,辛,Bronze,B20602,hzy,100.77414275460484,"['又', '斗', '司', '女', '屯', '千', '弓', '于', '王', '至']",Oracle
324,允,允,Bronze,B13469,hzy,106.10774123164867,"['斗', '九', '千', '元', '弓', '三', '天', '角', '尸', '于']",Oracle
325,兴,兴,Bronze,B03489,hzy,129.2016281186705,"['若', '异', '品', '虞', '一', '乐', '龟', '典', '敏', '春']",Oracle
326,合,合,Bronze,B08003,hzy,99.53717916677004,"['伯', '白', '余', '角', '衣', '旨', '臣', '耳', '旦', '裘']",Oracle
327,白,白,Bronze,B12087,hzy,91.20027328225244,"['伯', '今', '亡', '角', '合', '衣', '臣', '文', '廿', '耳']",Oracle
328,陵,陵,Bronze,B19685,hzy,132.90984262979742,"['听', '旧', '降', '解', '陆', '上', '车', '卜', '唯', '羞']",Oracle
329,追,追,Bronze,B02237,hzy,131.90786132794486,"['及', '乙', '巳', '九', '州', '乃', '弓', '尸', '承', '葬']",Oracle
330,降,降,Bronze,B19740,hzy,139.72760898877698,"['献', '陵', '旧', '育', '归', '鲁', '兽', '齿', '败', '祖']",Oracle
331,虎,虎,Bronze,B07437,hzy,108.65192937791878,"['天', '羞', '吹', '何', '受', '斗', '客', '吴', '年', '于']",Oracle
332,辟,辟,Bronze,B14145,hzy,112.83539191472208,"['队', '休', '成', '州', '厂', '率', '葬', '廿', '上', '蔑']",Oracle
333,兽,兽,Bronze,B20197,hzy,133.19705252425075,"['幽', '鄙', '单', '唯', '乐', '星', '好', '蔑', '幼', '教']",Oracle
334,妇,妇,Bronze,B16841,hzy,131.72876217780362,"['奴', '牡', '果', '晨', '育', '口', '犬', '鸣', '唯', '蔑']",Oracle
335,强,强,Bronze,B18060,hzy,105.67062961656056,"['疆', '受', '保', '传', '会', '尊', '廿', '上', '终', '尸']",Oracle
336,光,光,Bronze,B14864,hzy,117.141058722383,"['步', '生', '时', '禾', '幼', '羞', '吴', '午', '韦', '目']",Oracle
337,元,元,Bronze,B00047,hzy,100.02566410168326,"['方', '终', '天', '于', '午', '六', '乃', '人', '千', '尸']",Oracle
338,时,时,Bronze,B09958,hzy,116.95051066377876,"['齿', '之', '生', '光', '省', '卜', '止', '公', '史', '土']",Oracle
339,缶,缶,Bronze,B08117,hzy,119.14318186403509,"['鸟', '去', '对', '午', '旬', '口', '井', '上', '盂', '工']",Oracle
340,教,教,Bronze,B04780,hzy,128.63728178802617,"['姜', '旧', '镬', '解', '执', '聋', '季', '羞', '获', '马']",Oracle
341,陆,陆,Bronze,B19708,hzy,130.58993332880144,"['退', '眉', '队', '鹿', '使', '辟', '蔑', '育', '陵', '上']",Oracle
342,秦,秦,Bronze,B11160,hzy,123.14234226498486,"['裘', '初', '午', '寝', '齐', '犬', '命', '豚', '犹', '上']",Oracle
343,祭,祭,Bronze,B00236,hzy,124.89269312643576,"['上', '黍', '祝', '三', '沈', '厂', '祠', '鼎', '而', '一']",Oracle
344,畏,畏,Bronze,B14255,hzy,122.0979471101709,"['视', '阳', '见', '卜', '牢', '保', '冬', '侯', '安', '如']",Oracle
345,散,散,Bronze,B06188,hzy,134.75746392999514,"['楚', '柳', '林', '黍', '冲', '沈', '攸', '格', '妹', '甲']",Oracle
346,麦,麦,Bronze,B08496,hzy,115.04871540870924,"['及', '来', '秉', '黄', '夷', '帝', '鸟', '责', '何', '商']",Oracle
347,终,终,Bronze,B18243,hzy,91.4104500816298,"['人', '尸', '六', '厂', '乃', '口', '廿', '乙', '午', '巾']",Oracle
348,亚,亚,Bronze,B19844,hzy,125.91548609963483,"['象', '只', '五', '玉', '羊', '百', '丹', '夕', '利', '三']",Oracle
349,食,食,Bronze,B07905,hzy,122.68335684119872,"['仓', '令', '客', '依', '去', '卫', '傧', '合', '目', '旦']",Oracle
350,鲁,鲁,Bronze,B05324,hzy,141.30362590948715,"['曾', '旧', '始', '监', '犹', '降', '乙', '尽', '洛', '旬']",Oracle
351,奚,奚,Bronze,B15236,hzy,129.45570321862235,"['马', '解', '受', '异', '吴', '步', '蜀', '儿', '蔑', '成']",Oracle
352,申,申,Bronze,B21290,hzy,119.70241771560028,"['屯', '旬', '门', '水', '征', '乙', '上', '卯', '吹', '山']",Oracle
353,游,游,Bronze,B10087,hzy,119.5895244247242,"['父', '鸟', '季', '乘', '卜', '喜', '至', '士', '才', '辛']",Oracle
354,视,视,Bronze,B13560,hzy,115.12260887907335,"['畏', '白', '休', '廿', '保', '伯', '射', '仆', '上', '口']",Oracle
355,问,问,Bronze,B01334,hzy,118.76744590242872,"['羽', '乎', '或', '季', '美', '羞', '虎', '午', '爰', '工']",Oracle
356,受,受,Bronze,B05994,hzy,108.98317762827816,"['上', '保', '乙', '虎', '象', '疆', '强', '获', '廿', '羞']",Oracle
357,寝,寝,Bronze,B11692,hzy,120.5686101028436,"['裘', '官', '午', '安', '秦', '雨', '厂', '般', '宁', '宗']",Oracle
358,妃,妃,Bronze,B16845,hzy,135.01465623238045,"['步', '受', '龟', '言', '仆', '辟', '传', '敏', '疆', '强']",Oracle
359,宜,宜,Bronze,B11675,hzy,122.2336554816336,"['闻', '卫', '宣', '高', '臣', '家', '西', '客', '视', '旬']",Oracle
360,田,田,Bronze,B18817,hzy,103.11236348527612,"['耳', '宅', '丙', '月', '日', '夕', '伯', '中', '正', '口']",Oracle
361,或,或,Bronze,B17506,hzy,114.12805632259152,"['考', '虎', '季', '问', '何', '丑', '伐', '夷', '秉', '天']",Oracle
362,羞,羞,Bronze,B21046,hzy,105.36222440621528,"['午', '虎', '上', '何', '气', '厂', '季', '廿', '年', '禾']",Oracle
363,位,位,Bronze,B12296,hzy,93.10075187831474,"['立', '大', '士', '矢', '五', '方', '工', '朱', '玉', '王']",Oracle
364,分,分,Bronze,B00951,hzy,99.7419282528974,"['少', '兮', '公', '羊', '衣', '今', '伯', '余', '午', '卒']",Oracle
365,赤,赤,Bronze,B14921,hzy,109.89985702854035,"['亦', '大', '立', '夫', '位', '来', '乘', '去', '矢', '天']",Oracle
366,四,四,Bronze,B19795,hzy,101.593315336926,"['三', '气', '王', '玉', '弓', '上', '于', '斗', '千', '壬']",Oracle
367,复,复,Bronze,B02368,hzy,136.77079678264585,"['退', '受', '扬', '仆', '疆', '强', '逆', '陆', '会', '鸣']",Oracle
368,宅,宅,Bronze,B11229,hzy,100.50677843954476,"['耳', '田', '伯', '日', '丙', '内', '向', '月', '宋', '夕']",Oracle
369,渔,渔,Bronze,B16006,hzy,128.56965234459523,"['辟', '我', '蔑', '祖', '受', '次', '美', '仆', '羞', '孙']",Oracle
370,系,系,Bronze,B18092,hzy,179.48157761860938,"['兽', '监', '唯', '登', '龙', '蔑', '旧', '言', '鼓', '听']",Oracle
371,责,责,Bronze,B09621,hzy,124.674782109152,"['商', '麦', '画', '唐', '季', '去', '逐', '河', '盂', '黄']",Oracle
372,午,午,Bronze,B21230,hzy,84.42696118817526,"['工', '厂', '壬', '上', '乙', '于', '氏', '口', '正', '矢']",Oracle
373,绍,绍,Bronze,B18225,hzy,128.1079114025654,"['乙', '人', '受', '乐', '斗', '午', '傧', '客', '卫', '网']",Oracle
374,未,未,Bronze,B21249,hzy,114.69072651820328,"['先', '木', '牛', '朱', '告', '干', '不', '吴', '至', '中']",Oracle
375,好,好,Bronze,B17055,hzy,123.86888352905272,"['葬', '兵', '卜', '丁', '幽', '利', '队', '尸', '曲', '于']",Oracle
376,且,且,Bronze,B19407,hzy,109.3934533509116,"['井', '卜', '丹', '冬', '父', '朱', '帛', '绥', '弗', '臣']",Oracle
377,言,言,Bronze,B03194,hzy,128.52603054061672,"['上', '三', '仆', '乙', '壬', '乐', '步', '一', '羽', '春']",Oracle
378,始,始,Bronze,B17039,hzy,135.8325093945868,"['尽', '袭', '羽', '蔑', '受', '郑', '献', '听', '鲁', '孙']",Oracle
379,败,败,Bronze,B04696,hzy,151.27955205960762,"['彻', '降', '兽', '蔑', '员', '郑', '鼓', '良', '献', '始']",Oracle
380,出,出,Bronze,B09243,hzy,107.11167941284909,"['生', '省', '止', '在', '父', '曰', '士', '旨', '朱', '禾']",Oracle
381,遣,遣,Bronze,B02151,hzy,137.50416323969088,"['解', '飨', '学', '晨', '奚', '丽', '卫', '步', '廿', '育']",Oracle
382,旦,旦,Bronze,B10010,hzy,92.44031672928406,"['日', '巳', '伯', '口', '氏', '己', '耳', '夕', '斗', '又']",Oracle
383,毕,毕,Bronze,B05804,hzy,117.08446686362016,"['果', '单', '得', '史', '星', '步', '异', '克', '足', '晨']",Oracle
384,作,作,Bronze,B12328,hzy,127.51798342083352,"['牧', '齿', '省', '取', '出', '折', '在', '自', '步', '父']",Oracle
385,岁,岁,Bronze,B01860,hzy,129.8759449294114,"['齿', '成', '季', '羞', '何', '辟', '告', '葬', '既', '或']",Oracle
386,后,后,Bronze,B13960,hzy,106.2142232215046,"['石', '斤', '宕', '反', '征', '厂', '向', '正', '旨', '三']",Oracle
387,旅,旅,Bronze,B10106,hzy,139.8054662610918,"['画', '上', '三', '盂', '缶', '聋', '析', '鸟', '壬', '二']",Oracle
388,舞,舞,Bronze,B08512,hzy,159.43570422409067,"['陆', '登', '言', '疑', '楚', '侄', '对', '陵', '听', '河']",Oracle
389,仓,仓,Bronze,B08054,hzy,113.03061704404392,"['食', '高', '合', '同', '目', '君', '首', '自', '小', '臣']",Oracle
390,文,文,Bronze,B13927,hzy,94.98838880385128,"['卒', '衣', '伯', '午', '斗', '六', '今', '白', '大', '旦']",Oracle
391,伊,伊,Bronze,B12256,hzy,127.80528904810872,"['从', '北', '卜', '侯', '外', '化', '雨', '且', '鸟', '屯']",Oracle
392,妾,妾,Bronze,B03223,hzy,113.28076081396208,"['绥', '鸟', '名', '多', '巳', '曲', '何', '羞', '辛', '糸']",Oracle
393,鼓,鼓,Bronze,B07336,hzy,139.80190713172783,"['旧', '献', '陵', '鹿', '厚', '观', '镬', '犹', '蒙', '监']",Oracle
