participantid,condition,trialnum,character,rating,flip,controlscore
1,traditional,1,玉,2,noflip,4
1,traditional,2,帝,3,noflip,4
1,traditional,3,仓,0,flip,4
1,traditional,4,control_匜_也,3,flip,4
1,traditional,5,巳,2,noflip,4
1,traditional,6,女,0,noflip,4
1,traditional,7,兆,4,noflip,4
1,traditional,8,山,2,noflip,4
1,traditional,9,京,2,flip,4
1,traditional,10,以,2,flip,4
1,traditional,11,大,2,noflip,4
1,traditional,12,高,1,flip,4
1,traditional,13,壬,2,flip,4
1,traditional,14,口,2,flip,4
1,traditional,15,面,2,noflip,4
1,traditional,16,戈,2,noflip,4
1,traditional,17,蜀,2,flip,4
1,traditional,18,雨,3,flip,4
1,traditional,19,control_卡_上,2,noflip,4
1,traditional,20,卯,1,noflip,4
1,traditional,21,而,1,flip,4
1,traditional,22,井,2,flip,4
1,traditional,23,土,2,noflip,4
1,traditional,24,丙,2,noflip,4
1,traditional,25,丹,2,flip,4
1,traditional,26,日,3,flip,4
1,traditional,27,巴,2,noflip,4
1,traditional,28,尸,2,flip,4
1,traditional,29,control_乇_七,3,flip,4
1,traditional,30,宫,2,noflip,4
1,traditional,31,control_咫_只,3,noflip,4
1,traditional,32,首,2,noflip,4
1,traditional,33,易,2,noflip,4
1,traditional,34,永,2,flip,4
1,traditional,35,自,2,noflip,4
1,traditional,36,己,2,flip,4
1,traditional,37,向,2,noflip,4
1,traditional,38,卜,2,flip,4
1,traditional,39,午,2,flip,4
1,traditional,40,豆,1,noflip,4
1,traditional,41,角,1,noflip,4
1,traditional,42,鬼,1,flip,4
1,traditional,43,control_刓_元,3,noflip,4
1,traditional,44,气,4,flip,4
1,traditional,45,羽,2,flip,4
1,traditional,46,斤,2,noflip,4
1,traditional,47,壶,4,noflip,4
1,traditional,48,犬,2,flip,4
1,traditional,49,鼠,2,noflip,4
1,traditional,50,若,2,noflip,4
1,traditional,51,黄,1,flip,4
1,traditional,52,勿,2,noflip,4
1,traditional,53,又,3,noflip,4
1,traditional,54,句,2,flip,4
1,traditional,55,庚,1,noflip,4
2,traditional,1,兆,4,flip,5
2,traditional,2,秋,1,noflip,5
2,traditional,3,田,2,noflip,5
2,traditional,4,止,1,noflip,5
2,traditional,5,斗,1,flip,5
2,traditional,6,大,1,flip,5
2,traditional,7,水,3,noflip,5
2,traditional,8,乃,2,flip,5
2,traditional,9,才,3,flip,5
2,traditional,10,control_卡_上,3,flip,5
2,traditional,11,吕,2,noflip,5
2,traditional,12,乙,3,flip,5
2,traditional,13,以,2,flip,5
2,traditional,14,未,2,flip,5
2,traditional,15,山,1,flip,5
2,traditional,16,氏,2,flip,5
2,traditional,17,卜,2,flip,5
2,traditional,18,control_刓_元,4,noflip,5
2,traditional,19,门,1,noflip,5
2,traditional,20,东,1,flip,5
2,traditional,21,方,2,noflip,5
2,traditional,22,目,1,noflip,5
2,traditional,23,高,1,flip,5
2,traditional,24,缶,1,flip,5
2,traditional,25,月,2,flip,5
2,traditional,26,耳,1,flip,5
2,traditional,27,廾,1,flip,5
2,traditional,28,率,3,flip,5
2,traditional,29,不,1,flip,5
2,traditional,30,禾,1,noflip,5
2,traditional,31,老,3,noflip,5
2,traditional,32,父,2,noflip,5
2,traditional,33,云,3,noflip,5
2,traditional,34,巳,2,flip,5
2,traditional,35,壶,2,noflip,5
2,traditional,36,永,2,noflip,5
2,traditional,37,丘,1,noflip,5
2,traditional,38,辛,2,flip,5
2,traditional,39,眉,1,flip,5
2,traditional,40,入,2,noflip,5
2,traditional,41,首,2,flip,5
2,traditional,42,井,2,noflip,5
2,traditional,43,日,2,flip,5
2,traditional,44,而,2,noflip,5
2,traditional,45,弓,3,flip,5
2,traditional,46,鬼,2,flip,5
2,traditional,47,虎,1,noflip,5
2,traditional,48,侯,2,noflip,5
2,traditional,49,页,1,flip,5
2,traditional,50,鸟,1,noflip,5
2,traditional,51,象,2,noflip,5
2,traditional,52,control_匜_也,3,noflip,5
2,traditional,53,角,2,noflip,5
2,traditional,54,control_咫_只,3,noflip,5
2,traditional,55,control_乇_七,3,noflip,5
3,traditional,1,夫,2,noflip,5
3,traditional,2,蜀,5,flip,5
3,traditional,3,儿,2,flip,5
3,traditional,4,丹,2,flip,5
3,traditional,5,方,2,noflip,5
3,traditional,6,丁,3,noflip,5
3,traditional,7,以,4,flip,5
3,traditional,8,而,4,noflip,5
3,traditional,9,未,1,flip,5
3,traditional,10,工,2,flip,5
3,traditional,11,control_卡_上,4,flip,5
3,traditional,12,主,1,flip,5
3,traditional,13,面,1,flip,5
3,traditional,14,白,1,noflip,5
3,traditional,15,向,2,flip,5
3,traditional,16,吕,3,flip,5
3,traditional,17,册,1,flip,5
3,traditional,18,卯,3,flip,5
3,traditional,19,门,0,noflip,5
3,traditional,20,巾,3,noflip,5
3,traditional,21,鼎,0,noflip,5
3,traditional,22,control_咫_只,4,flip,5
3,traditional,23,川,1,noflip,5
3,traditional,24,秋,0,flip,5
3,traditional,25,人,2,flip,5
3,traditional,26,入,3,noflip,5
3,traditional,27,卜,2,flip,5
3,traditional,28,宫,4,noflip,5
3,traditional,29,父,1,flip,5
3,traditional,30,犬,0,flip,5
3,traditional,31,兕,0,noflip,5
3,traditional,32,网,5,flip,5
3,traditional,33,壶,5,flip,5
3,traditional,34,易,4,noflip,5
3,traditional,35,首,3,noflip,5
3,traditional,36,老,4,noflip,5
3,traditional,37,南,1,noflip,5
3,traditional,38,又,2,noflip,5
3,traditional,39,土,2,noflip,5
3,traditional,40,高,2,noflip,5
3,traditional,41,车,0,flip,5
3,traditional,42,兆,4,noflip,5
3,traditional,43,侯,5,flip,5
3,traditional,44,羽,4,flip,5
3,traditional,45,率,5,flip,5
3,traditional,46,弗,2,noflip,5
3,traditional,47,control_乇_七,3,noflip,5
3,traditional,48,云,5,flip,5
3,traditional,49,且,4,flip,5
3,traditional,50,勺,3,noflip,5
3,traditional,51,control_匜_也,3,flip,5
3,traditional,52,周,1,noflip,5
3,traditional,53,口,2,noflip,5
3,traditional,54,齿,4,flip,5
3,traditional,55,control_刓_元,3,flip,5
4,traditional,1,函,1,noflip,5
4,traditional,2,户,1,flip,5
4,traditional,3,兽,5,noflip,5
4,traditional,4,西,4,flip,5
4,traditional,5,弗,4,flip,5
4,traditional,6,宫,5,flip,5
4,traditional,7,人,1,noflip,5
4,traditional,8,而,4,flip,5
4,traditional,9,木,1,noflip,5
4,traditional,10,斤,4,flip,5
4,traditional,11,尸,5,noflip,5
4,traditional,12,文,1,flip,5
4,traditional,13,母,0,noflip,5
4,traditional,14,羊,1,noflip,5
4,traditional,15,杏,4,flip,5
4,traditional,16,鱼,5,flip,5
4,traditional,17,兆,5,flip,5
4,traditional,18,舟,4,noflip,5
4,traditional,19,水,5,noflip,5
4,traditional,20,巾,3,noflip,5
4,traditional,21,丙,3,noflip,5
4,traditional,22,不,2,noflip,5
4,traditional,23,九,1,noflip,5
4,traditional,24,control_乇_七,3,flip,5
4,traditional,25,女,1,flip,5
4,traditional,26,才,3,flip,5
4,traditional,27,白,2,flip,5
4,traditional,28,control_卡_上,4,flip,5
4,traditional,29,齿,5,flip,5
4,traditional,30,侯,5,flip,5
4,traditional,31,鬼,4,flip,5
4,traditional,32,矢,0,noflip,5
4,traditional,33,兕,0,noflip,5
4,traditional,34,又,3,noflip,5
4,traditional,35,control_刓_元,4,flip,5
4,traditional,36,control_咫_只,5,flip,5
4,traditional,37,蜀,5,noflip,5
4,traditional,38,戈,4,flip,5
4,traditional,39,介,1,flip,5
4,traditional,40,口,2,flip,5
4,traditional,41,豆,3,flip,5
4,traditional,42,易,5,noflip,5
4,traditional,43,网,5,noflip,5
4,traditional,44,control_匜_也,4,noflip,5
4,traditional,45,丁,3,flip,5
4,traditional,46,甫,4,flip,5
4,traditional,47,未,1,noflip,5
4,traditional,48,黄,5,noflip,5
4,traditional,49,雨,4,noflip,5
4,traditional,50,夫,1,flip,5
4,traditional,51,月,2,noflip,5
4,traditional,52,飞,5,noflip,5
4,traditional,53,禾,4,flip,5
4,traditional,54,自,0,noflip,5
4,traditional,55,昔,4,flip,5
5,traditional,1,不,0,flip,5
5,traditional,2,庚,0,noflip,5
5,traditional,3,鸟,0,noflip,5
5,traditional,4,壬,5,flip,5
5,traditional,5,才,5,noflip,5
5,traditional,6,白,5,noflip,5
5,traditional,7,函,5,noflip,5
5,traditional,8,勺,5,flip,5
5,traditional,9,刀,5,flip,5
5,traditional,10,母,0,flip,5
5,traditional,11,甲,5,flip,5
5,traditional,12,秉,0,noflip,5
5,traditional,13,control_卡_上,5,noflip,5
5,traditional,14,土,5,noflip,5
5,traditional,15,大,2,noflip,5
5,traditional,16,control_匜_也,3,flip,5
5,traditional,17,石,0,flip,5
5,traditional,18,壶,3,noflip,5
5,traditional,19,文,0,noflip,5
5,traditional,20,羽,0,flip,5
5,traditional,21,control_乇_七,3,flip,5
5,traditional,22,父,1,noflip,5
5,traditional,23,秋,0,noflip,5
5,traditional,24,京,2,flip,5
5,traditional,25,册,2,noflip,5
5,traditional,26,飞,5,flip,5
5,traditional,27,鬼,5,flip,5
5,traditional,28,向,4,noflip,5
5,traditional,29,control_刓_元,5,noflip,5
5,traditional,30,户,3,flip,5
5,traditional,31,象,2,noflip,5
5,traditional,32,用,3,flip,5
5,traditional,33,夫,2,noflip,5
5,traditional,34,它,4,noflip,5
5,traditional,35,未,3,noflip,5
5,traditional,36,东,4,flip,5
5,traditional,37,歹,2,flip,5
5,traditional,38,辰,1,noflip,5
5,traditional,39,夭,2,flip,5
5,traditional,40,龟,2,noflip,5
5,traditional,41,长,2,flip,5
5,traditional,42,高,2,flip,5
5,traditional,43,弓,3,flip,5
5,traditional,44,山,0,noflip,5
5,traditional,45,午,3,noflip,5
5,traditional,46,主,1,noflip,5
5,traditional,47,田,2,flip,5
5,traditional,48,control_咫_只,4,flip,5
5,traditional,49,乙,3,noflip,5
5,traditional,50,巾,3,flip,5
5,traditional,51,贝,2,flip,5
5,traditional,52,矢,0,noflip,5
5,traditional,53,犬,1,noflip,5
5,traditional,54,果,2,flip,5
5,traditional,55,南,0,flip,5
6,traditional,1,工,1,flip,5
6,traditional,2,control_匜_也,3,flip,5
6,traditional,3,亚,3,flip,5
6,traditional,4,不,1,flip,5
6,traditional,5,夫,3,noflip,5
6,traditional,6,向,4,flip,5
6,traditional,7,歹,4,noflip,5
6,traditional,8,雨,5,flip,5
6,traditional,9,自,1,noflip,5
6,traditional,10,己,3,noflip,5
6,traditional,11,氏,4,noflip,5
6,traditional,12,甲,4,noflip,5
6,traditional,13,羊,5,noflip,5
6,traditional,14,田,2,noflip,5
6,traditional,15,辰,1,noflip,5
6,traditional,16,高,4,noflip,5
6,traditional,17,单,5,flip,5
6,traditional,18,control_咫_只,4,flip,5
6,traditional,19,南,4,noflip,5
6,traditional,20,control_乇_七,4,flip,5
6,traditional,21,乃,4,noflip,5
6,traditional,22,用,5,flip,5
6,traditional,23,首,5,flip,5
6,traditional,24,入,4,noflip,5
6,traditional,25,门,4,flip,5
6,traditional,26,秋,5,noflip,5
6,traditional,27,车,0,noflip,5
6,traditional,28,鸟,5,flip,5
6,traditional,29,control_卡_上,4,flip,5
6,traditional,30,户,4,flip,5
6,traditional,31,巾,2,noflip,5
6,traditional,32,月,4,flip,5
6,traditional,33,斤,4,noflip,5
6,traditional,34,斗,4,flip,5
6,traditional,35,女,1,noflip,5
6,traditional,36,control_刓_元,4,noflip,5
6,traditional,37,泉,4,noflip,5
6,traditional,38,鬼,4,noflip,5
6,traditional,39,兕,1,noflip,5
6,traditional,40,鼠,5,noflip,5
6,traditional,41,石,1,noflip,5
6,traditional,42,飞,5,flip,5
6,traditional,43,且,4,noflip,5
6,traditional,44,仓,5,noflip,5
6,traditional,45,角,4,noflip,5
6,traditional,46,丰,5,flip,5
6,traditional,47,侯,5,noflip,5
6,traditional,48,木,1,flip,5
6,traditional,49,文,1,noflip,5
6,traditional,50,糸,4,noflip,5
6,traditional,51,未,1,flip,5
6,traditional,52,豆,4,flip,5
6,traditional,53,主,1,flip,5
6,traditional,54,母,1,flip,5
6,traditional,55,句,4,noflip,5
7,traditional,1,子,0,flip,4
7,traditional,2,田,2,flip,4
7,traditional,3,泉,4,noflip,4
7,traditional,4,夫,2,noflip,4
7,traditional,5,廾,2,noflip,4
7,traditional,6,鼎,1,flip,4
7,traditional,7,又,2,flip,4
7,traditional,8,丁,3,flip,4
7,traditional,9,女,2,flip,4
7,traditional,10,羊,2,noflip,4
7,traditional,11,龟,5,flip,4
7,traditional,12,氏,3,flip,4
7,traditional,13,乃,3,noflip,4
7,traditional,14,鱼,3,flip,4
7,traditional,15,马,1,noflip,4
7,traditional,16,斤,3,flip,4
7,traditional,17,首,4,flip,4
7,traditional,18,卯,4,flip,4
7,traditional,19,京,4,flip,4
7,traditional,20,月,2,flip,4
7,traditional,21,吕,3,noflip,4
7,traditional,22,杏,4,flip,4
7,traditional,23,方,3,noflip,4
7,traditional,24,control_乇_七,3,flip,4
7,traditional,25,兽,4,flip,4
7,traditional,26,井,3,noflip,4
7,traditional,27,矢,4,noflip,4
7,traditional,28,不,2,noflip,4
7,traditional,29,燕,4,noflip,4
7,traditional,30,衣,3,flip,4
7,traditional,31,兕,2,noflip,4
7,traditional,32,白,2,flip,4
7,traditional,33,侯,4,flip,4
7,traditional,34,秉,2,noflip,4
7,traditional,35,仓,1,flip,4
7,traditional,36,率,3,noflip,4
7,traditional,37,庚,4,flip,4
7,traditional,38,它,2,flip,4
7,traditional,39,大,2,noflip,4
7,traditional,40,永,3,flip,4
7,traditional,41,秋,1,noflip,4
7,traditional,42,戈,3,flip,4
7,traditional,43,卜,2,noflip,4
7,traditional,44,弗,2,noflip,4
7,traditional,45,午,4,noflip,4
7,traditional,46,高,3,flip,4
7,traditional,47,山,2,flip,4
7,traditional,48,向,3,flip,4
7,traditional,49,control_卡_上,3,flip,4
7,traditional,50,control_匜_也,2,flip,4
7,traditional,51,丙,3,noflip,4
7,traditional,52,control_咫_只,4,noflip,4
7,traditional,53,云,4,noflip,4
7,traditional,54,夭,3,flip,4
7,traditional,55,control_刓_元,4,noflip,4
8,traditional,1,才,5,noflip,5
8,traditional,2,虎,0,noflip,5
8,traditional,3,眉,0,noflip,5
8,traditional,4,丹,2,noflip,5
8,traditional,5,黄,0,flip,5
8,traditional,6,主,0,flip,5
8,traditional,7,齿,2,flip,5
8,traditional,8,止,0,flip,5
8,traditional,9,control_匜_也,3,noflip,5
8,traditional,10,辰,0,noflip,5
8,traditional,11,户,3,noflip,5
8,traditional,12,面,0,noflip,5
8,traditional,13,control_卡_上,3,flip,5
8,traditional,14,氏,3,noflip,5
8,traditional,15,control_咫_只,3,flip,5
8,traditional,16,鹿,0,flip,5
8,traditional,17,工,2,flip,5
8,traditional,18,象,0,noflip,5
8,traditional,19,鬼,0,noflip,5
8,traditional,20,长,0,noflip,5
8,traditional,21,土,2,noflip,5
8,traditional,22,甲,2,noflip,5
8,traditional,23,向,0,noflip,5
8,traditional,24,马,0,noflip,5
8,traditional,25,网,5,noflip,5
8,traditional,26,克,0,noflip,5
8,traditional,27,高,0,flip,5
8,traditional,28,廾,2,noflip,5
8,traditional,29,巳,2,flip,5
8,traditional,30,勺,2,noflip,5
8,traditional,31,单,0,noflip,5
8,traditional,32,它,0,flip,5
8,traditional,33,石,0,flip,5
8,traditional,34,丰,0,flip,5
8,traditional,35,兔,0,noflip,5
8,traditional,36,control_刓_元,3,flip,5
8,traditional,37,舟,0,noflip,5
8,traditional,38,control_乇_七,5,noflip,5
8,traditional,39,矢,0,noflip,5
8,traditional,40,蜀,0,flip,5
8,traditional,41,豆,0,flip,5
8,traditional,42,缶,0,flip,5
8,traditional,43,井,2,noflip,5
8,traditional,44,鼠,0,flip,5
8,traditional,45,壬,3,flip,5
8,traditional,46,句,2,noflip,5
8,traditional,47,牛,2,noflip,5
8,traditional,48,杏,2,noflip,5
8,traditional,49,田,0,flip,5
8,traditional,50,龟,0,flip,5
8,traditional,51,文,0,noflip,5
8,traditional,52,鱼,0,flip,5
8,traditional,53,辛,0,flip,5
8,traditional,54,大,3,flip,5
8,traditional,55,秉,0,flip,5
9,traditional,1,向,5,noflip,5
9,traditional,2,control_卡_上,4,noflip,5
9,traditional,3,亚,4,noflip,5
9,traditional,4,子,5,flip,5
9,traditional,5,兆,5,noflip,5
9,traditional,6,门,3,flip,5
9,traditional,7,川,1,noflip,5
9,traditional,8,control_咫_只,4,flip,5
9,traditional,9,京,3,noflip,5
9,traditional,10,斤,5,noflip,5
9,traditional,11,甫,4,noflip,5
9,traditional,12,control_刓_元,4,noflip,5
9,traditional,13,贝,3,noflip,5
9,traditional,14,南,5,noflip,5
9,traditional,15,才,5,noflip,5
9,traditional,16,卯,5,noflip,5
9,traditional,17,水,5,flip,5
9,traditional,18,率,5,flip,5
9,traditional,19,control_乇_七,3,noflip,5
9,traditional,20,象,5,noflip,5
9,traditional,21,帝,4,noflip,5
9,traditional,22,庚,5,flip,5
9,traditional,23,气,5,noflip,5
9,traditional,24,单,3,flip,5
9,traditional,25,飞,5,flip,5
9,traditional,26,control_匜_也,3,flip,5
9,traditional,27,方,4,noflip,5
9,traditional,28,鼠,4,flip,5
9,traditional,29,龟,5,flip,5
9,traditional,30,玉,4,flip,5
9,traditional,31,角,4,flip,5
9,traditional,32,于,5,noflip,5
9,traditional,33,巴,3,noflip,5
9,traditional,34,鹿,5,flip,5
9,traditional,35,壶,5,noflip,5
9,traditional,36,兕,4,noflip,5
9,traditional,37,甲,5,noflip,5
9,traditional,38,句,3,noflip,5
9,traditional,39,日,4,noflip,5
9,traditional,40,刀,4,flip,5
9,traditional,41,土,4,flip,5
9,traditional,42,巾,3,noflip,5
9,traditional,43,兽,5,flip,5
9,traditional,44,白,3,noflip,5
9,traditional,45,网,5,noflip,5
9,traditional,46,口,3,noflip,5
9,traditional,47,鼎,5,noflip,5
9,traditional,48,石,4,noflip,5
9,traditional,49,丁,3,flip,5
9,traditional,50,斗,4,noflip,5
9,traditional,51,尸,5,flip,5
9,traditional,52,米,3,noflip,5
9,traditional,53,用,4,flip,5
9,traditional,54,云,5,noflip,5
9,traditional,55,羽,5,flip,5
10,traditional,1,眉,1,noflip,5
10,traditional,2,女,2,flip,5
10,traditional,3,仓,4,noflip,5
10,traditional,4,巾,3,flip,5
10,traditional,5,九,3,noflip,5
10,traditional,6,册,2,noflip,5
10,traditional,7,control_咫_只,4,noflip,5
10,traditional,8,白,2,noflip,5
10,traditional,9,大,2,noflip,5
10,traditional,10,control_匜_也,3,noflip,5
10,traditional,11,且,3,flip,5
10,traditional,12,control_刓_元,3,noflip,5
10,traditional,13,丁,3,noflip,5
10,traditional,14,人,2,flip,5
10,traditional,15,老,3,flip,5
10,traditional,16,句,2,noflip,5
10,traditional,17,气,5,noflip,5
10,traditional,18,氏,4,noflip,5
10,traditional,19,月,4,flip,5
10,traditional,20,自,1,noflip,5
10,traditional,21,control_卡_上,4,noflip,5
10,traditional,22,西,2,flip,5
10,traditional,23,于,5,noflip,5
10,traditional,24,弗,3,flip,5
10,traditional,25,燕,4,noflip,5
10,traditional,26,鼠,5,noflip,5
10,traditional,27,舟,4,noflip,5
10,traditional,28,刀,4,flip,5
10,traditional,29,曲,4,flip,5
10,traditional,30,禾,4,flip,5
10,traditional,31,角,4,flip,5
10,traditional,32,东,4,noflip,5
10,traditional,33,鼎,5,noflip,5
10,traditional,34,周,1,noflip,5
10,traditional,35,乃,4,noflip,5
10,traditional,36,土,3,noflip,5
10,traditional,37,虎,1,flip,5
10,traditional,38,control_乇_七,3,noflip,5
10,traditional,39,丙,3,noflip,5
10,traditional,40,豆,1,noflip,5
10,traditional,41,亚,4,flip,5
10,traditional,42,卯,4,noflip,5
10,traditional,43,辰,1,noflip,5
10,traditional,44,羊,4,noflip,5
10,traditional,45,甲,4,flip,5
10,traditional,46,勺,4,flip,5
10,traditional,47,弓,3,noflip,5
10,traditional,48,戈,4,flip,5
10,traditional,49,而,4,noflip,5
10,traditional,50,卜,3,noflip,5
10,traditional,51,目,3,flip,5
10,traditional,52,兆,5,flip,5
10,traditional,53,克,4,noflip,5
10,traditional,54,又,4,noflip,5
10,traditional,55,首,4,noflip,5
11,traditional,1,control_咫_只,5,flip,5
11,traditional,2,面,4,flip,5
11,traditional,3,糸,5,flip,5
11,traditional,4,贝,4,noflip,5
11,traditional,5,control_卡_上,4,flip,5
11,traditional,6,方,3,flip,5
11,traditional,7,眉,4,noflip,5
11,traditional,8,高,5,flip,5
11,traditional,9,秋,0,noflip,5
11,traditional,10,句,3,flip,5
11,traditional,11,车,0,noflip,5
11,traditional,12,南,4,flip,5
11,traditional,13,斤,4,flip,5
11,traditional,14,鼠,5,noflip,5
11,traditional,15,巾,2,noflip,5
11,traditional,16,侯,5,noflip,5
11,traditional,17,斗,1,noflip,5
11,traditional,18,卯,3,flip,5
11,traditional,19,向,3,noflip,5
11,traditional,20,且,3,flip,5
11,traditional,21,木,2,flip,5
11,traditional,22,目,1,flip,5
11,traditional,23,象,5,flip,5
11,traditional,24,泉,5,flip,5
11,traditional,25,止,2,noflip,5
11,traditional,26,自,1,noflip,5
11,traditional,27,单,5,flip,5
11,traditional,28,缶,2,noflip,5
11,traditional,29,control_刓_元,4,noflip,5
11,traditional,30,卜,2,flip,5
11,traditional,31,臣,4,noflip,5
11,traditional,32,昔,4,flip,5
11,traditional,33,京,5,flip,5
11,traditional,34,兆,5,noflip,5
11,traditional,35,户,4,noflip,5
11,traditional,36,西,2,noflip,5
11,traditional,37,帝,5,noflip,5
11,traditional,38,control_匜_也,4,noflip,5
11,traditional,39,不,1,noflip,5
11,traditional,40,丘,3,noflip,5
11,traditional,41,齿,5,flip,5
11,traditional,42,易,5,noflip,5
11,traditional,43,亚,4,noflip,5
11,traditional,44,水,3,flip,5
11,traditional,45,口,2,flip,5
11,traditional,46,勺,4,flip,5
11,traditional,47,control_乇_七,4,noflip,5
11,traditional,48,米,4,flip,5
11,traditional,49,首,3,noflip,5
11,traditional,50,豆,4,noflip,5
11,traditional,51,壶,5,noflip,5
11,traditional,52,入,3,flip,5
11,traditional,53,廾,2,flip,5
11,traditional,54,戈,4,flip,5
11,traditional,55,吕,4,flip,5
12,traditional,1,吕,3,flip,5
12,traditional,2,母,0,noflip,5
12,traditional,3,矢,0,flip,5
12,traditional,4,才,4,noflip,5
12,traditional,5,门,0,noflip,5
12,traditional,6,耳,0,flip,5
12,traditional,7,巴,0,flip,5
12,traditional,8,登,0,noflip,5
12,traditional,9,兆,5,noflip,5
12,traditional,10,西,0,flip,5
12,traditional,11,斤,5,noflip,5
12,traditional,12,衣,3,noflip,5
12,traditional,13,control_匜_也,4,flip,5
12,traditional,14,巾,3,flip,5
12,traditional,15,目,1,noflip,5
12,traditional,16,果,3,flip,5
12,traditional,17,巳,2,flip,5
12,traditional,18,而,2,flip,5
12,traditional,19,戈,4,flip,5
12,traditional,20,control_乇_七,3,flip,5
12,traditional,21,函,4,noflip,5
12,traditional,22,斗,1,noflip,5
12,traditional,23,杏,3,flip,5
12,traditional,24,侯,5,flip,5
12,traditional,25,禾,4,noflip,5
12,traditional,26,儿,0,flip,5
12,traditional,27,角,5,noflip,5
12,traditional,28,廾,2,noflip,5
12,traditional,29,control_刓_元,3,flip,5
12,traditional,30,黄,5,noflip,5
12,traditional,31,首,4,flip,5
12,traditional,32,亚,2,noflip,5
12,traditional,33,仓,2,noflip,5
12,traditional,34,长,3,flip,5
12,traditional,35,工,2,flip,5
12,traditional,36,介,2,flip,5
12,traditional,37,九,2,noflip,5
12,traditional,38,臣,4,flip,5
12,traditional,39,井,2,noflip,5
12,traditional,40,壶,4,noflip,5
12,traditional,41,舟,4,flip,5
12,traditional,42,口,2,noflip,5
12,traditional,43,control_卡_上,3,noflip,5
12,traditional,44,丙,3,flip,5
12,traditional,45,歹,4,noflip,5
12,traditional,46,帝,2,noflip,5
12,traditional,47,鼎,5,noflip,5
12,traditional,48,夫,2,noflip,5
12,traditional,49,control_咫_只,4,flip,5
12,traditional,50,尸,5,noflip,5
12,traditional,51,氏,4,noflip,5
12,traditional,52,克,2,flip,5
12,traditional,53,文,1,noflip,5
12,traditional,54,川,0,flip,5
12,traditional,55,午,5,flip,5
13,traditional,1,control_卡_上,3,noflip,5
13,traditional,2,蜀,3,flip,5
13,traditional,3,兕,2,noflip,5
13,traditional,4,大,2,noflip,5
13,traditional,5,虎,1,noflip,5
13,traditional,6,鹿,3,noflip,5
13,traditional,7,昔,1,noflip,5
13,traditional,8,主,2,noflip,5
13,traditional,9,自,1,noflip,5
13,traditional,10,勿,2,flip,5
13,traditional,11,鱼,2,flip,5
13,traditional,12,水,4,flip,5
13,traditional,13,燕,2,noflip,5
13,traditional,14,耳,2,noflip,5
13,traditional,15,网,4,noflip,5
13,traditional,16,兆,4,noflip,5
13,traditional,17,秋,1,noflip,5
13,traditional,18,用,4,flip,5
13,traditional,19,永,3,noflip,5
13,traditional,20,云,4,noflip,5
13,traditional,21,石,0,noflip,5
13,traditional,22,control_刓_元,4,flip,5
13,traditional,23,飞,4,noflip,5
13,traditional,24,弓,3,noflip,5
13,traditional,25,帝,3,noflip,5
13,traditional,26,乃,4,flip,5
13,traditional,27,火,1,noflip,5
13,traditional,28,登,2,flip,5
13,traditional,29,土,2,noflip,5
13,traditional,30,马,2,flip,5
13,traditional,31,羽,3,noflip,5
13,traditional,32,廾,2,noflip,5
13,traditional,33,control_咫_只,4,flip,5
13,traditional,34,向,2,noflip,5
13,traditional,35,白,2,noflip,5
13,traditional,36,斗,2,flip,5
13,traditional,37,车,2,noflip,5
13,traditional,38,卜,3,flip,5
13,traditional,39,口,2,noflip,5
13,traditional,40,九,3,flip,5
13,traditional,41,木,2,noflip,5
13,traditional,42,鸟,1,noflip,5
13,traditional,43,甫,3,flip,5
13,traditional,44,以,3,flip,5
13,traditional,45,羊,3,flip,5
13,traditional,46,克,2,flip,5
13,traditional,47,井,2,flip,5
13,traditional,48,亚,4,flip,5
13,traditional,49,长,1,noflip,5
13,traditional,50,贝,1,noflip,5
13,traditional,51,秉,2,flip,5
13,traditional,52,control_匜_也,3,noflip,5
13,traditional,53,介,2,flip,5
13,traditional,54,control_乇_七,4,flip,5
13,traditional,55,乙,2,flip,5
14,traditional,1,夫,0,flip,5
14,traditional,2,斤,5,noflip,5
14,traditional,3,犬,1,noflip,5
14,traditional,4,角,5,flip,5
14,traditional,5,鼠,0,flip,5
14,traditional,6,control_咫_只,4,noflip,5
14,traditional,7,水,4,noflip,5
14,traditional,8,又,2,noflip,5
14,traditional,9,control_刓_元,4,flip,5
14,traditional,10,斗,0,flip,5
14,traditional,11,辛,4,noflip,5
14,traditional,12,卜,2,noflip,5
14,traditional,13,夭,2,flip,5
14,traditional,14,而,4,noflip,5
14,traditional,15,耳,1,flip,5
14,traditional,16,京,4,noflip,5
14,traditional,17,壶,1,noflip,5
14,traditional,18,昔,4,noflip,5
14,traditional,19,气,5,flip,5
14,traditional,20,老,4,flip,5
14,traditional,21,雨,5,flip,5
14,traditional,22,宫,5,noflip,5
14,traditional,23,control_卡_上,4,noflip,5
14,traditional,24,象,5,noflip,5
14,traditional,25,登,0,noflip,5
14,traditional,26,巳,3,noflip,5
14,traditional,27,网,4,noflip,5
14,traditional,28,川,2,flip,5
14,traditional,29,control_乇_七,3,noflip,5
14,traditional,30,羽,3,noflip,5
14,traditional,31,父,2,flip,5
14,traditional,32,丰,4,noflip,5
14,traditional,33,南,1,flip,5
14,traditional,34,鬼,3,noflip,5
14,traditional,35,女,1,flip,5
14,traditional,36,齿,4,flip,5
14,traditional,37,鹿,4,noflip,5
14,traditional,38,廾,2,noflip,5
14,traditional,39,乙,2,noflip,5
14,traditional,40,方,2,noflip,5
